Store Number,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
3106,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3106,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3888,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3888,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4102,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
4102,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5145,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
5145,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
292,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
292,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
404,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
404,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
765,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
765,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
865,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
865,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1347,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1347,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1803,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
1803,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2404,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2404,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
2769,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
2769,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3391,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
3391,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4055,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4055,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
4115,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,"ALSO:  Catalini, vendor # 430145, ph# 210-227-2266 can do SAME DAY deliveries",,,,
4115,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
443,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
443,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
447,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
447,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
461,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
461,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
554,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
554,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
782,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
782,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
1046,,"Div 1 Store, must confirm",,,D1,,,,,
1046,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3518,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3518,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
3623,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3623,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
5713,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5713,Chris Grosso,Freshpoint Dallas,351065,469-919-9571,Next Day DELIVERY only,,,,,
959,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,24 case minimum,,,,
2695,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harville's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
800,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harville's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
705,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am,,,,
942,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
2843,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Next day delivery only- 15 case minimum,Freshpoint Central Florida- Next day delivery,,,
4262,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Next day delivery only- 15 case minimum,Freshpoint Central Florida- Next day delivery,,,
110,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,,,,
5299,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
5299,Rick-Mark,HARVILL'S PRODUCE,439862,407-843-4331  ,Same Day DELIVERY if ordered by 8am,Harville's Produce- Same day delivery if ordered by 8am- 15 case minimum,Freshpoint Central Florida- Next day delivery,,,
817,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
2881,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
5214,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,Freshpoint Central Florida- Next day delivery,,,
5250,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,,,,
5420,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
908,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
1220,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
4332,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
1086,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
4365,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
1374,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Freshpoint Central Florida- Next day delivery,,,,
955,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
943,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
890,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
5894,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
1084,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
3782,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
4588,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
5871,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
973,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,30 case minimum ,Freshpoint Central Florida- Next day delivery,,,
174,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,,,,
956,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Freshpoint Central Florida- Next day delivery,,,,
1702,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
3538,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
771,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
5455,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
1068,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Caito food Service Inc.- Next day delivery only- 30 case minimum ,Freshpoint Central Florida- Next day delivery,,,
649,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
931,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Caito food Service Inc.- Next day delivery only- 30 case minimum ,Freshpoint Central Florida- Next day delivery,,,
974,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
973,Nimesh Patel,Freshpoint South Florida,26658,954-294-7011,Next Day DELIVERY only,,,,,
1297,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
960,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
538,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
1081,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
3877,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
697,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Next day delivery only- 10 case min,Freshpoint Central Florida- Next day delivery,,,
1847,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
4368,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Next day delivery only- 15 case minimum,Freshpoint Central Florida- Next day delivery,,,
5326,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
551,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
1283,Alan Taylor,TAYLOR FAMILY FARMS,609201,912-526-0611/912-245-1234,Next Day DELIVERY only,,,,,
1391,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
860,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
3310,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,,,,
1079,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
563,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
613,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
1182,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
582,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh - Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
857,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce - Same day delivery if ordered by 8am- 10 case min,Freshpoint Central Florida- Next day delivery,,,
3207,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce - Same day delivery if ordered by 8am- 10 case min,Freshpoint Central Florida- Next day delivery,,,
579,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
2499,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
4142,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
4197,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,,,,,
4425,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
5988,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
5106,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
5132,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Harvill's Produce- Same day delivery if ordered by 8am- 10 case minimum,Freshpoint Central Florida- Next day delivery,,,
6878,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930 ,NEXT DAY DELIVERY ,,,,,
3162,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
4160,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
4211,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
5179,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
6894,Guy Dror,Freshpoint Southern California,81457,702-278-5941,Next Day DELIVERY only,,,,,
6894,Rick-Mark,HARVILL'S PRODUCE,439862,407-843-4331  ,Same Day DELIVERY if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,,
3307,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
1375,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
5172,Alan Cattell,CAITO Food Service Inc (FL),513267,800-428-8078,Next Day DELIVERY only,,,,,
1077,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Next day delivery only,,,,
1223,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Next day delivery only,,,,
1408,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Next day delivery only,,,,
4427,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Next day delivery only,,,,
4520,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Next day delivery only,,,,
488,Lonora Swilley,Sunrise Fresh,535294,601-213-4008 ext 6106,Next Day DELIVERY only,,,,,
977,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Freshpoint Central Florida- Next day delivery,,,,
1082,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
1172,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
1173,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
1444,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
3309,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
3702,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
4444,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Sunrise Fresh- Same day delivery if ordered by 8am,Freshpoint Central Florida- Next day delivery,,,
5054,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
5037,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
4621,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
928,Humberto Carnero ,Freshpoint Central Florida,26658,407-857-3930,NEXT DAY DELIVERY ,,,,,
1083,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
1090,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
1219,Humberto Carnero,Freshpoint Central Florida,26658,407-857-3930,Next day delivery only ,Taylor Family Farms- Same day if ordered by 8am,,,,
