Store Number,Store City,Store State,Zip Code,Contact Name,Vendor Name,Vendor Number,Phone Number,Notes 1,Notes 2,Notes 3  - none,,,
1678,DELAFIELD,WI,53018,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3247,DELAVAN,WI,53115,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1515,GERMANTOWN,WI,53022,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3499,JEFFERSON,WI,53549,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
910,LAKE GENEVA,WI,53147,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1571,MUKWONAGO,WI,53149,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5438,NEW BERLIN,WI,53151,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1776,WATERTOWN,WI,53094,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1635,WAUKESHA,WI,53189,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
6394,BROWN DEER,WI,53223,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5463,HARTFORD,WI,53027,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2452,MILWAUKEE,WI,53212,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2936,MILWAUKEE,WI,53225,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
3322,PEWAUKEE,WI,53072,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
1650,SAUKVILLE,WI,53080,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
2658,WEST BEND,WI,53095,Call Center,CH Robinson,014012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5697,MILWAUKEE,WI,53214,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
5695,MOUNT PLEASANT,WI,53406,Call Center,CH Robinson,14012,877-344-3491,Same Day DELIVERY if ordered by 8am,,,,,
750,INDEPENDENCE,IA,50644,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  Loffredo Fresh, 800-383-3367 can del M, W, F",,,,
1496,WATERLOO,IA,50702,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  Loffredo Fresh, 800-383-3367 can del M, W, F",,,,
913,DECORAH,IA,52101,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
1861,OAK PARK HEIGHTS,MN,55082,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
4257,AUSTIN,MN,55912,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
3534,RED WING,MN,55066,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,removed J & J Distributing in Feb 2016,,,,
1971,ROCHESTER,MN,55901,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am, - but using J&J out of St Paul,,,,
2812,ROCHESTER,MN,55904,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
5397,WINONA,MN,55987,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
5373,CHIPPEWA FALLS,WI,54729,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
1669,EAU CLAIRE,WI,54701,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
3245,HAYWARD,WI,54843,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
4281,LADYSMITH,WI,54848,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
3643,MEDFORD,WI,54451,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
1819,MENOMONIE,WI,54751,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
5432,NEW RICHMOND,WI,54017,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
1446,RICE LAKE,WI,54868,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
1277,BLACK RIVER FALLS,WI,54615,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
5127,LA CROSSE,WI,54601,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
2813,MARSHFIELD,WI,54449,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
1679,ONALASKA,WI,54650,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
882,PRAIRIE DU CHIEN,WI,53821,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
1007,RICHLAND CENTER,WI,53581,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
979,SPARTA,WI,54656,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
965,TOMAH,WI,54660,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,"Also:  J & J Distributing can del NEXT day, ven# 501834, ph# 651-221-0560",,,,
971,VIROQUA,WI,54665,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
1202,WISCONSIN RAPIDS,WI,54494,Darrell Drinkman,Chaput Produce,680462,715-835-0594,Same Day DELIVERY if ordered by 8am,,,,,
2697,ANTIOCH,CA,94531,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
5231,GALT,CA,95632,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
3708,SUISUN CITY,CA,94585,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
5192,SACRAMENTO,CA,95842,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
3712,CITRUS HEIGHTS,CA,95621,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
5136,MARYSVILLE,CA,95901,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
4309,ORANGEVALE,CA,95662,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
2418,PLACERVILLE,CA,95667,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
2457,RANCHO CORDOVA,CA,95670,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
1903,YUBA CITY,CA,95993,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
5133,ANDERSON,CA,96007,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
1910,CRESCENT CITY,CA,95531,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Next Day DELIVERY only,,,,,
1575,OROVILLE,CA,95965,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
1608,RED BLUFF,CA,96080,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
2537,REDDING,CA,96003,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
1616,SUSANVILLE,CA,96130,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
2053,WILLOWS,CA,95988,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
1630,YREKA,CA,96097,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Next Day DELIVERY only,,,,,
5981,CARMICHAEL,CA,95608,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
3090,ROCKLIN,CA,95677,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
4127,WOODLAND,CA,95695,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
5606,WOODLAND,CA,95776,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
5230,SACRAMENTO,CA,95821,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
6530,SACRAMENTO,CA,95823,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Same Day DELIVERY if ordered by 8am,,,,,
5424,EAGLE POINT,OR,97524,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500/503-573-4412 - (Kelly Waterman),Next Day DELIVERY only,,,,,
1834,GRANTS PASS,OR,97526,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Next Day DELIVERY only,,,,,
2069,MEDFORD,OR,97501,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Next Day DELIVERY only,,,,,
5839,MEDFORD,OR,97504,Order Desk,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Next Day DELIVERY only,,,,,
2538,EUGENE,OR,97408,Call Center,Chico Produce (ProPacific Fresh),414391,916-747-0579/ 888-393-5500,Next Day DELIVERY only,,,,,
5363,LOVEJOY,GA,30250,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,,
6998,EAST POINT,GA,30344,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,,,,,
5482,EATONTON,GA,31024,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
1121,MILLEDGEVILLE,GA,31061,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,Collins Bros Produce- Same day delivery if ordered by 8am- 25 cases minimum,,,,
856,BREMEN,GA,30110,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,,
3205,LITHIA SPRINGS,GA,30122,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,,
1047,MORROW,GA,30260,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,,
2732,VILLA RICA,GA,30180,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750 ,Same Day DELIVERY if ordered by 8am,OR:  Taylor Farms (ven 609201) SAME DAY service: 912-526-0611,,,,
686,FITZGERALD,GA,31750,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750,Next Day DELIVERY only,no service Thurs or Sun,,,,
641,GREENVILLE,SC,29611,Jonathan Collins,COLLINS BROS PRODUCE,454261,404-968-7750,Same Day DELIVERY if ordered by 8am,"OR:  Senn Bros (vendor#384803), NEXT DAY service: 803-252-6414",,,,
5915,Thornton,CO,80233,order@colo-pac.com,COLO-PAC PRODUCE INC,806631,303-291-0155,Same Day DELIVERY if ordered by 8am,"Also:  Freshpack Produce, ven# 734825, ph# 303-412-6232 for SAME DAY DEL",,,,
1596,BOLINGBROOK,IL,60440,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5486,COUNTRY CLUB HILLS,IL,60478,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3601,CRESTWOOD,IL,60445,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1556,ORLAND HILLS,IL,60487,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5402,CHICAGO,IL,60639,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5617,CHICAGO,IL,60639,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5781,CHICAGO,IL,60620,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3725,NILES,IL,60714,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3004,CICERO,IL,60804,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1897,ELK GROVE VILLAGE,IL,60007,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
5485,EVERGREEN PARK,IL,60805,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1892,HODGKINS,IL,60525,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1681,MOUNT PROSPECT,IL,60056,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1737,VILLA PARK,IL,60181,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1735,WHEELING,IL,60090,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3597,BELVIDERE,IL,61008,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
3110,CHICAGO,IL,60620,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
6167,DES PLAINES,IL,60016,Joe Dovalina,Cristina Foods Inc,37486,312-829-0360,Same Day DELIVERY if ordered by 8am,"ALSO:  CHRobinson for SAME DAY service after SC expansion, ven# 269886 , ph# 877-344-3491",,,,
1284,PHENIX CITY,AL,36867,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
5113,PELL CITY,AL,35125,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
316,ATTALLA,AL,35954,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
5126,CENTRE,AL,35960,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
691,FORT PAYNE,AL,35968,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
301,GADSDEN,AL,35903,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
300,JACKSONVILLE,AL,36265,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
712,SCOTTSBORO,AL,35768,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
726,ALEXANDER CITY,AL,35010,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
329,ANNISTON,AL,36206,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
356,AUBURN,AL,36832,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
355,OPELIKA,AL,36801,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
809,OXFORD,AL,36203,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
863,ROANOKE,AL,36274,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
730,SYLACAUGA,AL,35150,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
432,TALLADEGA,AL,35160,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
733,VALLEY,AL,36854,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
4673,AUBURN,AL,36832,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
5062,AUBURN,AL,36830,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
5903,PHENIX CITY,AL,36870,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
3660,CHATTANOOGA,TN,37419,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,"CHR, D&L, and First Class can be used as back up.
CHR - 877-344-3491. Vendor Number - 014012
D&L Produce - 205-965-3262. Vendor - 141492
First Class Produce - 404-391-5840. Vendor - 479023",,,,
1089,KIMBALL,TN,37347,Brian Ganus ,D&L Produce / Brian Ganus,141492,205-965-3262,Same Day DELIVERY if ordered by 8am,,,,,
1949,FREDONIA,NY,14063,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Next Day DELIVERY only,30 case minimum ,,,,
1973,LAKEWOOD,NY,14750,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Next Day DELIVERY only,,,,,
2159,OLEAN,NY,14760,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Next Day DELIVERY only,,,,,
2164,SPRINGVILLE,NY,14141,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Next Day DELIVERY only,25 cases minimum,,,,
2210,AMHERST,NY,14226,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
2586,CHEEKTOWAGA,NY,14225,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,,,,,
2405,HAMBURG,NY,14075,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
5027,LANCASTER,NY,14043,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
2107,LOCKPORT,NY,14094,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
1909,NIAGARA FALLS,NY,14304,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
4597,NORTH TONAWANDA,NY,14120,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
2355,WILLIAMSVILLE,NY,14221,JAMES DESIDERIO ,Desiderio,477060,716-362-2019,Same Day DELIVERY if ordered by 8am,25 cases minimum,,,,
1063,GENEVA,AL,36340,,"Div 1 Store, must confirm",,,D1,,,,,
1325,TUCSON,AZ,85705,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
2054,JACKSON,CA,95642,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
1979,CLEARLAKE,CA,95422,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
2052,UKIAH,CA,95482,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
2190,WOODLAND,CA,95776,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
5848,ELK GROVE,CA,95757,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
2044,CHICO,CA,95928,,"Div 1 Store, must confirm",,,D1 - DC Serviced,,,,,
