Store,Offsite Storage Pickup Date,Service  Hours,Storage Vendor,Offsite Storage Box  Count
1387,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1388,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1389,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1390,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1391,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1392,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1393,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1394,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1395,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1396,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1397,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1398,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1399,8/24/2023,7 am - 6 pm,Vital Records Control (VRC),83 (missing box data for 5 of the 88 boxes the store reported)
1400,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1401,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1403,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1404,9/19/2023,7 am - 6 pm,Vital Records Control (VRC),29
1405,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1406,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),222
1407,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1408,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1409,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),12
1410,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1411,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),74 (missing box data for 6 of the 80 boxes the store reported)
1412,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1413,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),37
1414,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1415,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),72
1416,9/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1417,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1418,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1419,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1420,7/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1421,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),50
1422,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1423,7/26/2023,7 am - 6 pm,Vital Records Control (VRC),36
1424,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),6
1425,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1426,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),7 (missing box data for 1 of the 8 boxes the store reported)
1427,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),98
1428,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1429,8/17/2023,7 am - 6 pm,Vital Records Control (VRC),110
1430,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1431,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1432,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),10
1433,9/8/2023,7 am - 6 pm,Vital Records Control (VRC),100
1434,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1435,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1436,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1437,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1438,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),151
1439,5/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1440,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1441,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),96
1442,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1443,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1444,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1445,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1446,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
1447,6/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1448,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1449,4/27/2023,7 am - 6 pm,Vital Records Control (VRC),22
1450,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1451,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1452,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1453,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1454,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1455,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1456,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),122
1457,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1458,6/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1459,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1460,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),141
1461,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),40
1462,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1463,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),85 (missing box data for 15 of the 100 boxes the store reported)
1464,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1465,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1466,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1467,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1468,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),238 ( missing box data for 2 of the 240 boxes the store reported)
1469,6/1/2023,7 am - 6 pm,Vital Records Control (VRC),88
1470,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),80 ( missing box data for 34 of the 114 boxes the store reported)
1471,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1472,5/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1473,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),128
1474,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1475,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1476,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1477,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1478,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1479,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),200
1480,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1481,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1482,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1483,3/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1485,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1486,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1487,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1488,7/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1489,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1490,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1491,5/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1492,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1493,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1494,9/28/2023,7 am - 6 pm,Vital Records Control (VRC),80
1495,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),69
1496,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1497,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1498,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1499,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1500,9/5/2023,7 am - 6 pm,Vital Records Control (VRC),90
1501,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),8 (missing box data for 44 of the 52 boxes the store reported)
1502,6/5/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1503,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),101
1504,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),40
1505,4/26/2023,7 am - 6 pm,Vital Records Control (VRC),50
1506,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1507,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1508,3/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1509,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1510,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1511,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1512,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1513,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1514,3/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1515,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1516,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1517,7/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1518,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1519,5/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1520,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1521,7/27/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1522,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),130
1523,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1524,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1525,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1526,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1527,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1528,6/14/2023,7 am - 6 pm,Vital Records Control (VRC),2
1529,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1530,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),188 (missing box data for 12 of the 200 boxes the store reported)
1531,6/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1532,4/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1533,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1534,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1535,3/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1536,5/31/2023,7 am - 6 pm,Vital Records Control (VRC),27
1537,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1538,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1539,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),6 (missing box data for 298 of the 304 boxes the store reported)
1540,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1541,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1542,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1543,9/14/2023,7 am - 6 pm,Vital Records Control (VRC),36
1544,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1545,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1546,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1547,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1548,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1549,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1550,7/24/2023,7 am - 6 pm,Vital Records Control (VRC),34
1551,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1552,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1553,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1554,4/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1555,5/8/2023,7 am - 6 pm,Vital Records Control (VRC),35
1556,7/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1557,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1558,5/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1559,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1560,9/6/2023,7 am - 6 pm,Vital Records Control (VRC),Box Data Not Entered in Records Indexing Tool
1561,8/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1562,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1563,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1564,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1565,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1566,5/19/2023,7 am - 6 pm,Vital Records Control (VRC),38
1567,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1568,4/5/2023,7 am - 6 pm,Vital Records Control (VRC),68
1569,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1570,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1571,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1572,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1573,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1574,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1575,3/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1576,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1577,9/13/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1578,9/1/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1579,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1580,8/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1581,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),233
1583,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1584,4/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1585,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),26
1586,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),38
1587,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1588,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1589,3/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1590,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1591,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1592,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1593,6/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1594,6/20/2023,7 am - 6 pm,Vital Records Control (VRC),34
1595,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1596,7/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1597,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1598,3/29/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1599,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1600,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1601,8/29/2023,7 am - 6 pm,Vital Records Control (VRC),112
1602,9/4/2023,7 am - 6 pm,Vital Records Control (VRC),42
1603,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1604,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1605,4/19/2023,7 am - 6 pm,Vital Records Control (VRC),99
1606,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1607,5/11/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1608,8/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1609,7/28/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1610,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
1611,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1612,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1613,5/12/2023,7 am - 6 pm,Vital Records Control (VRC),8
1614,6/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1615,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1616,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1617,3/15/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1618,7/14/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1619,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),17
1620,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1621,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1622,8/22/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1623,6/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1624,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1625,8/2/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1626,8/30/2023,7 am - 6 pm,Vital Records Control (VRC),467
1627,7/21/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1628,5/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1629,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),52
1630,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1631,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1632,4/4/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1633,4/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1634,7/5/2023,7 am - 6 pm,Vital Records Control (VRC),28
1635,8/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1636,7/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1637,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),224
1638,4/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1639,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1640,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),138
1641,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1642,8/10/2023,7 am - 6 pm,Vital Records Control (VRC),101
1643,8/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1644,4/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1645,6/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1646,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1647,5/10/2023,7 am - 6 pm,Vital Records Control (VRC),41
1648,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1649,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1650,8/8/2023,7 am - 6 pm,Vital Records Control (VRC),6
1651,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1652,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1653,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1654,9/11/2023,7 am - 6 pm,Vital Records Control (VRC),79
1655,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1656,8/9/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1657,4/6/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1658,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1659,7/7/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1660,6/19/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1661,3/23/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1662,7/13/2023,7 am - 6 pm,Vital Records Control (VRC),37
1663,5/26/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1664,6/28/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1665,8/23/2023,7 am - 6 pm,Vital Records Control (VRC),43 (missing box data for 25 of the 68 boxes the store reported)
1666,3/20/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1667,6/23/2023,7 am - 6 pm,Vital Records Control (VRC),Reported 0
1668,4/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1669,9/21/2023,7 am - 6 pm,Vital Records Control (VRC),75 (missing box data for 3 of the 78 boxes the store reported)
1670,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1671,8/31/2023,7 am - 6 pm,Vital Records Control (VRC),20
1672,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1673,7/12/2023,7 am - 6 pm,Vital Records Control (VRC),108
1674,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1675,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1676,5/22/2023,7 am - 6 pm,Vital Records Control (VRC),60
1677,9/12/2023,7 am - 6 pm,Vital Records Control (VRC),21
1678,9/20/2023,7 am - 6 pm,Vital Records Control (VRC),32
1679,7/10/2023,7 am - 6 pm,Vital Records Control (VRC),148 (missing box data for 12 of the 160 boxes the store reported)
1680,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1681,6/30/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1682,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1683,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),48
1684,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1685,4/13/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1686,7/11/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1687,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1688,3/31/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1689,9/15/2023,7 am - 6 pm,Vital Records Control (VRC),70
1690,5/16/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1691,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1692,4/10/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1693,8/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1694,4/24/2023,7 am - 6 pm,Vital Records Control (VRC),9
1695,7/6/2023,7 am - 6 pm,Vital Records Control (VRC),40
1696,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1697,6/12/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1698,9/25/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1699,9/18/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1700,5/3/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1701,TBD,TBD,TBD,NOT ON SCHEDULE FOR 2023
1702,3/17/2023,7 am - 6 pm,Vital Records Control (VRC),No Submission
1703,9/26/2023,7 am - 6 pm,Vital Records Control (VRC),Offsite Storage Box Count 2023 survey not complete
