Primary,Business Domain,Data Group (Sub Domain),Data Sub Group (Business Process),Description,Example,Harm to Walmart,Harm to the Individual,Internal Remark,Data Classification,Data Category,Scope
Spanish,Todos los Dominios,Información biométrica,Patrones o Ritmos de Marcha,Se utilizan para identificar a una persona en función de su estilo de caminata único.,Longitud de paso‚ cadencia‚ dinámica del movimiento corporal. ,,,,Altamente Sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Frecuencia Cardíaca,Los patrones eléctricos únicos generados por los latidos del corazón de una persona que se utilizan para identificarla.,ECG,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Imágenes del Rostro,Análisis de las características faciales que determinan la identidad.,Distancia entre los ojos‚ la forma de la nariz‚ la línea de la mandíbula‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Imágenes de las Huellas Dactilares,Crestas y surcos únicos de las yemas de los dedos de una persona para verificar su identidad.,Cuando un dispositivo captura un patrón de huella digital y lo compara con una base de datos almacenada para verificar una identidad y otorgar acceso.,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Imágenes del Iris,El proceso de capturar y analizar los patrones únicos en la parte coloreada del ojo de una persona mediante una cámara para su identificación y autorización.,Ciertas áreas confidenciales dentro de edificios gubernamentales o instalaciones corporativas podrían requerir escaneos de iris para el ingreso. ,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Imágenes de la Palma,Una imagen digital que utiliza los patrones de las venas en la palma de una persona para su identificación personal.,Programa Global Entry utilizado por la aduana de los Estados Unidos.,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Imágenes de la Retina,Una imagen detallada del patrón único de los vasos sanguíneos en la parte posterior del ojo que se puede utilizar para verificar la identidad de una persona. ,Se puede utilizar cuando se accede a un área de alta seguridad como una base militar.,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Patrones o Ritmos de Pulsación de Teclas,Analiza la forma única en que una persona escribe en un teclado a través del ritmo y la pulsación de las teclas para identificarla como persona. ,Autenticación de inicio de sesión‚ detección de fraude‚ investigación forense‚ etc. ,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Grabaciones de Reuniones (Zoom‚ Teams‚ etc.),Grabaciones de reuniones que potencialmente pueden capturar y almacenar información biométrica.,Zoom‚ Teams‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Oído Externo/Aurícula,Método para identificar a una persona utilizando la forma y las características de su oído externo. ,Se utiliza para complementar otras modalidades biométricas‚ como el rostro.,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Grabaciones de Voz Procesadas,Una muestra de voz analizada que es transformada por un sistema informático para crear una huella vocal. ,Verificar la identidad en las interacciones de servicio al cliente.,,,,Altamente confidenciales,Información Personal,EE. UU.
Spanish,Todos los Dominios,Información biométrica,Grabaciones de Voz Sin Procesar,Archivos de audio capturados de grabaciones de voz sin procesar que contienen un espectro completo de las características vocales. ,Se pueden utilizar para identificar a una persona a través de la tecnología de reconocimiento de voz. ,,,,Confidenciales,Información Personal,EE. UU.
Spanish,Todos los Dominios,Información biométrica,Vector biométrico reversible,Las características biométricas de una persona que pueden revertirse a su forma original.,Biométrica utilizada para la autorización.,Incumplimiento de la reglamentación biométrica,Reidentificación de características confidenciales,Reversible = no sin identificación.,Altamente confidencial y restringida,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Patrones Venosos,Identifica a las personas en función de la estructura interna de sus vasos sanguíneos.,La identificación de venas podría utilizarse para el control de acceso‚ procesamiento de nómina‚ identificación forense‚ etc.,,,,Altamente sensibles,Información Personal,Global
Spanish,Todos los Dominios,Información biométrica,Grabaciones de Voz,Muestras de audio analizadas que crean una huella vocal única de una persona que se utiliza para identificarla.,Se utilizan cuando se verifica la identidad en centros de llamadas‚ servicios en línea‚ dispositivos móviles‚ etc.,,,,Altamente sensibles,Información Personal,Global
