Location Number,ORG_NAME,MEMBER PHONE
1962,Food Finders Food Bank,765-471-0062
1963,Second Harvest of the Greater Valley,209-239-2091
1964,Rhode Island Community Food Bank,401-942-6325
1965,Food Bank for the Heartland,402-331-1213
1966,"Foodlink, Inc.",585-328-3380
1967,The Food Bank of Western Massachusetts,413-247-9738
1968,Maryland Food Bank,410-737-8282
1969,Feed More,804-521-2500
1970,The Greater Boston Food Bank,617-427-5200
1971,Channel One Regional Food Bank,507-424-1700
1972,Alameda County Community Food Bank,510-635-3663
1973,FeedMore WNY,716-852-1305
1974,Good Shepherd Food Bank,(207) 782-3554
1975,New Hampshire Food Bank,603-669-9725
1976,Food Bank of the Southern Tier,607-796-6061
1977,Fulfill,732-918-2600
1978,Food Bank of Northern Indiana,574-232-9986
1979,Redwood Empire Food Bank,707-523-7900
1980,Connecticut Foodshare,203-469-5000
1981,Maryland Food Bank,410-737-8282
1982,Feeding America Eastern Wisconsin,414-931-7400
1983,Second Harvest of the Greater Valley,209-239-2091
1984,The Food Bank of Western Massachusetts,413-247-9738
1985,Maryland Food Bank,410-737-8282
1986,Second Harvest Food Bank of North Central Ohio,440-960-2265
1987,Food Bank of Eastern Michigan,810-239-4441
1988,Placer Food Bank,916-783-0481
1989,Foodbank of Santa Barbara County,805-967-5741
1990,Mid-Ohio FoodBank,614-274-7770
1991,Hoosier Hills Food Bank,812-334-8374
1992,Feeding America Riverside |San Bernardino Counties,951-359-4757
1993,"Foodlink, Inc.",585-328-3380
1994,Regional Food Bank of Northeastern New York,518-786-3691
1995,The Idaho Foodbank,208-336-9643
1996,Feeding South Florida,954-518-1818
1997,Regional Food Bank of Northeastern New York,518-786-3691
1998,Greater Chicago Food Depository,773-247-3663
1999,Second Harvest Heartland,651-484-5117
2000,Food Bank of the Albemarle,252-335-4035
2001,Central California Food Bank,559-237-2527
2002,Second Harvest of Silicon Valley,408-266-8866
2003,Community Foodbank of New Jersey,908-355-3663
2004,River Bend Food Bank,563-345-6490
2005,Second Harvest Food Bank of Metrolina,704-376-1785
2006,Second Harvest Inland Northwest,509-534-6678
2007,Second Harvest Inland Northwest,509-534-6678
2008,Community Food Warehouse of Mercer County,724-981-0353
2009,Maryland Food Bank,410-737-8282
2010,Feeding America West Michigan,616-784-3250
2012,Worcester County Food Bank,508-842-3663
2013,Good Shepherd Food Bank,(207) 782-3554
2014,Food Bank of Eastern Michigan,810-239-4441
2015,Capital Area Food Bank,202-526-5344
2016,Second Harvest Inland Northwest,509-534-6678
2019,Greater Pittsburgh Community Food Bank,412-460-3663
2020,Food Finders Food Bank,765-471-0062
2021,The Greater Boston Food Bank,617-427-5200
2022,Connecticut Foodshare,203-469-5000
2023,Central Pennsylvania Food Bank,717-564-1700
2024,H & J Weinberg Northeast Pennsylvania Regional Food Bank,5709082222
2025,Second Harvest of the Greater Valley,209-239-2091
2027,Maryland Food Bank,410-737-8282
2028,Feeding America Riverside |San Bernardino Counties,951-359-4757
2030,Second Harvest of the Greater Valley,209-239-2091
2031,Alameda County Community Food Bank,510-635-3663
2032,"Food Share, Inc.",805-983-7100
2033,Great Plains Food Bank,701-232-6219
2035,Shared Harvest Foodbank,513-874-0114
2036,Mountaineer Food Bank,304-364-5518
2037,Food Lifeline,206-545-6600
2038,Blue Ridge Area Food Bank,540-248-3663
2039,Second Harvest of the Greater Valley,209-239-2091
2040,Food Bank of South Jersey,856-662-4884
2040,Philabundance,215-339-0900
2041,Food Bank of South Jersey,856-662-4884
2041,Philabundance,215-339-0900
2043,"Foodlink, Inc.",585-328-3380
2044,Food Bank of Contra Costa and Solano,925-676-7543
2045,Maryland Food Bank,410-737-8282
2046,Good Shepherd Food Bank,(207) 782-3554
2047,Good Shepherd Food Bank,(207) 782-3554
2048,Food Bank of Contra Costa and Solano,925-676-7543
2049,Central Pennsylvania Food Bank,717-564-1700
2050,Three Square Food Bank,702-644-3663
2051,St. Mary's Food Bank,602-242-3663
2052,Redwood Empire Food Bank,707-523-7900
2053,Food Bank of Contra Costa and Solano,925-676-7543
2054,Second Harvest of the Greater Valley,209-239-2091
2055,New Hampshire Food Bank,603-669-9725
2056,Regional Food Bank of Northeastern New York,518-786-3691
2057,New Hampshire Food Bank,603-669-9725
2058,Inter-Faith Food Shuttle,919-250-0043
2058,Food Bank of Central & Eastern North Carolina,919-875-0707
2059,Westmoreland Food Bank,724-468-8660
2061,Feeding America West Michigan,616-784-3250
2062,Feeding America West Michigan,616-784-3250
2063,Second Harvest Food Bank of the Mahoning Valley,330-792-5522
2064,Second Harvest Food Bank of Lehigh Valley and Northeast Pennsylvania,610-434-0875
2065,Second Harvest Food Bank of East Tennessee,865-521-0000
2066,Houston Food Bank,713-223-3700
2068,Philabundance,215-339-0900
2069,Oregon Food Bank,503-282-0555
2070,"Food Bank of Alaska, Inc.",907-272-3663
2071,"Food Bank of Alaska, Inc.",907-272-3663
2073,"Greater Cleveland Foodbank, Inc.",216-738-2265
2074,"Food Bank of Alaska, Inc.",907-272-3663
2075,Oregon Food Bank,503-282-0555
2077,Feeding America Riverside |San Bernardino Counties,951-359-4757
2078,Southeastern Ohio Foodbank,740-385-6813
2079,Feeding America West Michigan,616-784-3250
2080,South Michigan Food Bank,269-964-3663
2081,Feeding Tampa Bay,813-254-1190
2082,Los Angeles Regional Food Bank,323-234-3030
2083,Mountaineer Food Bank,304-364-5518
2084,Montana Food Bank Network,406-721-3825
2086,North Texas Food Bank,214-330-1396
2087,Second Harvest Heartland,651-484-5117
2088,"Foodlink, Inc.",585-328-3380
2089,Feeding America Southwest Virginia,540-342-3011
2090,Community Foodbank of New Jersey,908-355-3663
2091,Feeding South Florida,954-518-1818
2092,Food Bank of Central New York,315-437-1899
2093,Food Bank of Central New York,315-437-1899
2094,Feeding San Diego,858-452-3663
2095,The Greater Boston Food Bank,617-427-5200
2096,Philabundance,215-339-0900
2097,Regional Food Bank of Northeastern New York,518-786-3691
2098,Mid-Ohio FoodBank,614-274-7770
2099,Foodbank of Santa Barbara County,805-967-5741
2100,Food Bank of Eastern Michigan,810-239-4441
2101,Second Harvest Inland Northwest,509-534-6678
2102,Feeding America West Michigan,616-784-3250
2103,The Greater Boston Food Bank,617-427-5200
2104,Regional Food Bank of Northeastern New York,518-786-3691
2105,North Texas Food Bank,214-330-1396
2106,Food Bank of Northern Nevada,775-331-3663
2107,FeedMore WNY,716-852-1305
2108,Community Foodbank of New Jersey,908-355-3663
2109,Community Foodbank of New Jersey,908-355-3663
2110,Los Angeles Regional Food Bank,323-234-3030
2111,Community Food Bank of Central Alabama,205-942-8911
2112,St. Mary's Food Bank,602-242-3663
2113,St. Mary's Food Bank,602-242-3663
2114,Feeding the Gulf Coast,251-653-1617
2115,Akron-Canton Regional Foodbank,330-535-6900
2116,Regional Food Bank of Northeastern New York,518-786-3691
2117,Second Harvest of the Greater Valley,209-239-2091
2118,Worcester County Food Bank,508-842-3663
2119,Second Harvest of Silicon Valley,408-266-8866
2120,Food Bank of Central New York,315-437-1899
2121,Food Lifeline,206-545-6600
2122,The Greater Boston Food Bank,617-427-5200
2123,East Texas Food Bank,903-617-2005
2123,"Harvest Regional Food Bank, Inc.",870-774-1398
2124,"The Foodbank, Inc.",937-461-0265
2125,Food Bank of the Rockies,303-371-9250
2126,"Hawaii Foodbank, Inc.",808-836-3600
2127,Feeding America Eastern Wisconsin,414-931-7400
2128,The Greater Boston Food Bank,617-427-5200
2129,Second Harvest Food Bank of Northwest Pennsylvania,814-459-3663
2130,New Hampshire Food Bank,603-669-9725
2131,Harvesters - The Community Food Network,816-929-3000
2132,Greater Baton Rouge Food Bank,225-359-9940
2133,Central Texas Food Bank,512-282-2111
2134,Second Harvest Food Bank of Metrolina,704-376-1785
2135,Regional Food Bank of Northeastern New York,518-786-3691
2136,Blue Ridge Area Food Bank,540-248-3663
2137,Inter-Faith Food Shuttle,919-250-0043
2137,Food Bank of Central & Eastern North Carolina,919-875-0707
2138,New Hampshire Food Bank,603-669-9725
2139,The Greater Boston Food Bank,617-427-5200
2140,New Hampshire Food Bank,603-669-9725
2141,Philabundance,215-339-0900
2142,New Hampshire Food Bank,603-669-9725
2143,Good Shepherd Food Bank,(207) 782-3554
2144,Connecticut Foodshare,203-469-5000
2145,Second Harvest Food Bank of Lehigh Valley and Northeast Pennsylvania,610-434-0875
2146,Regional Food Bank of Northeastern New York,518-786-3691
2147,Montana Food Bank Network,406-721-3825
2149,Mid-Ohio FoodBank,614-274-7770
2150,Feeding San Diego,858-452-3663
2151,Feeding South Florida,954-518-1818
2152,Regional Food Bank of Northeastern New York,518-786-3691
2153,Good Shepherd Food Bank,(207) 782-3554
2154,Atlanta Community Food Bank,404-892-9822
2155,Worcester County Food Bank,508-842-3663
2156,"Long Island Cares, Inc.",631-582-3663
2156,Island Harvest,516-294-8528
2157,The Greater Boston Food Bank,617-427-5200
2158,Worcester County Food Bank,508-842-3663
2159,FeedMore WNY,716-852-1305
2160,Feed More,804-521-2500
2161,Alameda County Community Food Bank,510-635-3663
2163,Connecticut Foodshare,203-469-5000
2164,FeedMore WNY,716-852-1305
2166,Food Bank of Central New York,315-437-1899
2167,Philabundance,215-339-0900
2169,Second Harvest Food Bank of Lehigh Valley and Northeast Pennsylvania,610-434-0875
2170,Connecticut Foodshare,203-469-5000
2174,The Food Bank of Western Massachusetts,413-247-9738
2175,Ozarks Food Harvest,417-865-3411
2176,Feeding South Florida,954-518-1818
2177,Feeding San Diego,858-452-3663
2178,Good Shepherd Food Bank,(207) 782-3554
2180,The Greater Boston Food Bank,617-427-5200
2181,FIND Food Bank,760-775-3663
2183,Good Shepherd Food Bank,(207) 782-3554
2184,The Greater Boston Food Bank,617-427-5200
2185,Central Pennsylvania Food Bank,717-564-1700
2187,Second Harvest Inland Northwest,509-534-6678
2188,"Food Bank of Alaska, Inc.",907-272-3663
2189,Food Bank of Northern Nevada,775-331-3663
2190,Food Bank of Contra Costa and Solano,925-676-7543
2191,Toledo Northwestern Ohio Food Bank,419-242-5000
2192,Feeding America West Michigan,616-784-3250
2193,Mid-Ohio FoodBank,614-274-7770
2194,Capital Area Food Bank,202-526-5344
2195,Fulfill,732-918-2600
2196,Food Lifeline,206-545-6600
2197,Second Harvest Food Bank of the Mahoning Valley,330-792-5522
2198,Second Harvest Heartland,651-484-5117
2199,Mid-Ohio FoodBank,614-274-7770
2200,Connecticut Foodshare,203-469-5000
2201,El Pasoans Fighting Hunger,915 298-0353
2202,Good Shepherd Food Bank,(207) 782-3554
2204,Greater Chicago Food Depository,773-247-3663
2205,Central Pennsylvania Food Bank,717-564-1700
2206,Second Harvest Food Bank of Orange County,949-653-2900
2207,Utah Food Bank,801-908-8660
2208,Central Pennsylvania Food Bank,717-564-1700
2209,Mid-Ohio FoodBank,614-274-7770
2210,FeedMore WNY,716-852-1305
2211,Second Harvest Food Bank of the Mahoning Valley,330-792-5522
2213,St. Louis Area Foodbank,314-292-6262
2214,Harvest Hope Food Bank,803-254-4432
2215,Northern Illinois Food Bank,630-443-6910
2218,Second Harvest Food Bank of Orange County,949-653-2900
2221,Ozarks Food Harvest,417-865-3411
2222,The Greater Boston Food Bank,617-427-5200
2223,Food Bank of the Rockies,303-371-9250
2224,Vermont Foodbank,802-476-3341
2225,Rhode Island Community Food Bank,401-942-6325
2226,Los Angeles Regional Food Bank,323-234-3030
2227,The Greater Boston Food Bank,617-427-5200
2228,The Food Bank of Western Massachusetts,413-247-9738
2230,Central Pennsylvania Food Bank,717-564-1700
2231,River Bend Food Bank,563-345-6490
2232,Connecticut Foodshare,203-469-5000
2233,Maryland Food Bank,410-737-8282
2234,Food Bank of Central New York,315-437-1899
2236,Philabundance,215-339-0900
2237,Harry Chapin Food Bank of Southwest Florida,239-334-7007
2238,Feeding America West Michigan,616-784-3250
2239,San Antonio Food Bank,210-337-3663
2241,Second Harvest Inland Northwest,509-534-6678
2242,Second Harvest Food Bank of Orange County,949-653-2900
2243,Oregon Food Bank,503-282-0555
2244,Facing Hunger Foodbank,304-523-6029
2245,Feeding San Diego,858-452-3663
2247,Inter-Faith Food Shuttle,919-250-0043
2247,Food Bank of Central & Eastern North Carolina,919-875-0707
2248,Maryland Food Bank,410-737-8282
2249,Food Lifeline,206-545-6600
2250,Freestore Foodbank,513-482-4500
2251,Los Angeles Regional Food Bank,323-234-3030
2252,Second Harvest Food Bank of Lehigh Valley and Northeast Pennsylvania,610-434-0875
2253,Feeding San Diego,858-452-3663
2254,Community Foodbank of New Jersey,908-355-3663
2255,H & J Weinberg Northeast Pennsylvania Regional Food Bank,5709082222
2256,Food Bank of Central & Eastern North Carolina,919-875-0707
2257,Houston Food Bank,713-223-3700
2258,Capital Area Food Bank,202-526-5344
2259,Montana Food Bank Network,406-721-3825
2261,Rhode Island Community Food Bank,401-942-6325
2262,Regional Food Bank of Northeastern New York,518-786-3691
2263,Philabundance,215-339-0900
2264,Regional Food Bank of Northeastern New York,518-786-3691
2265,Harvest Hope Food Bank,803-254-4432
2266,"Greater Cleveland Foodbank, Inc.",216-738-2265
2267,Worcester County Food Bank,508-842-3663
2269,Second Harvest Inland Northwest,509-534-6678
2270,Care and Share Food Bank,719-528-1247
2271,Feeding America Eastern Wisconsin,414-931-7400
2272,Maryland Food Bank,410-737-8282
2273,Food Bank of Eastern Michigan,810-239-4441
2274,Second Harvest Heartland,651-484-5117
2275,Shared Harvest Foodbank,513-874-0114
2276,Food Bank of Northern Indiana,574-232-9986
2277,Central California Food Bank,559-237-2527
2278,Second Harvest Food Bank of Northwest Pennsylvania,814-459-3663
2279,Maryland Food Bank,410-737-8282
2280,Second Harvest of Silicon Valley,408-266-8866
2281,Greater Pittsburgh Community Food Bank,412-460-3663
2282,Connecticut Foodshare,203-469-5000
2283,Rhode Island Community Food Bank,401-942-6325
2284,Connecticut Foodshare,203-469-5000
2285,Food Bank of Central New York,315-437-1899
2286,"Long Island Cares, Inc.",631-582-3663
2286,Island Harvest,516-294-8528
2287,Greater Pittsburgh Community Food Bank,412-460-3663
2288,Los Angeles Regional Food Bank,323-234-3030
2289,Vermont Foodbank,802-476-3341
2291,Feeding San Diego,858-452-3663
2292,Los Angeles Regional Food Bank,323-234-3030
2293,Food Bank of the Rockies,303-371-9250
2294,Community Foodbank of New Jersey,908-355-3663
2295,Feed More,804-521-2500
2297,Los Angeles Regional Food Bank,323-234-3030
2299,Connecticut Foodshare,203-469-5000
2300,Greater Pittsburgh Community Food Bank,412-460-3663
2306,Heart of Alabama Food Bank,334-263-3784
2307,Utah Food Bank,801-908-8660
2308,"Hawaii Foodbank, Inc.",808-836-3600
2309,Shared Harvest Foodbank,513-874-0114
2310,Second Harvest Food Bank of East Tennessee,865-521-0000
2311,"Community Harvest Food Bank of Northeast Indiana, Inc.",260-447-3696
2312,Feeding America Southwest Virginia,540-342-3011
2313,Akron-Canton Regional Foodbank,330-535-6900
2314,"Hawaii Foodbank, Inc.",808-836-3600
2315,Oregon Food Bank,503-282-0555
2316,"Greater Cleveland Foodbank, Inc.",216-738-2265
2317,Food Lifeline,206-545-6600
2318,Greater Pittsburgh Community Food Bank,412-460-3663
2319,Food Lifeline,206-545-6600
2320,Oregon Food Bank,503-282-0555
2321,"Hawaii Foodbank, Inc.",808-836-3600
2322,Mid-South Food Bank,901-527-0841
2323,Akron-Canton Regional Foodbank,330-535-6900
2325,Food Lifeline,206-545-6600
2326,Food Bank of the Southern Tier,607-796-6061
2328,Harvest Hope Food Bank,803-254-4432
2329,The Food Bank of Western Massachusetts,413-247-9738
2330,New Hampshire Food Bank,603-669-9725
2331,Connecticut Foodshare,203-469-5000
2332,Vermont Foodbank,802-476-3341
2333,Feeding America Riverside |San Bernardino Counties,951-359-4757
2334,Central Pennsylvania Food Bank,717-564-1700
2335,Second Harvest Foodbank of Southern Wisconsin,608-223-9121
2336,The Greater Boston Food Bank,617-427-5200
2337,Feeding America Southwest Virginia,540-342-3011
2338,Feeding America West Michigan,616-784-3250
2339,Food Finders Food Bank,765-471-0062
2340,Central Pennsylvania Food Bank,717-564-1700
2341,The Greater Boston Food Bank,617-427-5200
2348,Lowcountry Food Bank,843-747-8146
2350,Toledo Northwestern Ohio Food Bank,419-242-5000
2351,Regional Food Bank of Northeastern New York,518-786-3691
2352,Second Harvest Heartland,651-484-5117
2354,Gleaners Community Food Bank of Southeastern Michigan,313-923-3535
2354,Forgotten Harvest,248-967-1500
2355,FeedMore WNY,716-852-1305
2357,Capital Area Food Bank,202-526-5344
2358,Food Bank of Eastern Michigan,810-239-4441
2359,"Greater Cleveland Foodbank, Inc.",216-738-2265
2360,Atlanta Community Food Bank,404-892-9822
2361,Akron-Canton Regional Foodbank,330-535-6900
