Last Modified By,Last Modified,Name,Parent Path,Page Link
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page58.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page13.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page23.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page56.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page63.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page57.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page43.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page1.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page15.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page9.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page52.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page2.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page50.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page26.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page8.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page47.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page19.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page22.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page46.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page16.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page32.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page12.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page51.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page64.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page7.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page11.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page62.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page27.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page59.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page3.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page28.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page36.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page65.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page21.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page40.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page60.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/mo/clinical-services-by-state/div10_paid_order_mo_statewide_v4.pdf/subassets/page31.pdf"">Page Link</a>"
rtadcoc,4/1/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/all-states-shared/covid19/exec-orders-lee22TN.pdf"">Page Link</a>"
rtadcoc,3/25/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/all-states-shared/covid19/Denver Order.pdf"">Page Link</a>"
h0d00g0,8/30/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/all-states-shared/hurricane-dorian/Hurricane Dorian FL 8.30 19-190.pdf"">Page Link</a>"
cfish10,8/31/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/all-states-shared/hurricane-dorian/08.29.19.01 GA EO.pdf"">Page Link</a>"
b0s00tz,2/11/2021,SC-CLIA-and-CLR.pdf,/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/sc/clinical-services-by-state,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/sc/clinical-services-by-state/expired/SC-CLIA-and-CLR.pdf"">Page Link</a>"
b1keith,5/3/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/ga/supporting/div10_paid_order_ga_5.2.pdf"">Page Link</a>"
b1keith,4/10/2019,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/ga/supporting/Standing-Order---GA-2.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/state-rules-&-regulations/sd/billing-guidance-by-state/sd_baby_formula_wic_medicaid.pdf/subassets/page1.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/pharmacy-dept/training-&-onboarding/TP_RX_JobDescription.pdf/subassets/page1.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/vision-systems/systems/dpa_temperature_log.pdf/subassets/page1.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/vision-systems/systems/dpa_temperature_log.pdf/subassets/page2.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/vision-systems/systems/dpa_temperature_log.pdf/subassets/page3.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/operations/procedures-logs-&-guides/Wk42_frame_mod_guide.pdf/subassets/page4.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/operations/procedures-logs-&-guides/Wk42_frame_mod_guide.pdf/subassets/page5.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/operations/procedures-logs-&-guides/Wk42_frame_mod_guide.pdf/subassets/page1.pdf"">Page Link</a>"
workflow-process-service,11/22/2020,Never Published,Never Published,"<a href=""https://wem-east-author.walmart.com/assetdetails.html/content/dam/us-wire-wm1/documents/health-wellness/vision-dept/operations/procedures-logs-&-guides/Wk42_frame_mod_guide.pdf/subassets/page2.pdf"">Page Link</a>"
