Store Number,Invoice Number,Date of Invoice ,   Total Amount   ,Out of Scope,Area of Machine,Memo,Comment
1279,INV168084-06245,7/22/2024, 324.75 ,Non Device Related Issues,OTHER,COIN AUDIT: Coin Audit,6/11/2024
2146,INV168084-06245,7/22/2024," 1,050.45 ",Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/11/2024
283,INV168084-06245,7/22/2024, 819.50 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/13/2024
1071,INV168084-06245,7/22/2024, 451.56 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/16/2024
1561,INV168084-06245,7/22/2024, 329.25 ,Improper Handling,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/11/2024
2712,INV168084-06245,7/22/2024, 327.00 ,Improper Handling,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/12/2024
347,INV168084-06245,7/22/2024," 1,606.48 ",Improper Handling,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/11/2024
6952,INV168084-06245,7/22/2024, 315.90 ,Improper Handling,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/11/2024
5358,INV168084-06245,7/22/2024, 318.00 ,Improper Handling,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/11/2024
1823,INV168084-06245,7/22/2024, 318.00 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/11/2024
4616,INV168084-06245,7/22/2024, 425.00 ,Improper Handling,OTHER,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/11/2024
1370,INV168084-06245,7/22/2024, 322.80 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/11/2024
5776,INV168084-06245,7/22/2024, 321.00 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/11/2024
1956,INV168084-06245,7/22/2024, 300.00 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/11/2024
554,INV168084-06245,7/22/2024, 324.75 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/11/2024
572,INV168084-06245,7/22/2024, 557.55 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/11/2024
3144,INV168084-06245,7/22/2024, 757.04 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/11/2024
299,INV168084-06245,7/22/2024, 543.84 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/11/2024
3843,INV168084-06245,7/22/2024, 318.00 ,Non Device Related Issues,OTHER,COIN AUDIT: Coin Audit,6/10/2024
1083,INV168084-06245,7/22/2024, 322.50 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/11/2024
2272,INV168084-06245,7/22/2024, 450.50 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/10/2024
5440,INV168084-06245,7/22/2024, 300.00 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/11/2024
613,INV168084-06245,7/22/2024, 682.26 ,Non Device Related Issues,OTHER,COIN AUDIT: Coin Audit,6/10/2024
2306,INV168084-06245,7/22/2024, 321.00 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/11/2024
974,INV168084-06245,7/22/2024, 997.78 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/10/2024
1995,INV168084-06245,7/22/2024, 318.00 ,Non Device Related Issues,OTHER,COIN AUDIT: Coin Audit,6/11/2024
1861,INV168084-06245,7/22/2024, 325.13 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/10/2024
4874,INV168084-06245,7/22/2024, 313.35 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/11/2024
3591,INV168084-06245,7/22/2024, 324.75 ,Non Device Related Issues,OTHER,COIN AUDIT: Coin Audit,6/10/2024
5245,INV168084-06245,7/22/2024, 954.81 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/10/2024
7235,INV168084-06245,7/22/2024, 454.75 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/15/2024
4591,INV168084-06245,7/22/2024, 328.50 ,Non Device Related Issues,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,6/18/2024
1957,INV168084-06245,7/22/2024, 450.50 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/15/2024
1114,INV168084-06245,7/22/2024, 566.57 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/10/2024
5241,INV168084-06245,7/22/2024, 318.00 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/10/2024
2541,INV168084-06245,7/22/2024, 806.25 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/10/2024
2739,INV168084-06245,7/22/2024, 321.00 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/11/2024
4985,INV168084-06245,7/22/2024, 789.03 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/10/2024
1636,INV168084-06245,7/22/2024, 456.88 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/10/2024
1018,INV168084-06245,7/22/2024," 1,304.14 ",Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/11/2024
9,INV168084-06245,7/22/2024, 326.18 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/11/2024
195,INV168084-06245,7/22/2024, 683.53 ,Improper Handling,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/15/2024
5167,INV168084-06245,7/22/2024," 1,828.52 ",Improper Handling,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/13/2024
899,INV168084-06245,7/22/2024, 497.24 ,Improper Handling,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/11/2024
6190,INV168084-06245,7/22/2024, 322.50 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/10/2024
15,INV168084-06245,7/22/2024, 323.74 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/10/2024
2426,INV168084-06245,7/22/2024, 322.50 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/10/2024
6176,INV168084-06245,7/22/2024, 326.55 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/11/2024
5338,INV168084-06245,7/22/2024, 457.94 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/8/2024
2773,INV168084-06245,7/22/2024, 425.00 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/9/2024
5034,INV168084-06245,7/22/2024, 319.50 ,Non Device Related Issues,OTHER,THIRD PARTY EQUIPMENT: Machine has lost communication due to failure of network administered by third party,6/11/2024
2294,INV168084-06245,7/22/2024, 940.48 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/9/2024
2,INV168084-06245,7/22/2024, 700.87 ,Non Device Related Issues,OTHER,COIN AUDIT: Coin Audit,6/9/2024
1350,INV168084-06245,7/22/2024, 928.79 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/9/2024
1488,INV168084-06245,7/22/2024, 640.06 ,Improper Handling,BCR,PROCEDURE NEGLECT: The site failed to follow defined maintenance and auditing guidelines for the unit.,6/8/2024
3301,INV168084-06245,7/22/2024," 1,593.02 ",Improper Handling,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/24/2024
3131,INV168084-06245,7/22/2024," 1,786.54 ",Improper Handling,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/24/2024
2660,INV168084-06245,7/22/2024," 1,581.85 ",Improper Handling,BNR,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/24/2024
5461,INV168084-06245,7/22/2024, 461.98 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/16/2024
2091,INV168084-06245,7/22/2024, 454.75 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/16/2024
777,INV168084-06245,7/22/2024, 460.06 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/15/2024
2007,INV168084-06245,7/22/2024, 325.50 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/14/2024
3227,INV168084-06245,7/22/2024, 322.89 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/14/2024
900,INV168084-06245,7/22/2024, 460.06 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/13/2024
4846,INV168084-06245,7/22/2024, 321.75 ,Improper Handling,BNR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/13/2024
2743,INV168084-06245,7/22/2024, 700.87 ,Improper Handling,BCR,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/8/2024
3489,INV168084-06245,7/22/2024, 450.50 ,Site Declined Troubleshooting,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/7/2024
2094,INV168084-06245,7/22/2024, 324.75 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/7/2024
5817,INV168084-06245,7/22/2024, 456.88 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/7/2024
2832,INV168084-06245,7/22/2024, 952.60 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/7/2024
6583,INV168084-06245,7/22/2024, 468.35 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/8/2024
599,INV168084-06245,7/22/2024, 465.37 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/7/2024
1524,INV168084-06245,7/22/2024, 450.51 ,Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/8/2024
30,INV168084-06245,7/22/2024, 324.31 ,Non Device Related Issues,OTHER,COIN AUDIT: Coin Audit,6/11/2024
5105,INV168084-06245,7/22/2024, 447.53 ,Site Declined Troubleshooting,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/8/2024
2325,INV168084-06245,7/22/2024, 464.53 ,Customer Failed to Cancel Call,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technicians arrival and failed to give proper notification to cancel service call.,6/8/2024
2664,INV168084-06245,7/22/2024," 1,633.08 ",Site Declined Troubleshooting,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,6/7/2024
5668,INV168084-06245,7/22/2024, 801.70 ,Non Device Related Issues,OTHER,MISC: MISC:  Issue was due to incorrect site input.,6/7/2024
1285,INV168084-06245,7/22/2024, 318.00 ,Site Declined Troubleshooting,OTHER,CLEANING NEGLECT: The site failed to follow defined cleaning and maintenance guidelines for the unit.  The only thing performed by the technician to resolve the issue was to clean the device.,6/7/2024
625,INV168084-06245,7/22/2024, 360.43 ,Non Device Related Issues,OTHER,LOSS OF COMPONENT: Site lost unit component parts through abuse neglect or failure to maintain the security of the equipment.,6/14/2024
