Store #,Format,City,State,Rx Freq,October Rx,November Rx,December Rx,Service Provider,Phone Number,,,
4412,SUP,LAUREL,MT,180,11,,,CLEAN EARTH,877-406-5295,,,
4413,NHM,Lexington,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
4414,SUP,Smithville,TN,180,25,,,CLEAN EARTH,877-406-5295,,,
4415,NHM,EL PASO,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4416,WMT,HOUSTON,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
4417,SUP,CAMBY,IN,90,,29,,CLEAN EARTH,877-406-5295,,,
4423,SUP,Martinsburg,WV,180,4,,,CLEAN EARTH,877-406-5295,,,
4424,SUP,Warren,MI,90,,29,,CLEAN EARTH,877-406-5295,,,
4430,SUP,MARICOPA,AZ,90,,29,,CLEAN EARTH,877-406-5295,,,
4435,SUP,Nashville,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
4438,SUP,SARATOGA SPRINGS,UT,180,,,13,CLEAN EARTH,877-406-5295,,,
4439,SUP,Paw Paw,MI,180,,,6,CLEAN EARTH,877-406-5295,,,
4450,SUP,Middletown,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
4451,SUP,QUEEN CREEK,AZ,90,,29,,CLEAN EARTH,877-406-5295,,,
4453,WNM,GREENVILLE ,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
4461,SUP,LOUISA,KY,90,11,,,CLEAN EARTH,877-406-5295,,,
4464,WNM,Amarillo,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
4465,WNM,CYPRESS,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4466,NHM,SUGAR LAND,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
4468,WNM,KATY,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
4469,NHM,Clarksville,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
4470,WNM,JOPLIN,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
4473,NHM,TUCSON,AZ,180,,,6,CLEAN EARTH,877-406-5295,,,
4474,SUP,KENAI,AK,90,,,13,CLEAN EARTH,877-406-5295,,,
4475,SUP,OLATHE,KS,90,,29,,CLEAN EARTH,877-406-5295,,,
4478,WNM,JOPLIN,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
4479,SUP,Perrysburg,OH,60,25,,20,CLEAN EARTH,877-406-5295,,,
4482,WMT,Mt. Juliet,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
4483,SUP,White House,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
4490,WNM,TUCSON,AZ,90,,,13,CLEAN EARTH,877-406-5295,,,
4494,WNM,Caldwell,ID,90,,,20,CLEAN EARTH,877-406-5295,,,
4503,SUP,Grand Prairie,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
4508,SUP,PENITAS,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
4509,SUP,BENBROOK,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4511,SUP,SILVIS,IL,90,4,,,CLEAN EARTH,877-406-5295,,,
4512,SUP,KATY,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
4524,NHM,Louisville,KY,90,,,13,CLEAN EARTH,877-406-5295,,,
4526,SUP,HOUSTON,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
4529,SUP,NEW LENOX,IL,90,25,,,CLEAN EARTH,877-406-5295,,,
4531,SUP,ROMEOVILLE,IL,180,,,6,CLEAN EARTH,877-406-5295,,,
4533,SUP,Oakland,TN,90,,,6,CLEAN EARTH,877-406-5295,,,
4538,SUP,KATY,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
4540,SUP,Fowlerville,MI,90,,29,,CLEAN EARTH,877-406-5295,,,
4543,SUP,PARKER,AZ,180,,,6,CLEAN EARTH,877-406-5295,,,
4553,SUP,KANSAS CITY,MO,180,11,,,CLEAN EARTH,877-406-5295,,,
4554,SUP,AUSTIN,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4557,SUP,LAS VEGAS,NV,90,,15,,CLEAN EARTH,877-406-5295,,,
4569,SUP,BOTTINEAU,ND,No Rx,,,,CLEAN EARTH,877-406-5295,,,
4577,NHM,Ruston,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
4585,NHM,Owasso,OK,90,,,13,CLEAN EARTH,877-406-5295,,,
4589,NHM,Clarksville,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
4590,SUP,LEES SUMMIT,MO,90,,8,,CLEAN EARTH,877-406-5295,,,
4591,NHM,Clarksville,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
4603,NHM,TUCSON,AZ,90,,,13,CLEAN EARTH,877-406-5295,,,
4605,NHM,TYLER,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4607,NHM,Lexington,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
4609,SUP,Cincinnati,OH,60,4,,6,CLEAN EARTH,877-406-5295,,,
4611,SUP,SHAWNEE,KS,90,,15,,CLEAN EARTH,877-406-5295,,,
4615,SUP,Glenpool,OK,90,,29,,CLEAN EARTH,877-406-5295,,,
4618,WNM,LEAGUE CITY,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4625,WNM,GARDEN CITY,KS,90,,,13,CLEAN EARTH,877-406-5295,,,
4626,WNM,JUNCTION CITY,KS,90,,,6,CLEAN EARTH,877-406-5295,,,
4627,SUP,DENTON,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
4631,SUP,HAMMOND,IN,90,,29,,CLEAN EARTH,877-406-5295,,,
4635,SUP,Clinton,TN,90,,8,,CLEAN EARTH,877-406-5295,,,
4637,SUP,Broken Arrow,OK,180,18,,,CLEAN EARTH,877-406-5295,,,
4641,SUP,HUNTLEY,IL,180,,,13,CLEAN EARTH,877-406-5295,,,
4655,NHM,Broken Arrow,OK,90,,,20,CLEAN EARTH,877-406-5295,,,
4659,NHM,Baton Rouge,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
4660,SUP,Clinton Township,MI,90,,29,,CLEAN EARTH,877-406-5295,,,
4674,WNM,NACOGDOCHES,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4678,SUP,HURRICANE,UT,90,,,13,CLEAN EARTH,877-406-5295,,,
4679,SUP,Denham Springs,LA,180,18,,,CLEAN EARTH,877-406-5295,,,
4683,SUP,Baton Rouge,LA,90,4,,,CLEAN EARTH,877-406-5295,,,
4689,SUP,CEDAR HILLS,UT,180,,,6,CLEAN EARTH,877-406-5295,,,
4692,NHM,East Ridge,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
4695,SUP,GODFREY,IL,90,,8,,CLEAN EARTH,877-406-5295,,,
4696,SUP,HEBER CITY,UT,90,,,20,CLEAN EARTH,877-406-5295,,,
4699,SUP,STREATOR,IL,90,4,,,CLEAN EARTH,877-406-5295,,,
4700,WNM,PLEASANT GROVE,UT,90,,,20,CLEAN EARTH,877-406-5295,,,
4702,SAM,FRIENDSWOOD,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4706,WNM,MAGNA,UT,90,,,20,CLEAN EARTH,877-406-5295,,,
4707,SAM,OVERLAND PARK,KS,90,,,6,CLEAN EARTH,877-406-5295,,,
4712,SAM,HOUSTON(MEM),TX,90,,,20,CLEAN EARTH,877-406-5295,,,
4713,SAM,SHENANDOAH,TX,180,11,,,CLEAN EARTH,877-406-5295,,,
4718,SAM,SOUTH JORDAN,UT,90,,,13,CLEAN EARTH,877-406-5295,,,
4720,SAM,AUSTIN,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4721,SAM,HOUSTON,TX,180,11,,,CLEAN EARTH,877-406-5295,,,
4728,SAM,Nicholasville,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
4730,SAM,WEST JORDAN,UT,180,,,13,CLEAN EARTH,877-406-5295,,,
4731,SAM,Oklahoma City (Warr Acres),OK,90,,,6,CLEAN EARTH,877-406-5295,,,
4732,SAM,GLENDALE,AZ,90,,,20,CLEAN EARTH,877-406-5295,,,
4741,SAM,SAINT LOUIS,MO,90,,,6,CLEAN EARTH,877-406-5295,,,
4742,SAM,FORT WORTH,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4743,SAM,PLANO,TX,90,,15,,CLEAN EARTH,877-406-5295,,,
4750,SAM,Cuyahoga Falls,OH,90,,,20,CLEAN EARTH,877-406-5295,,,
4755,SAM,HONOLULU,HI,90,,1,,CLEAN EARTH,877-406-5295,,,
4761,SAM,Norman,OK,90,,,6,CLEAN EARTH,877-406-5295,,,
4763,SAM,SUGAR LAND,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4764,SAM,KATY,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
4768,SAM,RENO,NV,90,,,13,CLEAN EARTH,877-406-5295,,,
4769,SAM,HOUSTON(WESTPARK),TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4775,SAM,Metairie,LA,90,,,20,CLEAN EARTH,877-406-5295,,,
4778,SAM,Auburn Hills,MI,90,,,13,CLEAN EARTH,877-406-5295,,,
4781,SAM,Lansing,MI,90,,,20,CLEAN EARTH,877-406-5295,,,
4783,SAM,GARLAND,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4786,SAM,LOGAN,UT,180,,,6,CLEAN EARTH,877-406-5295,,,
4791,SAM,GARDEN CITY,KS,180,,,6,CLEAN EARTH,877-406-5295,,,
4795,SAM,GRAPEVINE,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4805,SAM,BILLINGS,MT,90,,,6,CLEAN EARTH,877-406-5295,,,
4815,SAM,NORMAL,IL,90,,,6,CLEAN EARTH,877-406-5295,,,
4829,SAM,GILBERT,AZ,90,,,6,CLEAN EARTH,877-406-5295,,,
4830,SAM,AVONDALE,AZ,180,,,6,CLEAN EARTH,877-406-5295,,,
4837,SAM,Denham Springs,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
4839,SAM,Tulsa,OK,90,,,13,CLEAN EARTH,877-406-5295,,,
4843,SAM,PEARLAND,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4846,SAM,Mentor,OH,90,,,6,CLEAN EARTH,877-406-5295,,,
4850,SAM,MCALLEN,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4851,SAM,CLARKSVILLE,IN,90,,,13,CLEAN EARTH,877-406-5295,,,
4860,SAM,Beckley,WV,90,,,20,CLEAN EARTH,877-406-5295,,,
4865,SUP,SIOUX FALLS,SD,90,11,,,CLEAN EARTH,877-406-5295,,,
4870,SAM,KANSAS CITY,KS,90,,,6,CLEAN EARTH,877-406-5295,,,
4874,SAM,Covington,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
4875,SAM,WENTZVILLE,MO,90,,,13,CLEAN EARTH,877-406-5295,,,
4876,SAM,Bowling Green,KY,90,,,20,CLEAN EARTH,877-406-5295,,,
4878,SAM,GLEN CARBON,IL,180,4,,,CLEAN EARTH,877-406-5295,,,
4905,SAM,DENTON,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4906,SAM,MCKINNEY,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
4908,SAM,Owensboro,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
4911,SAM,MANSFIELD,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
4914,SAM,SAN ANTONIO,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
4915,SAM,BULLHEAD CITY,AZ,90,,,6,CLEAN EARTH,877-406-5295,,,
4920,SAM,SAINT JOSEPH,MO,90,,,13,CLEAN EARTH,877-406-5295,,,
4926,SAM,COLUMBUS,IN,90,,,13,CLEAN EARTH,877-406-5295,,,
4930,SAM,Cookeville,TN,90,,,6,CLEAN EARTH,877-406-5295,,,
4933,SAM,BISMARCK,ND,No Rx,,,,CLEAN EARTH,877-406-5295,,,
4936,SAM,Granville,WV,90,,,6,CLEAN EARTH,877-406-5295,,,
4939,SAM,SAN ANTONIO,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
4942,SAM,ELGIN,IL,90,,,13,CLEAN EARTH,877-406-5295,,,
4944,SAM,Grand Blanc,MI,90,,,20,CLEAN EARTH,877-406-5295,,,
4947,SAM,Zanesville,OH,90,,,13,CLEAN EARTH,877-406-5295,,,
4948,SAM,SAN ANGELO,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
4955,SAM,SURPRISE,AZ,90,,15,,CLEAN EARTH,877-406-5295,,,
4958,SAM,SAN MARCOS,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
4962,SAM,Sandusky,OH,90,,,13,CLEAN EARTH,877-406-5295,,,
4963,SAM,Chillicothe,OH,90,,,13,CLEAN EARTH,877-406-5295,,,
4974,SAM,N. LAS VEGAS,NV,90,,,13,CLEAN EARTH,877-406-5295,,,
4982,SAM,Mt. Pleasant,MI,90,,,13,CLEAN EARTH,877-406-5295,,,
4983,SAM,LAS VEGAS,NV,90,,,20,CLEAN EARTH,877-406-5295,,,
4985,SAM,SPRINGFIELD,MO,180,4,,,CLEAN EARTH,877-406-5295,,,
4992,SAM,Elizabethtown,KY,90,,,13,CLEAN EARTH,877-406-5295,,,
4999,SAM,QUINCY,IL,90,,,20,CLEAN EARTH,877-406-5295,,,
5021,NHM,DALLAS,TX,180,25,,,CLEAN EARTH,877-406-5295,,,
5022,SUP,New Orleans,LA,90,,15,,CLEAN EARTH,877-406-5295,,,
5025,SUP,FORT WAYNE,IN,90,,22,,CLEAN EARTH,877-406-5295,,,
5028,SUP,TOLEDO (C),OH,60,,8,,CLEAN EARTH,877-406-5295,,,
5029,SUP,Oregon,OH,60,25,,20,CLEAN EARTH,877-406-5295,,,
5030,SUP,TOLEDO (NW),OH,60,,8,,CLEAN EARTH,877-406-5295,,,
5031,SUP,TUCSON,AZ,90,,8,,CLEAN EARTH,877-406-5295,,,
5043,NHM,Memphis,TN,90,,,6,CLEAN EARTH,877-406-5295,,,
5044,SUP,GALENA,IL,90,,,20,CLEAN EARTH,877-406-5295,,,
5045,SUP,TOMBALL,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
5048,SUP,NEW HUDSON,MI,180,,,6,CLEAN EARTH,877-406-5295,,,
5056,SUP,Prairieville,LA,180,4,,,CLEAN EARTH,877-406-5295,,,
5057,SUP,Murfreesboro,TN,90,,29,,CLEAN EARTH,877-406-5295,,,
5058,SUP,Nashville,TN,90,,29,,CLEAN EARTH,877-406-5295,,,
5059,WNM,Hopkinsville,KY,90,,,6,CLEAN EARTH,877-406-5295,,,
5060,SUP,ALGONQUIN,IL,180,,,13,CLEAN EARTH,877-406-5295,,,
5064,SUP,Kalamazoo,MI,90,,22,,CLEAN EARTH,877-406-5295,,,
5065,SUP,Kalamazoo,MI,90,,22,,CLEAN EARTH,877-406-5295,,,
5066,WMT,Avon,OH,60,25,,20,CLEAN EARTH,877-406-5295,,,
5070,SUP,LAS VEGAS,NV,90,,22,,CLEAN EARTH,877-406-5295,,,
5071,SUP,Lawton,OK,90,25,,,CLEAN EARTH,877-406-5295,,,
5080,SUP,HURST,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
5081,NHM,Meraux,LA,90,,,20,CLEAN EARTH,877-406-5295,,,
5082,WMT,Parma,OH,60,11,,13,CLEAN EARTH,877-406-5295,,,
5088,SUP,Triadelphia,WV,90,,,13,CLEAN EARTH,877-406-5295,,,
5091,SUP,CYPRESS,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
5092,SUP,LEWISVILLE,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
5093,NHM,Tulsa,OK,90,,,13,CLEAN EARTH,877-406-5295,,,
5094,NHM,HOUSTON,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
5097,SUP,Saginaw,MI,90,,15,,CLEAN EARTH,877-406-5295,,,
5101,SUP,PAHRUMP,NV,90,,22,,CLEAN EARTH,877-406-5295,,,
5102,NHM,Gretna,LA,90,,,20,CLEAN EARTH,877-406-5295,,,
5104,SUP,MORAINE,OH,60,,15,,CLEAN EARTH,877-406-5295,,,
5107,NHM,Madison,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
5108,NHM,EL PASO,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
5109,NHM,SALT LAKE CITY,UT,90,,,13,CLEAN EARTH,877-406-5295,,,
5110,NHM,DRAPER,UT,90,,,20,CLEAN EARTH,877-406-5295,,,
5116,SUP,LA PORTE,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
5119,NHM,Nashville,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
5122,NHM,Memphis,TN,90,,,6,CLEAN EARTH,877-406-5295,,,
5124,SUP,GLENDALE,AZ,90,,8,,CLEAN EARTH,877-406-5295,,,
5125,NHM,Opelousas,LA,90,,,13,CLEAN EARTH,877-406-5295,,,
5135,NHM,Radcliff,KY,90,,,13,CLEAN EARTH,877-406-5295,,,
5143,NHM,Chattanooga,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
5144,SUP,CONVERSE,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
5145,SUP,SAN ANTONIO,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
5146,SUP,SAN ANTONIO,TX,90,4,,,CLEAN EARTH,877-406-5295,,,
5147,SUP,DALLAS,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
5148,NHM,Murfreesboro,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
5149,NHM,Blue Springs (Duncan),MO,90,,,13,CLEAN EARTH,877-406-5295,,,
5150,SUP,MAPLEWOOD,MO,180,4,,,CLEAN EARTH,877-406-5295,,,
5157,SUP,MORTON,IL,180,,,13,CLEAN EARTH,877-406-5295,,,
5159,SUP,West Branch,MI,180,,,13,CLEAN EARTH,877-406-5295,,,
5160,SUP,JACKSON (W),MI,90,,22,,CLEAN EARTH,877-406-5295,,,
5165,SUP,ALAMO,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
5167,SUP,PAYSON,UT,180,,,13,CLEAN EARTH,877-406-5295,,,
5168,SUP,RICHFIELD,UT,180,,,6,CLEAN EARTH,877-406-5295,,,
5175,SUP,Algood,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
5182,NHM,Murfreesboro,TN,90,,,13,CLEAN EARTH,877-406-5295,,,
5183,NHM,JEFFERSONTOWN,KY,180,11,,,CLEAN EARTH,877-406-5295,,,
5184,SUP,Canal Winchester,OH,60,18,,6,CLEAN EARTH,877-406-5295,,,
5185,SUP,COLUMBUS (WSW),OH,60,,22,,CLEAN EARTH,877-406-5295,,,
5186,SUP,GILBERT,AZ,180,,,6,CLEAN EARTH,877-406-5295,,,
5188,NHM,Hixson,TN,90,,,20,CLEAN EARTH,877-406-5295,,,
5189,SUP,PHOENIX,AZ,90,,8,,CLEAN EARTH,877-406-5295,,,
5190,SUP,PHOENIX,AZ,90,,22,,CLEAN EARTH,877-406-5295,,,
5191,SUP,FORNEY,TX,180,4,,,CLEAN EARTH,877-406-5295,,,
5196,SUP,Memphis,TN,90,,8,,CLEAN EARTH,877-406-5295,,,
5199,SUP,ANTIOCH,IL,90,18,,,CLEAN EARTH,877-406-5295,,,
5203,SUP,London,OH,60,25,,13,CLEAN EARTH,877-406-5295,,,
5204,NHM,Bossier City,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
5205,NHM,LAYTON,UT,90,,,6,CLEAN EARTH,877-406-5295,,,
5206,NHM,SOUTH OGDEN,UT,90,,,6,CLEAN EARTH,877-406-5295,,,
5207,NHM,OVERLAND PARK,KS,90,,,6,CLEAN EARTH,877-406-5295,,,
5210,SUP,WYLIE,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
5211,SUP,MCKINNEY,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
5216,SUP,AMARILLO,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
5219,SUP,LAWRENCE,KS,60,4,,6,CLEAN EARTH,877-406-5295,,,
5224,WNM,SAN ANTONIO,TX,90,,,13,CLEAN EARTH,877-406-5295,,,
5226,WNM,SAN ANTONIO,TX,90,,,20,CLEAN EARTH,877-406-5295,,,
5233,SUP,SALT LAKE CITY,UT,90,,,13,CLEAN EARTH,877-406-5295,,,
5234,SUP,CLINTON,UT,90,,,20,CLEAN EARTH,877-406-5295,,,
5235,SUP,SANDY,UT,90,,,20,CLEAN EARTH,877-406-5295,,,
5236,SUP,BOWLING GREEN,KY,90,,22,,CLEAN EARTH,877-406-5295,,,
5245,SUP,SAN ANTONIO,TX,90,25,,,CLEAN EARTH,877-406-5295,,,
5246,SUP,WHARTON,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
5247,SUP,ROANOKE,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
5251,SUP,Chattanooga,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
5257,NHM,MESA,AZ,90,,,6,CLEAN EARTH,877-406-5295,,,
5258,NHM,LAS VEGAS,NV,90,,,13,CLEAN EARTH,877-406-5295,,,
5259,NHM,LAS VEGAS,NV,90,,,13,CLEAN EARTH,877-406-5295,,,
5261,SUP,PINEVILLE,MO,180,,,6,CLEAN EARTH,877-406-5295,,,
5263,SUP,Cleveland,TN,90,,15,,CLEAN EARTH,877-406-5295,,,
5269,NHM,LAS VEGAS,NV,90,,,20,CLEAN EARTH,877-406-5295,,,
5270,SUP,LINDON,UT,180,,,13,CLEAN EARTH,877-406-5295,,,
5274,WMT,PEARL CITY,HI,90,25,,,CLEAN EARTH,877-406-5295,,,
5276,WMT,PALATINE,IL,90,18,,,CLEAN EARTH,877-406-5295,,,
5280,SUP,Portage,MI,90,,22,,CLEAN EARTH,877-406-5295,,,
5285,SUP,CANTON (NE),OH,60,4,,6,CLEAN EARTH,877-406-5295,,,
5286,NHM,The Village,OK,90,,,20,CLEAN EARTH,877-406-5295,,,
5287,SUP,SPRING,TX,90,11,,,CLEAN EARTH,877-406-5295,,,
5288,SUP,SEAGOVILLE,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
5290,NHM,SAN ANTONIO,TX,90,,,6,CLEAN EARTH,877-406-5295,,,
5296,SUP,Barboursville,WV,90,,22,,CLEAN EARTH,877-406-5295,,,
5297,NHM,St. Matthews,KY,90,,,13,CLEAN EARTH,877-406-5295,,,
5303,SUP,PRESCOTT,AZ,90,,22,,CLEAN EARTH,877-406-5295,,,
5304,NHM,MESA,AZ,90,,,6,CLEAN EARTH,877-406-5295,,,
5306,NHM,NORTH LAS VEGAS,NV,90,,,20,CLEAN EARTH,877-406-5295,,,
5307,SUP,GARDNER,KS,90,,29,,CLEAN EARTH,877-406-5295,,,
5308,NHM,SHAWNEE,KS,90,,,13,CLEAN EARTH,877-406-5295,,,
5309,SUP,Oberlin,OH,60,25,,13,CLEAN EARTH,877-406-5295,,,
5310,NHM,PRAIRIEVILLE,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
5311,SUP,MCKINNEY (NW),TX,90,,29,,CLEAN EARTH,877-406-5295,,,
5312,SUP,FORT WORTH,TX,180,,,13,CLEAN EARTH,877-406-5295,,,
5313,SUP,LAKE SAINT LOUIS,MO,180,18,,,CLEAN EARTH,877-406-5295,,,
5314,NHM,Oklahoma City (44),OK,90,,,20,CLEAN EARTH,877-406-5295,,,
5316,SUP,SAGINAW,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
5317,SUP,AUSTIN,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
5319,SUP,MacArthur,WV,90,,29,,CLEAN EARTH,877-406-5295,,,
5323,NHM,Oklahoma City,OK,90,,,13,CLEAN EARTH,877-406-5295,,,
5327,NHM,Baton Rouge,LA,90,,,6,CLEAN EARTH,877-406-5295,,,
5328,NHM,Baton Rouge,LA,180,4,,,CLEAN EARTH,877-406-5295,,,
5329,SUP,ANTHEM,AZ,90,,22,,CLEAN EARTH,877-406-5295,,,
5330,SUP,PHOENIX,AZ,90,,8,,CLEAN EARTH,877-406-5295,,,
5331,SUP,PHOENIX,AZ,90,,8,,CLEAN EARTH,877-406-5295,,,
5332,NHM,MESA,AZ,90,,,20,CLEAN EARTH,877-406-5295,,,
5336,NHM,Jenks,OK,90,,,20,CLEAN EARTH,877-406-5295,,,
5342,SUP,YUMA,AZ,90,,22,,CLEAN EARTH,877-406-5295,,,
5349,NHM,MESA,AZ,90,,,6,CLEAN EARTH,877-406-5295,,,
5350,SUP,SALT LAKE CITY,UT,90,,,6,CLEAN EARTH,877-406-5295,,,
5352,WMT,BATAVIA,IL,90,,8,,CLEAN EARTH,877-406-5295,,,
5353,WNM,SPRING,TX ,90,,,13,CLEAN EARTH,877-406-5295,,,
5355,SUP,Kenton,OH,60,25,,13,CLEAN EARTH,877-406-5295,,,
5359,SUP,AZLE,TX,180,4,,,CLEAN EARTH,877-406-5295,,,
5364,WNM,Stillwater,OK,90,,,6,CLEAN EARTH,877-406-5295,,,
5368,SUP,SALEM,OR,90,,15,,CLEAN EARTH,877-406-5295,,,
5369,SUP,GOODYEAR,AZ,90,,29,,CLEAN EARTH,877-406-5295,,,
5372,NHM,EVANSVILLE,IN,90,,,13,CLEAN EARTH,877-406-5295,,,
5374,SUP,Eaton,OH,60,,15,,CLEAN EARTH,877-406-5295,,,
5376,SUP,Tawas City,MI,90,,,6,CLEAN EARTH,877-406-5295,,,
5385,SUP,Defiance,OH,60,4,,6,CLEAN EARTH,877-406-5295,,,
5386,SUP,Grand Haven,MI,180,,,6,CLEAN EARTH,877-406-5295,,,
5387,SUP,Middlefield,OH,60,11,,13,CLEAN EARTH,877-406-5295,,,
5388,SUP,LEAGUE CITY,TX,90,,29,,CLEAN EARTH,877-406-5295,,,
5389,SUP,WACO,TX,90,,22,,CLEAN EARTH,877-406-5295,,,
5396,SUP,ALBANY,OR,90,,22,,CLEAN EARTH,877-406-5295,,,
5398,SUP,ROCKFORD,IL,90,18,,,CLEAN EARTH,877-406-5295,,,
5399,SUP,DIXON,IL,180,18,,,CLEAN EARTH,877-406-5295,,,
5402,SUP,CHICAGO,IL,90,25,,,CLEAN EARTH,877-406-5295,,,
5403,SUP,URBANA,IL,180,18,,,CLEAN EARTH,877-406-5295,,,
5408,NHM,INDIANAPOLIS,IN,90,,,13,CLEAN EARTH,877-406-5295,,,
5409,SUP,CLAYTON,OH,60,,15,,CLEAN EARTH,877-406-5295,,,
5410,SUP,CANTON (C),OH,60,,8,,CLEAN EARTH,877-406-5295,,,
5411,SUP,Ionia,MI,180,,,13,CLEAN EARTH,877-406-5295,,,
5416,SUP,ARLINGTON,TX,180,,,6,CLEAN EARTH,877-406-5295,,,
5417,SUP,Louisville,KY,90,,15,,CLEAN EARTH,877-406-5295,,,
5418,SUP,LOUISVILLE,KY,90,,15,,CLEAN EARTH,877-406-5295,,,
5421,WNM,ST PETERS ,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
5423,NHM,LAS VEGAS,NV,90,,,6,CLEAN EARTH,877-406-5295,,,
5424,SUP,EAGLE POINT,OR,90,,29,,CLEAN EARTH,877-406-5295,,,
5427,WNM,ST PETERS ,MO,90,,,20,CLEAN EARTH,877-406-5295,,,
5428,SUP,MESA,AZ,180,,,6,CLEAN EARTH,877-406-5295,,,
5429,SUP,SURPRISE,AZ,90,,8,,CLEAN EARTH,877-406-5295,,,
5440,WMT,HAPPY VALLEY,OR,90,,22,,CLEAN EARTH,877-406-5295,,,
5441,SUP,TOPEKA,KS,180,4,,,CLEAN EARTH,877-406-5295,,,
5442,SUP,ADDISON,IL,90,,8,,CLEAN EARTH,877-406-5295,,,
5443,SUP,INDIANAPOLIS,IN,90,,15,,CLEAN EARTH,877-406-5295,,,
5444,SUP,Ironwood,MI,90,,,6,CLEAN EARTH,877-406-5295,,,
5449,WMT,MISSOURI CITY,TX,90,,8,,CLEAN EARTH,877-406-5295,,,
