Store Number,Invoice Number,Date of Invoice, Total Amount ,Out of Scope,Area of Machine,Memo,Comments
3433,INV168084-01255A,2/21/2025, 523.63 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/23/2024 11:36
3449,INV168084-01255A,2/21/2025, 94.63 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 15:15
345,INV168084-01255A,2/21/2025, 523.63 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 13:08
3473,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 6:49
3478,INV168084-01255A,2/21/2025, 444.13 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/29/2024 10:31
3493,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/8/2024 17:15
3508,INV168084-01255A,2/21/2025, 920.51 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/28/2024 19:33
351,INV168084-01255A,2/21/2025, 460.06 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/29/2024 13:51
351,INV168084-01255A,2/21/2025, 884.08 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/23/2024 15:29
3528,INV168084-01255A,2/21/2025, 321.00 ,FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/31/2024 7:00
361,INV168084-01255A,2/21/2025, 653.50 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/30/2024 19:13
3631,INV168084-01255A,2/21/2025, 402.90 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 14:27
3635,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/1/2025 11:47
365,INV168084-01255A,2/21/2025, 943.78 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/29/2024 23:29
3716,INV168084-01255A,2/21/2025, 473.88 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/28/2024 12:50
3728,INV168084-01255A,2/21/2025, 499.11 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 14:55
374,INV168084-01255A,2/21/2025, 300.00 ,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/31/2024 12:12
3741,INV168084-01255A,2/21/2025, 905.87 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/21/2024 14:28
3794,INV168084-01255A,2/21/2025, 330.60 ,IMPROPER HANDLING - OTHER,BNR,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/27/2024 10:16
3801,INV168084-01255A,2/21/2025, 328.20 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/26/2024 16:40
383,INV168084-01255A,2/21/2025, 460.06 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/29/2024 16:06
3889,INV168084-01255A,2/21/2025, 321.75 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/31/2024 13:14
392,INV168084-01255A,2/21/2025, 826.55 ,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 15:25
399,INV168084-01255A,2/21/2025," 1,104.92 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/30/2024 12:17
4048,INV168084-01255A,2/21/2025, 926.14 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/29/2024 9:33
405,INV168084-01255A,2/21/2025, 469.63 ,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/22/2024 17:41
4176,INV168084-01255A,2/21/2025, 300.00 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/26/2024 8:33
4188,INV168084-01255A,2/21/2025," 1,297.91 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/24/2024 8:12
4238,INV168084-01255A,2/21/2025, 534.43 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/19/2024 16:49
4250,INV168084-01255A,2/21/2025, 321.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/2/2025 14:53
4440,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/29/2024 17:50
4469,INV168084-01255A,2/21/2025," 2,016.19 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 9:44
461,INV168084-01255A,2/21/2025, 558.16 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/30/2024 9:58
4618,INV168084-01255A,2/21/2025, 324.75 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/31/2024 15:07
4657,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/12/2024 8:20
4659,INV168084-01255A,2/21/2025, 331.50 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/9/2024 8:25
4667,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 15:30
505,INV168084-01255A,2/21/2025, 632.22 ,IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 15:57
5062,INV168084-01255A,2/21/2025, 300.00 ,CUSTOMER FAILED TO CANCEL CALL,BCR,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/30/2024 8:02
5079,INV168084-01255A,2/21/2025, 321.00 ,FOREIGN OBJECT - OTHER,BCR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,1/1/2025 8:24
508,INV168084-01255A,2/21/2025," 2,583.23 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/14/2024 23:22
5094,INV168084-01255A,2/21/2025, 460.06 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/29/2024 6:42
5113,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/19/2024 14:01
5126,INV168084-01255A,2/21/2025," 2,818.02 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 19:35
5139,INV168084-01255A,2/21/2025," 1,860.91 ",IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/20/2024 5:44
5154,INV168084-01255A,2/21/2025, 425.00 ,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/11/2024 21:42
5156,INV168084-01255A,2/21/2025, 657.33 ,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 20:14
5214,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - COIN SORTER,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/5/2024 6:20
5218,INV168084-01255A,2/21/2025, 425.00 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/31/2024 17:16
523,INV168084-01255A,2/21/2025," 1,091.16 ",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/30/2024 10:05
524,INV168084-01255A,2/21/2025, 402.90 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 18:39
5247,INV168084-01255A,2/21/2025," 1,091.16 ",SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/1/2025 10:39
5262,INV168084-01255A,2/21/2025, 727.44 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/26/2024 16:11
5274,INV168084-01255A,2/21/2025," 2,718.02 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 8:50
5274,INV168084-01255A,2/21/2025, 313.50 ,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/26/2024 10:08
5327,INV168084-01255A,2/21/2025, 505.70 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/18/2024 15:15
5346,INV168084-01255A,2/21/2025, 320.25 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 16:33
5347,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/24/2024 12:49
5371,INV168084-01255A,2/21/2025, 784.46 ,IMPROPER HANDLING - HOPPERS,BCR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/30/2024 11:53
5390,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/1/2025 10:53
540,INV168084-01255A,2/21/2025, 926.14 ,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/29/2024 10:28
541,INV168084-01255A,2/21/2025, 446.25 ,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 14:04
5424,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - CASSETTES,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/27/2024 7:56
5435,INV168084-01255A,2/21/2025, 660.83 ,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/28/2024 19:57
5435,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/21/2024 13:35
5453,INV168084-01255A,2/21/2025, 425.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/1/2025 14:07
5455,INV168084-01255A,2/21/2025," 1,662.92 ",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 9:23
5487,INV168084-01255A,2/21/2025," 2,739.04 ",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 10:41
5624,INV168084-01255A,2/21/2025, 819.50 ,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/17/2024 17:32
5632,INV168084-01255A,2/21/2025, 403.28 ,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 7:40
5653,INV168084-01255A,2/21/2025, 300.00 ,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/24/2024 11:26
5692,INV168084-01255A,2/21/2025, 444.96 ,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/19/2024 13:01
5713,INV168084-01255A,2/21/2025, 460.06 ,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/29/2024 12:42
5717,INV168084-01255A,2/21/2025, 324.75 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/30/2024 13:27
5737,INV168084-01255A,2/21/2025, 329.25 ,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/18/2024 11:34
5764,INV168084-01255A,2/21/2025, 324.75 ,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/31/2024 11:37
5786,INV168084-01255A,2/21/2025, 300.00 ,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/30/2024 15:42
