Market,Region,Store #,Cat #,Cat Desc,Current Footage,New Footage,Footage Change,Comments
82,6,2133,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
82,6,2133,233,Tablets,,,4 feet,Moved tablets to the table
82,6,2991,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
82,6,2991,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
82,6,2991,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
82,6,2991,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
82,6,2991,233,Tablets,,,4 feet,Moved tablets to the table
82,6,4130,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
82,6,4130,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
82,6,4163,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
82,6,4163,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
82,6,4163,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
82,6,4219,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
82,6,4219,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
82,6,4219,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
82,6,4219,233,Tablets,,,4 feet,Moved tablets to the table
82,6,4554,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
82,6,4554,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
82,6,5317,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
82,6,5317,217,Refurbished Hardware,,,8 feet,Repurposed tablet – fixtures/footage
82,6,5317,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
82,6,5317,233,Tablets,,,8 feet,Moved tablets to the table
83,6,77,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
83,6,77,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
83,6,475,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
83,6,475,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
83,6,1185,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
83,6,1185,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
83,6,1185,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
83,6,1185,233,Tablets,,,4 feet,Moved tablets to the table
83,6,3169,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
83,6,3169,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
83,6,3170,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
83,6,3569,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
83,6,3569,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
83,6,3569,233,Tablets,,,4 feet,Moved tablets to the table
83,6,3569,267,Tonies,,,4 feet,Repurposed tablet – footage
83,6,3569,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
83,6,5479,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
83,6,5479,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
83,6,5479,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
83,6,5479,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
83,6,5479,233,Tablets,,,4 feet,Moved tablets to the table
83,6,5480,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
83,6,5480,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
83,6,5480,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
84,6,330,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
84,6,330,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
84,6,330,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
84,6,437,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
84,6,437,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
84,6,437,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
84,6,503,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
84,6,1098,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
84,6,1098,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
84,6,4194,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
84,6,4194,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
85,6,321,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
85,6,321,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
85,6,322,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
85,6,322,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
85,6,322,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
85,6,322,233,Tablets,,,4 feet,Moved tablets to the table
85,6,846,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
85,6,846,221,Chromebook,8 feet,4 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
85,6,1042,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
85,6,1042,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
85,6,1150,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
85,6,1150,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
85,6,1150,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
85,6,1150,233,Tablets,,,4 feet,Moved tablets to the table
86,7,999,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
86,7,999,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
86,7,999,221,Chromebook,12 feet,0 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
86,7,1235,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
86,7,1235,221,Chromebook,12 feet,8 feet,-4 feet,Reduced Chromebook footage and moved to laptops category
86,7,2239,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
86,7,2239,104,Samsung Ecosystem,,,4 feet,Repurposed tablet – fixtures/footage
86,7,2239,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
86,7,2239,233,Tablets,,,4 feet,Moved tablets to the table
86,7,2599,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
86,7,2599,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
86,7,2599,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
86,7,2599,233,Tablets,,,4 feet,Moved tablets to the table
86,7,3106,100,Laptops,16 feet,24 feet,8 feet,Increasing laptop footage
86,7,3888,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
86,7,3888,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
86,7,3888,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
86,7,3888,233,Tablets,,,4 feet,Moved tablets to the table
87,6,292,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
87,6,292,100,Laptops,24 feet,48,24 feet,Increasing laptop footage
87,6,292,221,Chromebook,12 feet,4 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
87,6,404,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
87,6,404,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
87,6,404,233,Tablets,,,4 feet,Moved tablets to the table
87,6,404,267,Tonies,,,4 feet,Repurposed tablet – footage
87,6,404,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
87,6,765,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
87,6,765,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
87,6,765,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
87,6,765,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
87,6,765,233,Tablets,,,4 feet,Moved tablets to the table
87,6,865,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
87,6,865,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
87,6,865,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
87,6,865,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
87,6,865,233,Tablets,,,4 feet,Moved tablets to the table
87,6,1347,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
87,6,1347,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
87,6,1347,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
87,6,1347,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
87,6,1347,233,Tablets,,,4 feet,Moved tablets to the table
87,6,3391,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
87,6,3391,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
87,6,3391,126,PC Components,,,8 feet,Repurposed tablet – fixtures/footage
87,6,3391,221,Chromebook,24 feet,8 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
87,6,3391,233,Tablets,,,8 feet,Moved tablets to the table
87,6,4115,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
87,6,4115,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
87,6,4115,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
87,6,4115,233,Tablets,,,4 feet,Moved tablets to the table
88,7,447,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
88,7,447,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
88,7,447,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
88,7,447,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
88,7,447,233,Tablets,,,4 feet,Moved tablets to the table
88,7,461,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
88,7,461,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
88,7,461,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
88,7,461,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
88,7,461,233,Tablets,,,4 feet,Moved tablets to the table
88,7,554,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
88,7,554,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
88,7,554,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
88,7,554,233,Tablets,,,4 feet,Moved tablets to the table
88,7,782,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
88,7,782,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
88,7,782,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
88,7,782,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
88,7,782,233,Tablets,,,4 feet,Moved tablets to the table
88,7,3518,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
88,7,3518,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
88,7,3518,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
88,7,3518,233,Tablets,,,4 feet,Moved tablets to the table
89,3,110,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
89,3,110,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
89,3,110,221,Chromebook,16 feet,4 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
89,3,705,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
89,3,705,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
89,3,705,233,Tablets,,,4 feet,Moved tablets to the table
89,3,705,267,Tonies,,,4 feet,Repurposed tablet – footage
89,3,705,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
89,3,800,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
89,3,800,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
89,3,800,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
89,3,800,221,Chromebook,20 feet,4 feet,-16 feet,Reduced Chromebook footage and moved to laptops category
89,3,800,233,Tablets,,,4 feet,Moved tablets to the table
89,3,942,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
89,3,942,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
89,3,942,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
89,3,942,233,Tablets,,,4 feet,Moved tablets to the table
89,3,959,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
89,3,2695,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
89,3,2695,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
89,3,2695,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
89,3,2695,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
89,3,2695,233,Tablets,,,4 feet,Moved tablets to the table
89,3,2843,100,Laptops,24 feet,36,12 feet,Increasing laptop footage
89,3,4262,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
89,3,4262,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
89,3,4262,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
89,3,4262,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
89,3,4262,233,Tablets,,,4 feet,Moved tablets to the table
89,3,5299,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
89,3,5299,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
89,3,5299,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
90,9,817,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
90,9,817,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
90,9,817,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
90,9,908,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
90,9,908,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
90,9,908,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
90,9,1086,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
90,9,1086,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
90,9,1086,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
90,9,1086,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
90,9,1086,233,Tablets,,,4 feet,Moved tablets to the table
90,9,1220,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
90,9,1220,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
90,9,1220,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
90,9,2881,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
90,9,2881,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
90,9,2881,233,Tablets,,,4 feet,Moved tablets to the table
90,9,2881,267,Tonies,,,4 feet,Repurposed tablet – footage
90,9,2881,600,Camera Bar,,,4 feet,Repurposed tablet – fixture
90,9,4332,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
90,9,4332,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
90,9,4332,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
90,9,4332,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
90,9,4332,233,Tablets,,,4 feet,Moved tablets to the table
90,9,4365,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
90,9,4365,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
90,9,5214,100,Laptops,24 feet,40,16 feet,Increasing laptop footage
90,9,5214,221,Chromebook,16 feet,8 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
90,9,5250,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
90,9,5250,217,Refurbished Hardware,,,4 feet,Repurposed tablet – fixtures/footage
90,9,5250,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
90,9,5250,233,Tablets,,,4 feet,Moved tablets to the table
90,9,5420,100,Gaming Laptops,,,12 feet,Moved gaming laptops to table
90,9,5420,100,Laptops,32 feet,56,24 feet,Increasing laptop footage
90,9,5420,221,Chromebook,24 feet,12 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
91,9,890,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
91,9,890,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
91,9,890,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
91,9,890,233,Tablets,,,4 feet,Moved tablets to the table
91,9,943,100,Gaming Laptops,,,8 feet,Moved gaming laptops to table
91,9,943,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
91,9,943,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
91,9,943,221,Chromebook,20 feet,8 feet,-12 feet,Reduced Chromebook footage and moved to laptops category
91,9,943,233,Tablets,,,4 feet,Moved tablets to the table
91,9,955,100,Laptops,32 feet,48,16 feet,Increasing laptop footage
91,9,955,126,PC Components,,,4 feet,Repurposed tablet – fixtures/footage
91,9,955,221,Chromebook,20 feet,12 feet,-8 feet,Reduced Chromebook footage and moved to laptops category
