Store Info,FY24 Assemblers ,Supplier Status ,Tabletop/Quick Assembly  ,Charcoal / Griddles / Smokers ,Gas / Wood / Pellet,Duel Fuel ,Level 1 Grill Repair ,Level 2 Grill Repair ,Level 3 Grill Repair 
656,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
656,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
656,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
657,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
657,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
657,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
658,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
658,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
658,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
659,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
659,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
659,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
660,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
660,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
660,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
661,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
661,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
661,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
662,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
662,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
662,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
663,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
663,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
663,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
664,ALL STAR ASSEMBLY LLC,Secondary,13.25,22.25,28.25,46.99,5.25,7.5,10.5
664,TROC,Preferred,20.16,35.86,37.16,55.42,19.56,35.86,58.68
664,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
665,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
665,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
665,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
666,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
666,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
666,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
667,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
667,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
667,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
668,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
668,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
668,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
669,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
669,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
669,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
670,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
670,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
670,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
671,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
671,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
671,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
672,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
672,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
672,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
673,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
673,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
673,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
674,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
674,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
674,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
675,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
675,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
675,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
676,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
676,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
676,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
677,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
677,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
677,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
678,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
678,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
678,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
680,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
680,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
680,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
681,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
681,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
681,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
682,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
682,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
682,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
683,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
683,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
683,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
684,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
684,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
684,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
685,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
685,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
685,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
686,Coretech,Secondary,10,24,28,35,5,10,15
686,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
686,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
687,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
687,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
687,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
688,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
688,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
688,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
689,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
689,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
689,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
690,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
690,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
690,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
691,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
691,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
691,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
692,Coretech,Secondary,10,24,28,35,5,10,15
692,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
692,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
693,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
693,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
693,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
694,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
694,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
694,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
695,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
695,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
695,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
696,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
696,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
696,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
697,Zeb's Assembly LLC,Secondary,9.87,24.87,29.87,34.87,2.87,3.87,4.87
697,TROC,Preferred,18.98,33.77,35,52.19,18.42,33.77,55.26
697,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
698,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
698,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
698,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
699,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
699,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
699,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
700,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
700,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
700,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
701,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
701,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
701,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
702,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
702,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
702,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
703,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
703,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
703,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
705,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
705,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
705,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
706,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
706,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
706,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
707,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
707,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
707,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
708,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
708,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
708,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
709,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
709,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
709,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
710,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
710,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
710,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
711,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
711,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
711,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
712,Coretech,Secondary,10,24,28,35,5,10,15
712,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
712,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
713,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
713,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
713,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
714,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
714,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
714,"National Assemblers, Inc.",Secondary,17.81,28.76,40.25,49.09,13.04,17.22,26.09
715,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
715,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
715,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
716,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
716,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
716,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
718,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
718,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
718,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
719,Coretech,Secondary,10,24,28,35,5,10,15
719,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
719,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
720,Coretech,Secondary,10,24,28,35,5,10,15
720,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
720,"National Assemblers, Inc.",Preferred,17.03,27.51,38.5,46.97,12.47,16.47,24.95
721,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
721,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
721,"National Assemblers, Inc.",Preferred,14.71,23.75,33.25,40.56,10.77,14.22,21.56
722,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
722,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
722,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
723,TROC,Preferred,20.59,36.63,37.96,56.61,19.98,36.63,59.94
723,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
723,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
724,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
724,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
724,"National Assemblers, Inc.",Preferred,18.58,30.01,42,51.23,13.61,17.97,27.22
725,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
725,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
725,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
726,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
726,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
726,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
727,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
727,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
727,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
728,Coretech,Secondary,10,24,28,35,5,10,15
728,M&C Assembly,Preferred,16.5,37.95,46.2,49.5,9.9,19.8,23.1
728,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
729,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
729,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
729,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
730,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
730,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
730,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
731,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
731,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
731,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
733,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
733,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
733,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
734,TROC,Preferred,20.59,36.63,37.96,56.61,19.98,36.63,59.94
734,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
734,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
735,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
735,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
735,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
736,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
736,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
736,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
737,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
737,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
737,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
738,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,8.5,26,38,50,3,6,10
738,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
738,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
739,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
739,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
739,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
740,TROC,Preferred,20.59,36.63,37.96,56.61,19.98,36.63,59.94
740,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
740,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
741,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
741,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
741,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
742,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
742,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
742,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
743,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
743,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
743,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
744,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
744,Economy Care Services,Secondary,16.52,22.21,26.09,32.45,9.44,14,16.31
744,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
745,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
745,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
745,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
746,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
746,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
746,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
747,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
747,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
747,"National Assemblers, Inc.",Preferred,19.35,31.26,43.75,53.37,14.18,18.71,28.35
748,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
748,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
748,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
749,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
749,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
749,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
750,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
750,Tec Assembly Inc,Secondary,10,30,35,40,1,5,10
750,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
751,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
751,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
751,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
752,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
752,INSTALLER PRO,Secondary,15.4,24.5,24.5,42.5,10,15,20
752,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
753,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
753,Tec Assembly Inc,Secondary,10,30,35,40,1,5,10
753,"National Assemblers, Inc.",Preferred,18.12,29.26,40.95,49.95,13.27,17.52,26.54
754,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
754,"Backpedal Co, LLC",Secondary,11,21,28,37,8,10,16
754,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
755,TROC,Preferred,18.74,33.33,34.54,51.51,18.18,33.33,54.54
755,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
755,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
756,Turf Masters Property Management LLC,Secondary,10,35,40,45,10,15,15
756,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
756,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
757,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
757,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
757,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
758,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
758,ADVANCED RETAIL SYSTEMS LLC,Secondary,18.5,30,45,65,8,10,12
758,"Backpedal Co, LLC",Preferred,11,21,28,37,8,10,16
759,PRO SERV ASSEMBLY SERVICE INC,Preferred,16,20,25,30,5,10,20
759,Obscure Rides,Secondary,11,20.5,20.5,20.5,6.53,8.71,10.88
759,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
760,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
760,M&C Assembly,Secondary,16.5,37.95,46.2,49.5,9.9,19.8,23.1
760,"National Assemblers, Inc.",Preferred,17.81,28.76,40.25,49.09,13.04,17.22,26.09
761,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
761,Economy Care Services,Preferred,16.52,22.21,26.09,32.45,9.44,14,16.31
761,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
762,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
762,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
762,"National Assemblers, Inc.",Secondary,15.48,25.01,35,42.69,11.34,14.97,22.69
764,TROC,Secondary,18.74,33.33,34.54,51.51,18.18,33.33,54.54
764,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
764,"National Assemblers, Inc.",Secondary,17.03,27.51,38.5,46.97,12.47,16.47,24.95
765,"Backpedal Co, LLC",Secondary,11,21,28,37,8,10,16
765,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
765,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
766,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Secondary,8.5,26,38,50,3,6,10
766,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
766,"National Assemblers, Inc.",Secondary,18.12,29.26,40.95,49.95,13.27,17.52,26.54
767,Zeb's Assembly LLC,Secondary,9.87,24.87,29.87,34.87,2.87,3.87,4.87
767,M&C Assembly,Preferred,11,25.3,30.8,33,6.6,13.2,15.4
767,"National Assemblers, Inc.",Secondary,14.71,23.75,33.25,40.56,10.77,14.22,21.56
768,M&C Assembly,Secondary,11,25.3,30.8,33,6.6,13.2,15.4
768,INSTALLER PRO,Secondary,15.4,24.5,24.5,42.5,10,15,20
768,"National Assemblers, Inc.",Preferred,15.48,25.01,35,42.69,11.34,14.97,22.69
