Last Published By,Last Published Date,Last Modified Date,Last Modified By,Published Status,Name,Parent Path,Page Link,Author Link
swbell,8/21/2020,8/21/2020,swbell,Active,1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub/1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub/1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan.pdf"">Author Link</a>"
swbell,10/5/2020,10/5/2020,swbell,Active,1.7_FY21-Sam's-Club-Facility-Management-Pay-Plan.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub/1.7_FY21-Sam's-Club-Facility-Management-Pay-Plan.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub/1.7_FY21-Sam's-Club-Facility-Management-Pay-Plan.pdf"">Author Link</a>"
swbell,9/3/2020,9/3/2020,swbell,Active,1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan 9.3.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub/1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan%209.3.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/samsclub/1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan 9.3.pdf"">Author Link</a>"
swbell,7/22/2020,7/20/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.14_plan30_FY21_Sam's_Club-Facility_Management_Incentive-Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/7/2020,8/7/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.2_FY21-Walmart-Market-Region-and-Division-Support-Incentive-Plan_080420A.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/Samshare%20Pre_Post%20Correction%20Processing.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/15/2020,7/15/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.54-FY21-Medicare-Insurance-Sales-Incentive-Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/20/2020,7/20/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.8_plan3_FY21_Walmart_Pharmacy_Facility_Management_Incentive_Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/Logistics%20Pre_Post%20Correction%20Processing.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/16/2020,7/16/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/Compensation%20Contact%20List.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/Optical%20Q2%20Incentive%20Payout%20FAQs.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/22/2020,7/10/2020,i0i001i,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.5_FY21-Walmart-Sam's-Club-Facility-Pharmacist-Pay-Plan_070820B.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/16/2020,7/16/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.2_FY20-Field-Non-Exempt-Associate-Pay-Plan%2071620.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/Supply%20Chain%20Q2%20Incentive%20Payout%20FAQs.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,12/1/2020,12/1/2020,swbell,Active,1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan_121.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan_121.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.8_FY21-Sam's-Club-Facility-Non-Exempt-Associate-Pay-Plan_121.pdf"">Author Link</a>"
swbell,7/21/2020,7/21/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.7_FY21-Sam's-Club-Facility-Management-Pay-Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,11/2/2020,11/2/2020,swbell,Active,1.16-FY21-Field-Hourly-Supply-Chain-Pay-Plan_11220.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.16-FY21-Field-Hourly-Supply-Chain-Pay-Plan_11220.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.16-FY21-Field-Hourly-Supply-Chain-Pay-Plan_11220.pdf"">Author Link</a>"
swbell,8/5/2020,5/18/2020,a3gueva,Active,FY21_PR_Field_Non-Exempt_Pay_Plan.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY21_PR_Field_Non-Exempt_Pay_Plan.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY21_PR_Field_Non-Exempt_Pay_Plan.pdf"">Author Link</a>"
swbell,7/20/2020,7/20/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.26_plan38_FY21_Walmart_Supply_Chain_Management_Incentive_Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/12/2020,8/12/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.5_FY21-Walmart-Sam's-Club-Facility-Pharmacist-Pay-Plan_8.6.20.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,12/16/2020,12/16/2020,swbell,Active,1.1_FY21-Walmart-Facility-Management-Pay-Plan-12.9.20.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.1_FY21-Walmart-Facility-Management-Pay-Plan-12.9.20.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.1_FY21-Walmart-Facility-Management-Pay-Plan-12.9.20.pdf"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/MyShare%20Pre_Post%20Correction%20Processing.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/6/2020,8/6/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.38_103_FY21_Walmart_PR_Pharmacy_Facility_Management_Incentive_Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,10/19/2020,10/19/2020,swbell,Active,1.3_FY21-Facility-Optical-and-Vision-Center-Pay-Plan.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.3_FY21-Facility-Optical-and-Vision-Center-Pay-Plan.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.3_FY21-Facility-Optical-and-Vision-Center-Pay-Plan.pdf"">Author Link</a>"
swbell,7/16/2020,7/16/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/Compensation%20Contact%20List"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/3/2020,8/3/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.2_22.23.24_FY21-Walmart-Market-Region-and-Division-Support-Incentive-Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/Sams%20Supply%20Chain%20Q2%20Incentive%20Payout%20FAQs.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,10/2/2020,10/2/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY21_PR_Field_Management_Pay_Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/19/2020,8/19/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY20-Walmart-Facility-Management-Pay-Plan%208.19.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
i0i001i,7/10/2020,7/10/2020,i0i001i,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.3_FY21-Facility-Optical-Vision-Center-Pay-Plan_070820C.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/22/2020,7/22/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.36_FY21_Walmart_PR-Facility-Management_Incentive-Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/16/2020,7/16/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.1_FY21-Walmart-US-Facility-Management-Incentive-Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,10/1/2020,10/1/2020,swbell,Active,1.2_FY21-Walmart-Facility-Non-Exempt-Associate-Pay-Plan-092420.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.2_FY21-Walmart-Facility-Non-Exempt-Associate-Pay-Plan-092420.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.2_FY21-Walmart-Facility-Non-Exempt-Associate-Pay-Plan-092420.pdf"">Author Link</a>"
swbell,9/2/2020,8/26/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/academy-premium-pay-letter-of-acknowledgement/Academy-Premium-Pay-Letter-of-Acknowledgement.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/20/2020,7/20/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.20_plans36_37_39_FY21_Sams_Club_Region_Market_HW_Incentive_Plan_UPDATED.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/20/2020,7/20/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.37_plan122_FY21_Walmart_PR-Field-Support_Incentive-Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,11/19/2020,11/19/2020,swbell,Active,FY20-Walmart-Facility-Management-Pay-Plan 11.19.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY20-Walmart-Facility-Management-Pay-Plan%2011.19.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY20-Walmart-Facility-Management-Pay-Plan 11.19.pdf"">Author Link</a>"
swbell,9/23/2020,9/23/2020,swbell,Active,1.5_FY21-Walmart-Sam's-Club-Pharmacist-Pay-Plan-9.23.20.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.5_FY21-Walmart-Sam's-Club-Pharmacist-Pay-Plan-9.23.20.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.5_FY21-Walmart-Sam's-Club-Pharmacist-Pay-Plan-9.23.20.pdf"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/SamShare%20Q2%20Incentive%20Payout%20FAQs.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,8/18/2020,8/18/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/2.27_FY21_WM_Supply_Chain_Hourly_Incentive_Plan.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
swbell,7/22/2020,5/18/2020,a3gueva,Active,FY21-PR-Pharmacy-Facility-Management-Pay-Plan.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY21-PR-Pharmacy-Facility-Management-Pay-Plan.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/FY21-PR-Pharmacy-Facility-Management-Pay-Plan.pdf"">Author Link</a>"
swbell,10/13/2020,10/13/2020,swbell,Active,1.18_FY21-OTR-Driver-Pay-Plan.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.18_FY21-OTR-Driver-Pay-Plan.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/pay-plans/walmart/1.18_FY21-OTR-Driver-Pay-Plan.pdf"">Author Link</a>"
swbell,10/22/2020,10/22/2020,swbell,Active,2.46_FY21-WM_Media-Group-Sales-Incentive-Plan 7.7.20.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/home_office_incentives,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/home_office_incentives/2.46_FY21-WM_Media-Group-Sales-Incentive-Plan%207.7.20.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/home_office_incentives/2.46_FY21-WM_Media-Group-Sales-Incentive-Plan 7.7.20.pdf"">Author Link</a>"
swbell,10/22/2020,10/22/2020,swbell,Active,2.48_FY21_Sam's-Club-WM-Media-Group-Sales-Incentive-Plan_10.21.pdf,/content/dam/us-wire-wm1/documents/me@/money/compensation/home_office_incentives,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/home_office_incentives/2.48_FY21_Sam's-Club-WM-Media-Group-Sales-Incentive-Plan_10.21.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/money/compensation/home_office_incentives/2.48_FY21_Sam's-Club-WM-Media-Group-Sales-Incentive-Plan_10.21.pdf"">Author Link</a>"
swbell,9/14/2020,9/14/2020,swbell,Active,Never Published,Never Published,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/money/compensation/myshare/2.3%20FY21-MyShare-Quarterly-Incentive-Plan%209.14.pdf"">Page Link</a>","<a href=""Never Published/Never Published"">Author Link</a>"
vn50ask,12/30/2020,12/30/2020,vn50ask,Active,AssociateBenefitsBook-2020.pdf,/content/dam/us-wire-wm1/documents/me@/pdfs,"<a href=""https://one.walmart.com/content/dam/us-wire-wm1/documents/me@/pdfs/AssociateBenefitsBook-2020.pdf"">Page Link</a>","<a href=""/content/dam/us-wire-wm1/documents/me@/pdfs/AssociateBenefitsBook-2020.pdf"">Author Link</a>"
