Store Info,FY24 Assemblers ,Supplier Status ,Furniture <$150 ,Furniture $150-$350,Furniture $350-$500,Furniture >$500
810,TROC,Secondary,24.24,33.33,42.42,57.57
810,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
811,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
811,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
811,"National Assemblers, Inc.",Preferred,19.38,29.31,31.57,42.84
812,TROC,Preferred,24.24,33.33,42.42,57.57
812,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
812,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
813,"Backpedal Co, LLC",Preferred,28,30,40,60
813,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
813,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
814,TROC,Secondary,24.24,33.33,42.42,57.57
814,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
814,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
815,TROC,Preferred,24.24,33.33,42.42,57.57
815,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
816,TROC,Secondary,24.24,33.33,42.42,57.57
816,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
816,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
817,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
817,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
817,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
818,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
818,"American Assembly, Inc",Preferred,25,40,60,60
818,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
819,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
819,TROC,Secondary,24.24,33.33,42.42,57.57
819,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
820,TROC,Preferred,24.24,33.33,42.42,57.57
820,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
821,TROC,Secondary,24.24,33.33,42.42,57.57
821,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
821,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
822,TROC,Preferred,24.24,33.33,42.42,57.57
822,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
822,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
823,Economy Care Services,Secondary,22.98,28.01,37.5,56
823,TROC,Secondary,24.24,33.33,42.42,57.57
823,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
824,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
824,TROC,Secondary,24.24,33.33,42.42,57.57
824,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
825,TROC,Preferred,24.24,33.33,42.42,57.57
825,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
825,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
826,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
826,TROC,Secondary,24.24,33.33,42.42,57.57
826,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
827,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
827,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
827,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
828,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
828,TROC,Secondary,24.24,33.33,42.42,57.57
828,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
829,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
829,TROC,Secondary,24.24,33.33,42.42,57.57
829,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
830,"ULTIMATE ASSEMBLY, LLC",Secondary,25,32.5,43.5,55
830,TROC,Secondary,24.24,33.33,42.42,57.57
830,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
831,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
831,TROC,Secondary,24.24,33.33,42.42,57.57
831,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
833,TROC,Secondary,28.55,39.25,49.96,67.8
833,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
834,ALL STAR ASSEMBLY LLC,Preferred,20.5,27.5,37.5,47.99
834,TROC,Secondary,24.24,33.33,42.42,57.57
834,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
835,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
835,TROC,Secondary,24.24,33.33,42.42,57.57
835,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
836,Coretech,Secondary,25,35,45,70
836,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
836,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
837,Economy Care Services,Secondary,22.98,28.01,37.5,48
837,TROC,Secondary,24.24,33.33,42.42,57.57
837,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
838,Economy Care Services,Secondary,22.98,28.01,37.5,56
838,TROC,Secondary,24.24,33.33,42.42,57.57
838,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
839,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
839,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
839,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
841,TROC,Secondary,24.42,33.58,42.74,58
841,Tec Assembly Inc,Secondary,25,30,40,50
841,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
842,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
842,TROC,Secondary,24.24,33.33,42.42,57.57
842,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
843,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
843,TROC,Secondary,24.24,33.33,42.42,57.57
843,ADVANCED RETAIL SYSTEMS LLC,Preferred,35,45,65,85
844,TROC,Secondary,26.51,36.46,46.4,62.97
844,Tec Assembly Inc,Secondary,25,30,40,50
844,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
845,Economy Care Services,Secondary,22.98,28.01,37.5,48
845,TROC,Secondary,24.24,33.33,42.42,57.57
845,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
846,"Backpedal Co, LLC",Preferred,28,30,40,60
846,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
846,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
847,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
847,TROC,Secondary,24.95,34.31,43.67,59.26
847,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
848,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
848,TROC,Secondary,24.24,33.33,42.42,57.57
848,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
849,TROC,Secondary,24.24,33.33,42.42,57.57
849,Economy Care Services,Secondary,22.98,28.01,37.5,56
849,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
850,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
850,TROC,Secondary,24.24,33.33,42.42,57.57
850,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
851,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
851,TROC,Secondary,24.24,33.33,42.42,57.57
851,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
852,TROC,Secondary,24.24,33.33,42.42,57.57
852,Tec Assembly Inc,Secondary,25,30,40,50
852,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
853,TROC,Secondary,24.24,33.33,42.42,57.57
853,"American Assembly, Inc",Preferred,25,40,60,60
853,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
854,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
854,ALLIED ASSEMBLY INC,Secondary,17.45,28.3,56.52,79
854,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
855,"Backpedal Co, LLC",Preferred,28,30,40,60
855,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
855,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
856,"Backpedal Co, LLC",Preferred,28,30,40,60
856,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
856,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
857,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
857,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
857,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
858,Zeb's Assembly LLC,Preferred,14.17,24.17,34.17,44.17
858,TROC,Secondary,24.24,33.33,42.42,57.57
858,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
859,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
859,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
859,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
860,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
860,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
860,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
861,TROC,Secondary,24.24,33.33,42.42,57.57
861,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
861,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
862,Coretech,Secondary,25,35,45,70
862,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
862,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
863,TROC,Secondary,24.24,33.33,42.42,57.57
863,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
863,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
864,Coretech,Secondary,25,35,45,70
864,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
864,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
865,"Backpedal Co, LLC",Secondary,28,30,40,60
865,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
865,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
866,TROC,Secondary,24.24,33.33,42.42,57.57
866,"American Assembly, Inc",Preferred,25,40,60,60
866,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
867,"NW Service Enterprises, Inc",Preferred,16,37.25,63.85,71.3
867,TROC,Secondary,24.24,33.33,42.42,57.57
867,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
868,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
868,TROC,Secondary,24.24,33.33,42.42,57.57
868,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
869,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
869,TROC,Secondary,24.24,33.33,42.42,57.57
869,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
870,ALL STAR ASSEMBLY LLC,Preferred,20.5,27.5,37.5,47.99
870,TROC,Secondary,24.24,33.33,42.42,57.57
870,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
871,Economy Care Services,Secondary,22.98,28.01,37.5,48
871,TROC,Secondary,24.24,33.33,42.42,57.57
871,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
872,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
872,INSTALLER PRO,Secondary,25,32,45,60
872,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
873,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
873,TROC,Secondary,24.24,33.33,42.42,57.57
873,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
874,TROC,Secondary,24.24,33.33,42.42,57.57
874,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
874,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
875,TROC,Secondary,24.24,33.33,42.42,57.57
875,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
875,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
876,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
876,Economy Care Services,Preferred,22.98,28.01,37.5,48
876,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
877,TROC,Secondary,24.24,33.33,42.42,57.57
877,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
877,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
878,TROC,Secondary,24.24,33.33,42.42,57.57
878,"Backpedal Co, LLC",Preferred,28,30,40,60
878,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
879,"PRECISION RETAIL ASSEMBLY SERVICE, LLC",Preferred,26,36,46,60
879,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
879,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
880,TROC,Secondary,24.24,33.33,42.42,57.57
880,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
880,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
881,TROC,Preferred,24.24,33.33,42.42,57.57
881,"Backpedal Co, LLC",Secondary,28,30,40,60
881,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
882,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
882,TROC,Secondary,24.45,33.62,42.79,58.08
882,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
884,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
884,Economy Care Services,Secondary,22.98,28.01,37.5,56
884,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
885,"NW Service Enterprises, Inc",Preferred,16,37.25,50.55,71.3
885,TROC,Secondary,24.24,33.33,42.42,57.57
885,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
886,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
886,TROC,Secondary,24.7,33.96,43.23,58.66
886,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
887,TROC,Secondary,24.24,33.33,42.42,57.57
887,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
887,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
888,Economy Care Services,Secondary,22.98,28.01,37.5,48
888,TROC,Secondary,24.24,33.33,42.42,57.57
888,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
889,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
889,TROC,Secondary,24.24,33.33,42.42,57.57
889,ADVANCED RETAIL SYSTEMS LLC,Preferred,35,45,65,85
890,FAST ASSEMBLY SOLUTIONS LLC,Secondary,35,45,55,65
890,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
890,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
891,"ULTIMATE ASSEMBLY, LLC",Secondary,25,32.5,43.5,55
891,TROC,Secondary,24.24,33.33,42.42,57.57
891,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
892,TROC,Secondary,24.24,33.33,42.42,57.57
892,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
892,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
893,Economy Care Services,Preferred,22.98,28.01,37.5,56
893,TROC,Secondary,24.24,33.33,42.42,57.57
893,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
894,Economy Care Services,Secondary,22.98,28.01,37.5,56
894,TROC,Secondary,24.24,33.33,42.42,57.57
894,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
895,TROC,Preferred,24.24,33.33,42.42,57.57
895,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
896,TROC,Secondary,24.24,33.33,42.42,57.57
896,Economy Services ,Secondary,65,160,400,48
896,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
897,TROC,Secondary,24.24,33.33,42.42,57.57
897,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
897,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
898,TROC,Secondary,24.99,34.37,43.74,59.36
898,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
898,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
899,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
899,TROC,Secondary,24.24,33.33,42.42,57.57
899,ADVANCED RETAIL SYSTEMS LLC,Preferred,35,45,65,85
900,TROC,Preferred,24.24,33.33,42.42,57.57
900,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
900,"National Assemblers, Inc.",Secondary,23.88,36.12,38.9,52.79
901,TROC,Secondary,24.24,33.33,42.42,57.57
901,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
901,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
902,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
902,TROC,Secondary,24.24,33.33,42.42,57.57
902,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
903,TROC,Secondary,24.24,33.33,42.42,57.57
903,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
903,"National Assemblers, Inc.",Secondary,23.47,35.5,38.23,51.88
904,TROC,Secondary,24.24,33.33,42.42,57.57
904,"American Assembly, Inc",Preferred,25,40,60,60
904,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
905,"NW Service Enterprises, Inc",Secondary,16,37.25,50.55,71.3
905,TROC,Secondary,24.32,33.44,42.56,57.76
905,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
906,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
906,TROC,Secondary,24.24,33.33,42.42,57.57
906,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
907,TROC,Secondary,24.24,33.33,42.42,57.57
907,ADVANCED RETAIL SYSTEMS LLC,Secondary,35,45,65,85
907,"Backpedal Co, LLC",Preferred,28,30,40,60
908,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
908,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
908,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
909,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
909,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
909,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
910,SOUND ASSEMBLY SERVICES,Preferred,15,35,55,85
910,TROC,Secondary,24.24,33.33,42.42,57.57
910,"National Assemblers, Inc.",Secondary,24.49,37.05,39.89,54.14
911,TROC,Secondary,24.24,33.33,42.42,57.57
911,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
911,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
912,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
912,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
912,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
913,SOUND ASSEMBLY SERVICES,Secondary,15,35,55,85
913,TROC,Secondary,24.24,33.33,42.42,57.57
913,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
914,TROC,Secondary,24.24,33.33,42.42,57.57
914,Economy Care Services,Preferred,22.98,28.01,37.5,56
914,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
915,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
915,INSTALLER PRO,Secondary,25,32,45,60
915,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
916,TROC,Secondary,24.24,33.33,42.42,57.57
916,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
916,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
917,"Backpedal Co, LLC",Preferred,28,30,40,60
917,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
917,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
918,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
918,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
918,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
919,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
919,"American Assembly, Inc",Preferred,25,40,60,60
919,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
921,TROC,Secondary,24.24,33.33,42.42,57.57
921,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
922,TROC,Secondary,24.24,33.33,42.42,57.57
922,M&C Assembly,Secondary,41.25,57.75,74.25,107.25
922,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
923,ALL STAR ASSEMBLY LLC,Preferred,19.5,26.5,36.5,46.99
923,Economy Care Services,Secondary,22.98,28.01,37.5,56
923,"National Assemblers, Inc.",Secondary,25.52,38.59,41.56,56.4
924,"NW Service Enterprises, Inc",Secondary,16,37.25,63.85,71.3
924,TROC,Secondary,24.24,33.33,42.42,57.57
924,"National Assemblers, Inc.",Preferred,23.88,36.12,38.9,52.79
925,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
925,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
925,TROC,Secondary,24.24,33.33,42.42,57.57
927,TROC,Secondary,24.24,33.33,42.42,57.57
927,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
927,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
928,Zeb's Assembly LLC,Secondary,14.17,24.17,34.17,44.17
928,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
928,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
929,TROC,Secondary,24.24,33.33,42.42,57.57
929,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
929,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
930,TROC,Secondary,24.24,33.33,42.42,57.57
930,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
930,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
931,PRO SERV ASSEMBLY SERVICE INC,Secondary,25,40,55,75
931,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
931,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
932,"Backpedal Co, LLC",Preferred,28,30,40,60
932,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
932,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
933,TROC,Secondary,24.24,33.33,42.42,57.57
933,Tec Assembly Inc,Secondary,25,30,40,50
933,"National Assemblers, Inc.",Preferred,24.49,37.05,39.89,54.14
934,TROC,Secondary,24.24,33.33,42.42,57.57
934,"American Assembly, Inc",Preferred,25,40,60,60
934,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
935,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
935,Economy Care Services,Secondary,35.11,37.19,50.98,70.12
935,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
936,TROC,Secondary,24.24,33.33,42.42,57.57
936,"National Assemblers, Inc.",Preferred,25.52,38.59,41.56,56.4
937,"Backpedal Co, LLC",Secondary,28,30,40,60
937,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
937,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
938,TROC,Secondary,24.24,33.33,42.42,57.57
938,M&C Assembly,Preferred,27.5,38.5,49.5,71.5
938,"National Assemblers, Inc.",Secondary,22.45,33.96,36.57,49.63
939,"Backpedal Co, LLC",Preferred,28,30,40,60
939,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
939,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
940,TROC,Secondary,24.24,33.33,42.42,57.57
940,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
940,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
941,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
941,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
941,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
942,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
942,PRO SERV ASSEMBLY SERVICE INC,Preferred,25,40,55,75
942,"National Assemblers, Inc.",Secondary,19.38,29.31,31.57,42.84
943,FAST ASSEMBLY SOLUTIONS LLC,Secondary,35,45,55,65
943,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
943,"National Assemblers, Inc.",Preferred,20.4,30.85,33.23,45.09
944,Obscure Rides,Secondary,16.5,19.5,23.5,26.5
944,"American Assembly, Inc",Preferred,25,40,60,60
944,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
945,TROC,Secondary,24.24,33.33,42.42,57.57
945,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
945,"National Assemblers, Inc.",Preferred,22.45,33.96,36.57,49.63
947,TROC,Secondary,24.24,33.33,42.42,57.57
947,M&C Assembly,Secondary,27.5,38.5,49.5,71.5
947,"National Assemblers, Inc.",Preferred,23.47,35.5,38.23,51.88
948,TROC,Secondary,24.24,33.33,42.42,57.57
948,Economy Care Services,Preferred,22.98,28.01,37.5,56
948,"National Assemblers, Inc.",Secondary,20.4,30.85,33.23,45.09
