Store Number,Serial Number,SIM Status,SIM Last Update,Acquisition Date,Manufacturer name,Model,Caliber,Firearm type,Notes,UPC
578,12S21007319,Display Available,3/6/2022 12:31:27 PM,2022-02-14T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
579,12A20-009074,Do Not Sell,1/28/2021 7:44:04 PM,2021-01-28T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
579,140892,Backroom Available,10/13/2018 10:55:24 AM,2007-02-02T12:00:00,AKKAR/CHIPPA,FIELD HUNTER,20 GA,SHOTGUN,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",092786731728
579,A96988,Backroom Available,10/18/2018 6:16:31 PM,2004-12-16T12:00:00,FAUSTI,FIELD HUNTER,12 GA,SHOTGUN,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",040589012803
580,12S21006470,Display Available,2/1/2022 8:34:48 PM,2022-01-31T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
583,69065559,Do Not Sell,7/17/2020 2:30:51 PM,2018-11-08T12:00:00,Ruger,AMERICAN,270 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",736676069026
586,204717T,Do Not Sell,4/9/2021 2:00:00 PM,2021-03-11T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356194947
586,3342019,Do Not Sell,4/9/2021 1:59:48 PM,2019-05-21T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,93R17,17 HMR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654968020
586,3342026,Do Not Sell,4/9/2021 1:59:27 PM,2019-05-21T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,93R17,17 HMR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654968020
586,H392178,Do Not Sell,10/13/2018 10:31:14 PM,2011-10-27T12:00:00,SAVAGE ARMS INC.,10,308 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356186782
586,RS24938Y,Do Not Sell,10/13/2018 10:29:55 PM,2016-02-19T12:00:00,REMINGTON ARMS COMPANY,870,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700255682
587,UM0013546,Do Not Sell,12/21/2020 4:50:25 PM,2019-01-21T12:00:00,Mossberg,835 ULTI-MAG,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813622356
588,G086120,Display Available,10/22/2020 7:44:20 PM,2006-09-18T12:00:00,SAVAGE ARMS INC.,10GY,243 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356010087
591,12S22000143,Backroom Available,6/20/2022 3:01:00 PM,2022-06-20T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
592,40202,Display Available,5/7/2022 5:04:01 PM,2022-03-21T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,62,22 LR,RIFLE,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",062654402029
592,D8036164,Display Available,12/4/2018 10:16:36 PM,2011-03-15T12:00:00,REMINGTON ARMS CO,750,30-06 SPRG,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",047700856865
592,G256528,Display Available,12/4/2018 10:19:40 PM,2004-09-22T12:00:00,SAVAGE ARMS,110,30-06 SPRG,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174697
595,690-65540,Display Available,7/1/2020 9:04:15 PM,2012-11-14T12:00:00,Ruger,AMERICAN,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",736676069026
595,H484969,Backroom Available,9/4/2021 1:28:23 PM,2012-05-03T12:00:00,SAVAGE ARMS INC./SAVAGE ARMS INC.,110,270 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174635
595,H502350,Backroom Available,10/5/2018 11:06:59 PM,2012-05-03T12:00:00,SAVAGE ARMS INC.,110,30-06,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174642
595,H516219,Display Available,8/3/2020 3:41:37 PM,2012-05-03T12:00:00,SAVAGE ARMS INC./SAVAGE ARMS INC.,10,243 WIN,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356174536
599,4067526,Do Not Sell,4/23/2022 11:03:06 PM,2022-03-31T12:00:00,SAVAGE ARMS (CANADA)/SAVAGE ARMS USA,MARK II,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654207204
601,12S21006485,Backroom Available,1/28/2022 6:17:46 PM,2022-01-28T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
604,20A22001004,Backroom Available,5/13/2022 2:42:14 PM,2022-05-13T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004836
604,21P4103406,Do Not Sell,5/4/2022 10:07:03 PM,2021-04-29T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
604,3807030,Do Not Sell,6/25/2021 6:03:00 PM,2021-06-23T12:00:00,SAVAGE ARMS (CANADA)/SAVAGE ARMS USA,MARK II,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654207204
616,20P4100310,Do Not Sell,10/11/2020 4:58:56 PM,2020-07-30T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
616,20P4100311,Do Not Sell,8/29/2020 7:48:31 PM,2020-07-31T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
616,20S21000208,On Form,6/10/2022 8:26:25 PM,2021-03-11T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
616,B053982M,Backroom Available,10/25/2018 11:33:26 PM,1999-07-13T12:00:00,REMINGTON ARMS COMPANY,870,20 GA,SHOTGUN,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",047700255613
616,MV0447273,Do Not Sell,7/19/2020 2:11:59 PM,2020-05-04T12:00:00,MAVERICK ARMS,88,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533322029
619,12A16-112549,Do Not Sell,10/13/2018 12:19:24 AM,2016-12-12T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
619,12A16-112553,Do Not Sell,10/13/2018 12:19:11 AM,2016-12-12T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
619,20A16-105037,Do Not Sell,2/9/2020 2:15:15 PM,2016-10-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
619,2783949,Do Not Sell,11/5/2018 9:06:16 PM,2018-11-03T18:35:56.040,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,93R17,17 HMR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654968020
619,MV0274117,Do Not Sell,10/13/2018 12:19:41 AM,2018-06-22T12:00:00,MAVERICK ARMS,88,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",049533310057
619,V0653648,Do Not Sell,1/4/2019 7:50:26 PM,2017-12-23T12:00:00,Mossberg,500,410 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501040
620,V1182321,Do Not Sell,8/9/2020 4:51:26 PM,2020-07-14T12:00:00,MOSSBERG,500,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813541329
624,20S20003396,Display Available,6/2/2022 6:16:11 PM,2021-01-21T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
624,3918378,Do Not Sell,12/29/2021 9:37:37 PM,2021-11-23T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,93R17,17 HMR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654968020
625,21P4105313,Do Not Sell,12/8/2021 2:58:53 PM,2021-08-26T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
628,0004-88344,Do Not Sell,3/27/2020 10:12:04 PM,2018-10-25T12:00:00,RUGER,10/22,.22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",736676111008
628,12A16-112801,Do Not Sell,9/13/2019 2:26:49 PM,2018-10-24T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
628,12A16-114432,Do Not Sell,9/13/2019 2:26:40 PM,2018-10-24T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
628,12A16-118557,Do Not Sell,9/13/2019 2:25:44 PM,2018-10-24T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
628,20A16-108696,Do Not Sell,9/13/2019 2:26:32 PM,2018-10-24T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004836
628,22P41Q7819,Backroom Available,3/31/2022 3:41:51 PM,2022-03-31T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",713780986456
628,ET7977,Do Not Sell,9/13/2019 2:26:24 PM,2018-10-24T12:00:00,BRAZTECH INTERNATIONAL/TAURUS,CIRCUIT JUDGE,45 COLT (LC)/410 GAUGE,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",662205984624
628,K417015,Do Not Sell,9/13/2019 2:26:13 PM,2018-10-24T12:00:00,SAVAGE ARMS INC.,AXIS,308 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356226853
628,M71954369,Do Not Sell,9/13/2019 2:25:54 PM,2018-10-24T12:00:00,"REMINGTON ARMS COMPANY, INC.",770,270 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856322
628,M71971428,Do Not Sell,9/13/2019 2:25:34 PM,2018-10-24T12:00:00,"REMINGTON ARMS COMPANY, INC.",770,30-06 SPRG,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700856339
628,MR62846H,Do Not Sell,4/17/2019 5:07:18 PM,2018-10-24T12:00:00,THE MARLIN FIREARMS CO.,336W,30/30 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",026495015107
631,20P4101488,Do Not Sell,11/12/2020 4:22:12 PM,2020-10-03T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
631,V0988053,Do Not Sell,6/24/2020 7:53:50 PM,2019-05-03T12:00:00,Mossberg,500,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813541329
634,3587774,Do Not Sell,3/2/2022 8:07:06 PM,2020-10-15T12:00:00,SAVAGE ARMS (CANADA)/SAVAGE ARMS USA,MARK II,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654207204
634,N792515,Do Not Sell,10/31/2020 5:56:54 PM,2020-10-26T12:00:00,SAVAGE ARMS USA,AXIS,6.5 CREEDMOOR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356225153
635,G684837,Backroom Available,3/15/2019 6:47:42 PM,2009-09-29T12:00:00,SAVAGE ARMS INC.,11FYXP3,7MM-08,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356175496
637,12A21010091,Display Available,1/21/2022 5:09:10 PM,2021-12-23T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004805
637,20P4102966,Do Not Sell,1/17/2021 10:04:19 PM,2021-01-14T12:00:00,KRAL (TURKEY)/TRISTAR,COBRA II,410,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",713780986456
638,215195T,Do Not Sell,1/23/2022 7:01:47 PM,2021-12-23T12:00:00,"SUN CITY MACHINERY CO., LTD. (P.R.C.)/SAVAGE ARMS INC.",STEVENS MODEL 320,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356194947
639,B758464U,Backroom Available,4/19/2021 1:32:21 PM,1997-10-31T12:00:00,REMINGTON ARMS COMPANY,870,20 GA,SHOTGUN,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",047700255828
639,F401147,Display Available,2/3/2021 2:27:34 PM,1996-10-30T12:00:00,SAVAGE ARMS,16,223 REMINGTON,RIFLE,"This serial number has an acquisition date from over 10 years ago.  Please see the section ""Section G - Damaged Firearm"". Data updated 6/29/2022",011356016034
644,ATR035403,Do Not Sell,1/7/2020 6:55:25 PM,2018-10-24T12:00:00,MOSSBERG & SONS INC,ATR,30-06 SPRINGFIELD,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813271783
652,12A20-009546,Do Not Sell,3/19/2021 12:56:08 AM,2021-01-28T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SAS,12,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",851799004805
652,12P21002926,Backroom Available,3/3/2022 7:29:33 PM,2021-07-21T12:00:00,HATFIELD (TURKEY)/UTAS-USA,PAS,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004539
652,20S21007441,Backroom Available,3/9/2022 4:11:21 PM,2022-03-09T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
655,V1229672,Do Not Sell,12/2/2021 5:50:50 PM,2021-05-20T12:00:00,MOSSBERG,500,410 BORE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501040
657,410S22000474,Backroom Available,4/25/2022 8:02:55 PM,2022-04-25T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
660,21PA20V-0942,Do Not Sell,10/28/2021 8:42:39 PM,2021-10-25T12:00:00,MERAK/CHIAPPA FIREARMS USA,301,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",860007252129
660,CC40440G,Do Not Sell,11/20/2020 9:49:17 PM,2019-09-15T12:00:00,REMINGTON ARMS COMPANY,870,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",047700255682
662,12P21002769,Display Available,3/13/2022 9:44:30 PM,2021-07-22T12:00:00,HATFIELD (TURKEY)/UTAS-USA,PAS,12 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004539
663,410S21008778,Backroom Available,1/26/2022 8:08:47 PM,2022-01-26T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
663,410S21008779,Backroom Available,1/26/2022 8:11:00 PM,2022-01-26T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,410 BORE,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004904
667,V1118211,Do Not Sell,10/22/2020 4:17:01 PM,2020-03-17T12:00:00,MOSSBERG,500,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501200
668,3098458,Do Not Sell,4/2/2020 2:55:42 PM,2018-04-06T12:00:00,SAVAGE ARMS (CANADA) INC./SAVAGE ARMS INC.,64,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",062654700033
668,790586,Do Not Sell,4/2/2020 2:55:59 PM,2016-12-12T12:00:00,"KSA,LLC",CRICKETT,22 LR,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",611613002208
668,K857883,Do Not Sell,4/2/2020 2:56:11 PM,2018-11-29T12:00:00,SAVAGE ARMS INC.,AXIS,270 WIN,RIFLE,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",011356193070
670,12S22000438,Backroom Available,5/25/2022 5:04:42 PM,2022-05-25T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
670,12S22000490,Backroom Available,5/16/2022 5:13:30 PM,2022-05-16T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,12,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004928
672,V0332112,Do Not Sell,8/8/2020 3:56:01 PM,2016-02-25T12:00:00,Mossberg,500,20 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501361
672,V1222222,Do Not Sell,2/20/2021 1:00:33 AM,2021-02-18T12:00:00,MOSSBERG,500,410 BORE,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813501040
673,UM0016778,Do Not Sell,6/25/2020 6:01:43 PM,2019-03-07T12:00:00,Mossberg,835 ULTI-MAG,12 GA,SHOTGUN,"This serial number has a SIM status of ""Do Not Sell"".  See ""Section G - Damaged Firearm"" Data updated 6/29/2022",015813622356
674,2OS21007122,Display Available,4/24/2022 3:47:16 PM,2022-03-17T12:00:00,HATFIELD (TURKEY)/UTAS-USA,SGL,20 GA,SHOTGUN,"See ""Section B – Serial Number Errant Entry"" Data updated 6/29/2022",851799004911
