Store Nbr,Dept Subcategory Description,Week 34 Forecast,Week 35 Forecast,Week 36 Forecast,Week 37 Forecast,Week 38 Forecast,Week 39 Forecast,Week 40 Forecast,Week 41 Forecast,Week 42 Forecast,Week 43 Forecast,Week 44 Forecast,Week 45 Forecast,Week 46 Forecast,Week 47 Forecast,Week 48 Forecast,Week 49 Forecast,Week 50 Forecast,Week 51 Forecast,Week 52 Forecast,Week 01 Forecast
226,18IN BIKES,1,1,1,1,1,0,0,1,1,1,3,3,7,7,9,1,0,0,0,0
226,20IN BIKES,3,3,3,3,3,2,2,3,4,5,10,14,22,27,22,3,1,1,1,1
226,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
226,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1
227,12IN BIKES,1,1,1,1,1,1,1,2,2,3,4,3,6,7,5,1,0,0,0,1
227,16IN BIKES,1,1,1,1,1,1,1,1,2,3,4,5,6,6,10,1,0,0,0,1
227,18IN BIKES,1,1,1,1,1,1,1,0,0,0,1,1,4,5,6,1,0,0,0,0
227,20IN BIKES,3,3,3,3,3,3,3,4,4,5,7,8,14,16,15,4,2,2,2,2
227,BEACH CRUISERS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227,MOUNTAIN BIKES,2,2,2,2,2,2,1,1,1,2,2,2,3,3,4,1,1,1,1,1
227,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,12IN BIKES,4,4,4,3,3,3,3,6,7,9,9,16,18,21,28,5,2,2,2,2
228,16IN BIKES,4,4,4,4,4,3,4,6,6,10,14,20,24,27,29,6,2,2,2,2
228,18IN BIKES,4,4,4,4,4,3,3,4,5,6,10,15,20,25,26,5,2,2,2,2
228,20IN BIKES,11,10,11,10,9,9,9,10,11,14,24,33,62,64,54,12,6,6,6,6
228,BEACH CRUISERS,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,1
228,MOUNTAIN BIKES,6,6,6,5,4,4,4,4,4,4,6,9,12,11,12,4,3,2,2,3
228,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,12IN BIKES,1,1,1,1,1,1,1,1,1,1,2,3,5,8,5,0,0,0,0,0
229,16IN BIKES,1,1,1,1,1,1,1,1,1,2,3,5,8,6,6,1,0,0,0,0
229,18IN BIKES,1,1,1,1,1,1,1,1,1,2,1,3,7,2,7,2,1,0,0,1
229,20IN BIKES,2,1,1,1,2,1,1,2,3,5,6,11,12,18,20,1,1,1,1,1
229,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,MOUNTAIN BIKES,0,0,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0
231,12IN BIKES,3,3,3,2,2,2,2,4,4,6,6,12,13,16,19,3,2,1,1,2
231,16IN BIKES,3,3,4,3,3,3,3,4,4,5,11,15,18,23,24,3,2,2,2,2
231,18IN BIKES,4,3,4,3,3,3,3,3,4,5,7,10,19,18,24,4,2,2,2,2
231,20IN BIKES,7,7,8,7,6,6,6,8,8,10,16,26,30,32,28,6,3,3,3,4
231,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
231,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,3,4,5,8,5,2,2,1,1,2
231,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232,12IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,6,7,7,1,0,0,0,1
232,16IN BIKES,2,2,2,2,2,1,1,2,2,3,5,6,7,9,9,2,1,1,1,1
232,18IN BIKES,1,1,1,1,1,1,0,1,1,1,1,1,2,2,4,1,0,0,0,1
232,20IN BIKES,4,3,3,3,3,3,3,3,4,5,7,8,14,15,13,3,2,2,2,2
232,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232,MOUNTAIN BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
233,12IN BIKES,0,0,0,0,0,0,0,0,0,1,2,1,2,3,2,0,0,0,0,0
233,16IN BIKES,1,1,1,0,0,0,0,1,1,1,2,2,3,4,4,0,0,0,0,0
233,18IN BIKES,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
233,20IN BIKES,2,1,1,1,1,1,1,2,2,2,4,6,9,11,9,1,1,1,1,1
233,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
233,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
234,12IN BIKES,3,3,3,2,2,2,2,3,3,4,5,7,10,8,12,2,1,1,1,2
234,16IN BIKES,3,3,3,3,3,3,3,6,5,7,9,12,15,15,14,3,2,1,1,2
234,18IN BIKES,6,6,6,5,5,4,4,5,5,6,9,11,19,24,22,5,3,3,3,3
234,20IN BIKES,14,13,14,12,12,11,10,14,13,15,23,31,50,63,54,10,6,6,6,7
234,BEACH CRUISERS,1,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,0,0,0,0
234,MOUNTAIN BIKES,4,3,4,3,3,2,2,3,2,2,3,4,6,6,7,2,1,1,1,2
234,MULTI USE BIKES,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,0,0
236,12IN BIKES,2,1,2,1,2,1,2,3,4,3,6,9,10,10,9,1,1,1,1,1
236,16IN BIKES,1,1,1,1,1,1,1,2,2,3,5,8,13,10,20,2,1,1,1,1
236,18IN BIKES,0,0,0,0,0,0,0,1,1,1,2,3,6,7,8,1,0,0,0,0
236,20IN BIKES,2,2,2,2,2,2,2,3,3,4,8,12,20,22,18,3,1,1,1,1
236,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
236,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,4,5,4,1,0,0,0,0
237,12IN BIKES,2,1,1,1,1,1,1,2,3,2,7,5,9,10,8,1,0,0,0,1
237,16IN BIKES,3,3,3,2,2,2,2,3,3,5,7,8,10,15,14,2,1,1,1,1
237,18IN BIKES,2,2,2,2,2,2,2,2,2,3,5,5,8,12,9,2,1,1,1,1
237,20IN BIKES,6,6,6,5,5,4,4,6,6,6,11,15,20,22,21,4,3,2,2,3
237,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,1
237,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,2,3,3,3,1,1,1,1,1
238,12IN BIKES,2,2,2,2,2,2,2,3,4,5,7,9,13,12,17,2,1,1,1,1
238,16IN BIKES,3,3,3,3,3,3,3,5,5,5,8,13,14,27,17,3,2,1,1,2
238,18IN BIKES,1,1,1,1,1,1,1,1,1,2,4,6,12,10,11,1,0,0,0,0
238,20IN BIKES,4,3,4,4,3,3,3,5,5,6,10,17,27,29,27,4,2,2,2,2
238,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
238,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,0,0,0,1
239,12IN BIKES,1,1,1,1,1,1,1,2,2,4,5,6,11,11,9,1,0,0,0,0
239,16IN BIKES,1,1,1,1,1,1,1,2,2,3,3,8,13,10,12,2,1,0,0,1
239,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,4,7,6,11,2,1,0,0,0
239,20IN BIKES,2,2,2,2,2,2,2,3,3,4,9,19,26,33,27,2,0,1,0,1
239,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
239,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,1,1,1,2,3,4,5,0,0,0,0,0
240,12IN BIKES,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,0,0,0,0,0
240,16IN BIKES,0,0,1,0,0,0,0,0,0,0,2,2,5,5,5,1,0,0,0,0
240,18IN BIKES,1,1,1,1,1,1,1,1,1,2,1,3,5,6,6,1,1,1,1,1
240,20IN BIKES,2,2,2,2,2,2,2,2,3,3,6,7,11,17,14,2,1,1,1,1
240,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,0,0,1
242,12IN BIKES,1,1,1,1,1,1,1,2,2,3,3,2,6,7,8,1,1,1,1,1
242,16IN BIKES,3,3,3,3,3,2,3,3,4,4,5,7,9,12,10,3,2,2,2,2
242,18IN BIKES,2,2,2,2,1,1,1,2,2,4,3,4,6,10,6,2,1,1,1,1
242,20IN BIKES,6,5,5,5,5,4,4,6,7,8,11,12,21,25,25,5,3,2,2,3
242,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
242,MOUNTAIN BIKES,2,2,2,2,2,1,1,1,1,1,2,3,4,3,5,1,1,1,1,1
242,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,12IN BIKES,2,2,2,2,2,1,1,2,2,3,6,6,9,10,11,1,1,1,1,1
243,16IN BIKES,4,4,4,3,3,3,3,4,5,5,8,9,10,13,13,3,2,2,2,2
243,18IN BIKES,5,4,4,4,4,3,3,4,4,5,9,15,26,33,25,3,2,2,2,2
243,20IN BIKES,9,9,8,7,6,6,5,7,8,9,16,20,32,42,41,5,3,3,3,4
243,BEACH CRUISERS,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
243,MOUNTAIN BIKES,2,3,2,3,1,1,1,1,1,1,2,2,3,4,5,1,1,1,1,1
243,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
244,12IN BIKES,1,1,1,1,1,1,1,1,2,2,3,5,7,13,9,1,1,0,0,1
244,16IN BIKES,1,1,1,1,1,1,1,1,1,1,3,5,7,9,10,1,0,0,0,0
244,18IN BIKES,1,1,1,1,1,1,0,0,1,1,1,2,3,16,7,1,0,0,0,0
244,20IN BIKES,1,1,1,1,1,1,1,1,2,2,5,9,17,19,16,1,1,0,0,0
244,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
244,MOUNTAIN BIKES,0,1,1,1,0,0,0,0,0,1,1,1,2,3,2,0,0,0,0,0
246,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,2,4,7,6,1,1,1,1,1
246,20IN BIKES,3,3,3,3,3,3,3,4,4,6,7,22,15,14,13,3,2,2,2,2
246,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
246,MOUNTAIN BIKES,2,2,2,2,2,1,1,2,2,2,2,3,4,4,4,2,1,1,1,1
247,12IN BIKES,0,0,0,0,0,0,0,0,1,0,2,1,4,3,3,0,0,0,0,0
247,16IN BIKES,0,0,0,0,0,0,0,0,0,1,2,3,5,6,5,0,0,0,0,0
247,18IN BIKES,1,0,1,1,0,0,0,0,0,1,1,1,2,4,2,1,0,0,0,0
247,20IN BIKES,1,1,1,1,1,1,1,1,1,1,3,4,7,11,8,1,1,0,0,1
247,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
247,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
248,12IN BIKES,3,3,3,3,3,3,3,3,3,4,5,10,14,14,16,4,2,2,2,2
248,16IN BIKES,2,2,3,2,2,2,2,3,3,3,7,12,18,20,25,4,1,1,1,1
248,18IN BIKES,2,2,2,2,2,2,2,2,2,2,3,3,8,12,11,3,1,1,1,1
248,20IN BIKES,5,4,4,4,4,3,3,4,5,6,12,20,38,36,35,5,2,2,2,2
248,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
248,MOUNTAIN BIKES,3,2,3,2,2,2,1,2,2,2,3,5,9,5,6,2,1,1,1,1
249,12IN BIKES,5,4,4,5,4,4,5,9,11,9,20,28,40,31,34,6,2,2,2,2
249,16IN BIKES,5,5,5,5,5,4,5,6,7,8,15,23,36,35,45,6,3,2,2,3
249,18IN BIKES,2,2,2,2,2,2,2,2,3,4,8,12,24,18,27,4,1,1,1,1
249,20IN BIKES,6,6,7,7,6,7,6,10,10,11,23,34,53,41,38,7,4,4,3,4
249,BEACH CRUISERS,1,1,1,1,0,1,0,0,0,0,1,1,1,1,2,1,0,0,0,0
249,MOUNTAIN BIKES,2,2,2,1,1,1,1,1,1,1,3,4,4,4,7,1,1,1,1,1
250,12IN BIKES,2,2,2,1,1,1,1,1,2,2,2,3,5,4,5,1,1,1,1,1
250,16IN BIKES,2,1,1,1,1,1,1,2,2,2,4,6,10,6,11,1,1,0,0,0
250,18IN BIKES,1,1,1,1,1,0,0,1,1,1,1,2,3,2,4,1,0,0,0,0
250,20IN BIKES,2,2,2,2,2,2,2,3,3,3,6,7,9,9,8,1,1,1,1,1
250,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
250,MOUNTAIN BIKES,2,1,2,2,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1
250,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,12IN BIKES,2,2,2,2,2,2,2,2,2,3,3,8,11,12,14,3,1,1,1,1
251,16IN BIKES,3,2,2,2,2,2,2,3,3,5,7,14,18,21,22,4,1,1,1,1
251,18IN BIKES,2,2,2,2,2,2,2,2,3,4,6,10,10,7,18,3,2,1,1,2
251,20IN BIKES,4,3,3,3,3,2,2,3,4,5,9,15,24,26,22,3,1,1,1,1
251,BEACH CRUISERS,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
251,MOUNTAIN BIKES,2,2,2,2,2,2,1,1,1,1,2,5,7,3,4,1,1,1,1,1
251,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,12IN BIKES,1,1,0,0,0,0,0,1,1,2,1,1,2,2,2,0,0,0,0,0
252,16IN BIKES,1,1,1,1,1,1,1,1,2,2,4,3,4,5,5,1,1,0,0,1
252,18IN BIKES,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0
252,20IN BIKES,3,3,3,3,2,2,2,3,3,3,6,8,11,11,10,2,1,1,1,1
252,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
252,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,2,3,2,3,1,1,1,1,1
253,12IN BIKES,2,1,2,1,1,1,1,2,2,2,3,4,6,5,9,1,1,1,1,1
253,16IN BIKES,2,2,2,2,2,1,2,2,2,2,4,5,8,9,10,2,1,1,1,1
253,18IN BIKES,1,1,1,1,0,0,0,1,1,1,2,3,5,3,6,1,0,0,0,0
253,20IN BIKES,5,4,4,4,3,3,3,5,5,5,8,10,17,20,17,4,2,2,2,2
253,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
253,MOUNTAIN BIKES,2,2,2,2,2,2,1,2,2,2,2,3,3,3,5,2,1,1,1,1
253,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,12IN BIKES,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,0,0,0,1
254,16IN BIKES,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,1,1,1,1,1
254,18IN BIKES,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,0,0,1
254,20IN BIKES,2,2,2,1,1,1,1,1,1,2,3,3,5,7,6,1,1,1,1,1
254,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
254,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1
256,12IN BIKES,4,4,4,4,4,3,3,5,6,7,11,14,22,13,24,3,2,2,2,2
256,16IN BIKES,5,5,5,5,4,4,4,5,6,7,12,14,20,24,24,3,2,2,2,3
256,18IN BIKES,2,2,2,2,1,1,1,2,2,3,5,7,13,15,15,2,1,1,1,1
256,20IN BIKES,9,8,8,7,6,6,6,9,10,10,18,22,31,31,29,6,4,4,4,4
256,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,0,0,1
256,MOUNTAIN BIKES,5,5,5,5,3,3,3,3,3,3,4,6,7,7,9,3,2,2,2,2
256,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,12IN BIKES,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0
257,16IN BIKES,1,1,1,1,1,1,1,1,1,1,3,3,4,5,5,1,1,0,0,1
257,18IN BIKES,1,1,1,1,0,0,1,1,1,3,1,2,3,4,4,1,0,0,0,0
257,20IN BIKES,2,2,2,2,1,1,1,2,2,2,5,7,10,8,9,1,1,1,1,1
257,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
257,MOUNTAIN BIKES,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0
258,12IN BIKES,4,4,3,3,3,3,4,6,7,9,11,18,27,22,31,3,1,1,1,1
258,16IN BIKES,3,3,3,3,3,3,3,5,6,7,11,21,20,31,28,3,1,1,1,1
258,18IN BIKES,3,3,3,3,2,3,3,4,4,7,9,15,30,29,26,3,1,1,1,1
258,20IN BIKES,8,7,7,7,6,6,6,8,10,12,18,33,57,52,47,6,3,3,3,3
258,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0
258,MOUNTAIN BIKES,1,1,1,1,1,1,1,1,1,1,2,4,8,5,6,1,1,1,1,1
258,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
259,12IN BIKES,4,4,4,4,4,4,4,6,7,7,9,15,19,21,27,5,3,3,3,3
259,16IN BIKES,5,4,5,4,4,4,4,6,7,10,13,22,29,38,41,8,3,2,2,2
259,18IN BIKES,4,4,4,4,3,3,3,3,4,6,10,16,24,33,32,5,2,2,2,2
259,20IN BIKES,11,11,11,10,9,8,8,9,10,13,22,31,55,55,54,12,6,6,6,6
259,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,1,0,0,0,1
259,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,MOUNTAIN BIKES,3,2,2,2,2,2,1,2,2,2,2,4,5,6,6,2,1,1,1,1
259,MULTI USE BIKES,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
260,12IN BIKES,3,3,3,2,2,2,2,4,5,5,10,20,26,26,38,4,1,1,1,1
260,16IN BIKES,4,4,4,4,3,3,3,5,6,7,17,22,30,37,37,5,2,1,1,2
260,18IN BIKES,3,3,3,3,2,2,2,2,2,3,6,9,15,18,22,3,1,1,1,1
260,20IN BIKES,10,9,9,9,8,7,7,8,10,12,20,32,55,57,45,10,5,5,5,5
260,BEACH CRUISERS,2,1,1,1,1,1,1,1,1,1,1,2,3,4,6,1,1,1,1,1
260,MOUNTAIN BIKES,2,2,2,2,2,2,1,1,1,1,3,6,3,6,7,1,1,1,1,1
260,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,12IN BIKES,3,3,3,3,3,3,3,4,4,4,8,10,13,16,21,3,2,1,1,2
261,16IN BIKES,3,3,3,3,3,3,3,5,5,6,12,18,25,25,26,4,2,1,1,2
261,18IN BIKES,3,3,3,3,3,2,3,4,4,6,11,16,31,28,36,3,1,1,1,1
261,20IN BIKES,7,7,7,6,5,5,6,7,8,11,20,32,46,53,50,6,3,2,3,3
261,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
261,MOUNTAIN BIKES,4,4,4,4,3,3,3,3,3,3,5,7,10,8,13,3,2,2,2,2
261,MULTI USE BIKES,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
262,12IN BIKES,3,2,2,2,2,2,2,3,3,2,5,5,7,8,8,2,1,1,1,1
262,16IN BIKES,1,1,1,1,1,1,1,2,2,4,4,5,5,7,8,1,0,0,0,0
262,18IN BIKES,3,3,3,3,2,2,2,3,3,5,5,6,9,9,12,2,1,1,1,2
262,20IN BIKES,6,5,5,5,4,4,4,5,6,6,11,14,20,18,23,4,2,2,2,2
262,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
262,MOUNTAIN BIKES,3,2,3,2,2,2,1,2,2,2,2,3,4,6,4,1,1,1,1,1
262,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,12IN BIKES,5,4,5,4,4,4,4,7,7,6,13,15,25,28,29,4,2,2,2,3
264,16IN BIKES,6,5,5,5,5,4,5,7,8,10,17,22,29,35,34,5,3,2,2,3
264,18IN BIKES,3,3,3,3,3,2,2,3,3,4,7,8,12,12,17,2,1,1,1,2
264,20IN BIKES,8,8,8,8,6,6,6,8,9,8,18,29,42,57,64,7,3,3,3,3
264,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,1,1,1,1,1
264,MOUNTAIN BIKES,3,3,3,3,3,2,2,2,2,3,4,5,7,16,9,2,2,1,1,2
264,MULTI USE BIKES,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
265,12IN BIKES,2,2,2,2,2,2,2,3,3,3,7,12,17,21,29,2,1,1,1,1
265,16IN BIKES,4,4,4,4,3,3,3,5,6,9,12,19,27,36,39,5,2,2,2,2
265,18IN BIKES,1,1,1,1,1,1,1,1,2,2,5,6,12,16,16,2,1,0,0,1
265,20IN BIKES,4,4,4,4,3,3,3,5,6,5,13,25,37,32,31,5,2,2,2,2
265,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
265,MOUNTAIN BIKES,2,2,2,2,1,1,1,1,1,1,2,2,3,5,5,1,1,1,1,1
266,12IN BIKES,1,1,1,1,1,1,1,1,1,1,4,7,11,14,15,2,0,0,0,0
266,16IN BIKES,2,2,2,2,2,1,1,2,2,3,6,9,14,17,18,3,1,1,1,1
266,18IN BIKES,1,2,2,1,1,1,1,1,2,3,6,10,11,15,18,2,1,1,1,1
266,20IN BIKES,4,4,4,4,4,4,3,5,7,9,17,26,33,30,30,5,2,2,2,2
266,BEACH CRUISERS,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0
266,ELECTRIC BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
266,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,3,5,5,6,7,2,1,1,1,2
266,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
267,12IN BIKES,1,1,1,1,1,1,1,3,3,3,7,8,11,10,10,1,1,1,1,1
267,16IN BIKES,2,2,2,2,1,1,2,3,3,3,7,11,11,13,9,2,1,1,1,1
267,18IN BIKES,2,2,2,2,2,2,2,3,3,4,7,9,18,16,20,2,1,1,1,1
267,20IN BIKES,7,7,8,7,6,7,6,7,7,9,17,34,37,35,39,7,4,3,3,4
267,BEACH CRUISERS,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,0,0,0,0
267,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,3,3,5,6,8,8,2,1,1,1,2
267,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,12IN BIKES,2,2,2,2,2,2,2,4,5,9,7,8,11,11,11,2,1,1,1,1
268,16IN BIKES,2,2,2,2,1,1,2,2,2,3,4,8,10,8,8,2,1,1,1,1
268,18IN BIKES,2,2,2,2,2,2,2,2,3,4,6,9,17,20,15,2,1,1,1,1
268,20IN BIKES,7,6,6,6,6,5,5,7,8,9,14,24,42,43,43,6,3,3,3,3
268,BEACH CRUISERS,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
268,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,3,3,5,6,5,7,2,1,1,1,2
268,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
269,12IN BIKES,3,3,3,3,3,3,3,4,4,6,10,10,22,25,26,3,1,1,1,2
269,16IN BIKES,3,3,3,3,2,2,2,4,4,5,12,15,20,30,31,3,1,1,1,1
269,18IN BIKES,2,2,2,2,2,2,2,2,3,3,8,10,20,24,25,3,1,1,1,1
269,20IN BIKES,8,8,9,8,7,7,6,8,9,11,18,31,44,38,51,7,4,3,3,4
269,BEACH CRUISERS,1,1,1,1,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0
269,MOUNTAIN BIKES,3,3,3,3,2,2,2,2,2,2,3,4,5,5,7,2,1,1,1,2
271,12IN BIKES,1,1,1,1,1,1,1,1,1,1,2,3,6,4,5,1,0,0,0,0
271,16IN BIKES,1,1,1,1,1,1,1,1,2,2,4,6,8,10,10,1,1,0,0,0
271,18IN BIKES,1,0,1,0,0,0,0,0,1,1,1,1,3,7,5,1,0,0,0,0
271,20IN BIKES,2,2,2,2,2,1,1,2,2,2,6,7,16,17,16,1,1,1,1,1
271,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,MOUNTAIN BIKES,1,1,1,1,1,1,0,0,0,0,1,1,2,4,3,0,0,0,0,0
271,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,12IN BIKES,6,5,6,5,5,5,5,9,10,18,21,21,30,28,32,4,3,2,2,3
272,16IN BIKES,7,7,7,7,6,6,6,11,12,18,22,33,36,36,38,6,4,3,3,4
272,18IN BIKES,3,3,3,3,3,2,3,3,4,5,9,13,22,17,20,3,2,1,1,2
272,20IN BIKES,10,9,10,10,8,8,8,11,13,26,27,39,48,38,43,9,5,4,5,5
272,BEACH CRUISERS,2,2,1,2,1,1,1,1,1,1,2,3,5,3,4,1,1,1,1,1
272,ELECTRIC BIKES,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,0,0,0,0,0
272,MOUNTAIN BIKES,3,2,3,3,2,2,1,2,2,2,3,8,7,6,9,2,1,1,1,1
272,MULTI USE BIKES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
273,12IN BIKES,1,1,1,1,1,1,1,2,2,2,4,6,10,9,11,1,0,0,0,0
273,16IN BIKES,1,1,1,1,1,1,1,2,2,3,5,8,9,7,9,1,0,0,0,1
273,18IN BIKES,1,1,1,1,1,1,1,1,1,2,2,2,4,3,8,1,1,0,0,1
273,20IN BIKES,2,2,2,2,2,2,2,3,3,5,8,12,25,21,21,2,1,1,1,1
273,BEACH CRUISERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,MOUNTAIN BIKES,1,1,1,0,0,0,0,0,0,1,1,1,2,1,3,0,0,0,0,0
275,12IN BIKES,3,3,3,2,3,2,3,4,6,4,10,17,20,17,19,2,1,1,1,1
275,16IN BIKES,3,3,3,3,3,3,3,4,5,5,11,17,25,30,40,4,1,1,1,1
