Market,Store,LY Shrink %,FY23 Shrink Plan %
512,2486,-1.70%,-1.73%
512,2689,-1.05%,-1.25%
512,3022,-1.45%,-1.59%
512,3023,-1.87%,-1.62%
512,3046,-1.85%,-1.88%
512,3047,-1.11%,-1.14%
512,3123,-1.73%,-1.91%
512,4174,-2.85%,-2.41%
512,5610,-2.81%,-2.53%
512,5611,-2.03%,-1.57%
512,5633,-0.72%,-1.23%
512,5634,-1.09%,-1.41%
512,5635,-1.10%,-1.22%
514,2385,-2.61%,-2.59%
514,2403,-1.15%,-1.34%
514,2516,-2.80%,-2.89%
514,2571,-2.71%,-2.54%
514,3525,-1.43%,-1.86%
514,3794,-2.40%,-2.51%
514,5041,-0.68%,-0.91%
514,5073,-1.34%,-1.44%
514,5939,-1.87%,-2.10%
515,2487,-1.76%,-1.79%
515,2826,-1.69%,-1.72%
515,2998,-2.38%,-2.15%
515,3026,-0.82%,-1.25%
515,3131,-3.02%,-2.55%
515,3132,-1.94%,-2.10%
515,3133,-0.53%,-0.60%
515,4762,-0.57%,-0.60%
515,5600,-1.59%,-1.55%
515,5663,-1.00%,-1.03%
515,5689,-1.42%,-1.13%
515,5691,-3.28%,-2.85%
515,8958,-1.89%,-1.80%
526,2451,-1.30%,-1.40%
526,3317,-1.73%,-1.86%
526,3385,-1.81%,-1.99%
526,3512,-2.01%,-1.99%
526,3517,-1.26%,-1.40%
526,3661,-0.88%,-0.91%
526,4105,-0.91%,-0.94%
526,4366,-0.57%,-1.20%
526,4415,-0.85%,-0.88%
526,4676,-1.81%,-1.99%
526,5108,-1.43%,-1.62%
526,5675,-1.89%,-2.03%
526,5726,-1.05%,-1.33%
526,5782,-0.41%,-0.69%
526,5960,-0.68%,-0.85%
526,5962,-1.03%,-1.51%
526,6587,-0.85%,-0.88%
526,6813,-0.98%,-1.61%
526,7229,-1.13%,-1.16%
528,2835,-0.47%,-1.09%
528,3449,-0.24%,-0.65%
528,3450,-0.31%,-0.68%
528,4056,-0.64%,-0.67%
528,5224,-0.29%,-0.65%
528,5226,-0.84%,-0.87%
528,5290,-0.95%,-0.98%
528,5490,-0.02%,-0.70%
528,6098,-0.10%,-0.70%
528,6159,-0.36%,-0.60%
528,6459,-1.11%,-1.14%
528,6786,-0.55%,-0.60%
528,6850,-0.08%,-0.74%
528,7220,-0.51%,-0.60%
528,7311,-0.37%,-0.60%
533,2393,-0.98%,-1.03%
533,2394,-1.79%,-1.83%
533,2875,-2.33%,-2.36%
533,2876,-1.42%,-1.45%
533,2877,-1.65%,-1.85%
533,2878,-1.23%,-1.28%
533,2984,-1.43%,-1.79%
533,3202,-1.89%,-2.00%
533,3275,-1.19%,-1.24%
533,3327,-0.38%,-0.65%
533,3615,-1.26%,-1.50%
533,3637,-0.86%,-0.90%
533,5286,-1.23%,-1.65%
533,5314,-1.92%,-1.95%
533,5323,-1.84%,-1.87%
533,5805,-0.65%,-0.70%
533,5863,-1.17%,-1.60%
533,7308,-1.33%,-1.38%
534,2685,-0.46%,-0.60%
534,2686,-0.40%,-1.08%
534,2741,-1.00%,-1.13%
534,2742,-1.37%,-1.40%
534,3164,-0.59%,-0.62%
534,3479,-1.67%,-1.82%
534,3654,-1.11%,-1.32%
534,4375,-0.94%,-1.15%
534,4376,-0.87%,-0.88%
534,4686,-0.94%,-1.15%
534,5738,-1.09%,-1.30%
534,5837,-0.72%,-0.81%
534,6953,-0.65%,-0.93%
537,2744,-1.07%,-1.00%
537,2745,-0.56%,-0.77%
537,3168,-0.87%,-0.88%
537,3723,-1.20%,-1.33%
537,4128,-0.47%,-0.90%
537,4516,-1.55%,-1.31%
537,4579,-0.47%,-0.88%
537,5737,-1.15%,-1.18%
537,5789,-0.54%,-0.81%
537,5790,-0.96%,-1.02%
537,6960,-0.95%,-1.23%
537,7242,-0.62%,-0.65%
537,7317,-0.39%,-0.67%
538,2839,-1.32%,-1.75%
538,3062,-0.90%,-0.92%
538,3111,-0.80%,-1.02%
538,3238,-0.60%,-0.88%
538,4057,-0.93%,-1.28%
538,4470,-0.69%,-0.71%
538,4478,-1.19%,-1.26%
538,5692,-0.74%,-0.95%
538,5693,-1.04%,-1.40%
538,5791,-1.14%,-1.16%
538,6971,-0.90%,-0.99%
538,7072,-1.52%,-1.65%
538,7127,-0.82%,-0.88%
541,3727,-2.09%,-2.12%
541,3736,-1.80%,-1.90%
541,4048,-1.30%,-1.65%
541,4659,-2.08%,-2.11%
541,5125,-1.76%,-1.79%
541,5310,-2.00%,-2.03%
541,5327,-2.32%,-2.25%
541,5328,-1.55%,-1.57%
541,5773,-1.08%,-1.20%
541,6583,-1.03%,-1.20%
541,6590,-0.84%,-0.97%
541,7233,-1.53%,-1.55%
541,7241,-1.54%,-1.57%
541,7262,-2.36%,-2.15%
542,2919,-1.83%,-1.86%
542,2940,-0.51%,-0.60%
542,3743,-0.76%,-1.04%
542,3745,-1.28%,-1.35%
542,3746,-0.69%,-0.72%
542,3752,-1.30%,-1.33%
542,4114,-0.74%,-0.76%
542,4193,-0.72%,-0.77%
542,4367,-0.85%,-0.88%
542,4371,-0.40%,-0.60%
542,4373,-0.50%,-0.60%
542,4577,-1.77%,-1.80%
542,4605,-0.50%,-0.60%
542,4674,-0.60%,-0.62%
542,5204,-1.43%,-1.46%
542,5700,-0.92%,-1.10%
543,3042,-0.87%,-0.90%
543,3703,-1.27%,-1.30%
543,4586,-0.38%,-0.78%
543,5081,-1.52%,-1.45%
543,5102,-1.41%,-1.60%
543,5464,-1.29%,-1.48%
543,5722,-1.62%,-1.75%
543,5774,-1.34%,-1.24%
543,5776,-0.71%,-0.74%
543,5832,-1.10%,-1.13%
543,6165,-0.55%,-0.78%
543,6166,-0.40%,-0.60%
543,6323,-0.80%,-0.90%
543,6577,-0.71%,-0.74%
543,6588,-0.83%,-0.86%
543,6849,0.00%,-0.92%
543,7099,-0.95%,-0.98%
544,3184,-1.75%,-2.30%
544,3424,-0.51%,-0.63%
544,3990,-1.72%,-1.77%
544,4189,-1.47%,-1.50%
544,4504,-1.88%,-1.91%
544,4580,-1.16%,-1.19%
544,4672,-1.69%,-1.72%
544,4673,-0.93%,-1.21%
544,4691,-1.08%,-1.48%
544,4756,-1.92%,-1.70%
544,5062,-1.09%,-1.28%
544,5100,-2.35%,-2.48%
544,5248,-1.01%,-1.04%
544,5256,-1.31%,-1.34%
544,5459,-1.01%,-1.22%
545,4210,-1.47%,-1.50%
545,4357,-0.85%,-0.88%
545,4582,-0.73%,-0.76%
545,4648,-0.80%,-0.83%
545,4657,-1.26%,-1.29%
545,5098,-1.53%,-1.56%
545,5623,-0.60%,-0.63%
545,5653,-0.33%,-0.60%
545,5740,-0.49%,-0.60%
545,5744,-1.66%,-1.69%
545,5769,-0.84%,-0.87%
545,5771,-0.56%,-0.60%
545,6531,-0.80%,-0.83%
546,2773,-2.26%,-1.63%
546,2801,-2.68%,-2.25%
546,2840,-1.70%,-1.66%
546,2858,-2.30%,-2.20%
546,4421,-0.96%,-0.84%
546,4426,-1.58%,-1.86%
546,4517,-1.19%,-1.22%
546,4519,-0.71%,-0.78%
546,4525,-0.91%,-1.29%
546,4527,-1.02%,-1.43%
546,4530,-1.99%,-2.25%
546,5198,0.21%,-1.15%
546,5903,-1.14%,-1.22%
546,5907,-2.08%,-2.11%
546,6732,-0.49%,-1.04%
548,2391,-1.61%,-1.00%
548,3013,-2.00%,-2.03%
548,3161,-1.28%,-1.30%
548,3414,-0.77%,-0.80%
548,4141,-1.89%,-1.92%
548,4434,-0.65%,-0.93%
548,4667,-1.56%,-2.06%
548,4669,-2.47%,-2.43%
548,5221,-2.11%,-2.14%
548,5654,-1.94%,-1.97%
548,5670,-0.99%,-1.27%
548,5831,-1.92%,-1.44%
548,5876,-1.37%,-2.04%
548,6207,-0.90%,-0.93%
549,525,-0.59%,-0.72%
549,2944,-1.65%,-1.68%
549,3606,-0.83%,-0.94%
549,3629,-0.83%,-0.94%
549,3862,-1.66%,-1.69%
549,4561,-2.70%,-2.22%
549,5005,-1.65%,-1.78%
549,5816,-0.87%,-1.15%
549,5817,-1.73%,-1.76%
549,5818,-0.42%,-0.78%
549,5819,-0.98%,-1.01%
549,5820,-1.31%,-1.34%
549,6398,-1.07%,-1.10%
550,2590,-0.74%,-1.24%
550,3050,-0.66%,-1.08%
550,3098,-1.07%,-1.45%
550,3144,-1.49%,-1.85%
550,3145,-1.46%,-1.46%
550,3146,-1.29%,-1.28%
550,3178,-1.09%,-1.83%
550,4178,-1.05%,-1.23%
550,4757,-0.62%,-1.63%
550,5627,-1.84%,-1.71%
550,5678,-0.65%,-1.01%
550,5993,-1.13%,-1.47%
550,5994,-1.07%,-1.19%
551,3084,-2.00%,-2.03%
551,3099,-2.06%,-1.86%
551,3101,-3.76%,-3.04%
551,4134,-2.42%,-1.88%
551,4169,-2.71%,-2.49%
551,5008,-1.67%,-1.68%
551,5601,-1.34%,-1.37%
551,5603,-2.13%,-2.08%
551,5637,-1.97%,-2.00%
551,5638,-2.37%,-2.40%
551,5639,-3.47%,-2.53%
551,5640,-1.71%,-1.53%
551,5661,-1.61%,-1.64%
551,5684,-1.55%,-1.58%
552,2468,-1.65%,-1.75%
552,3090,-1.29%,-2.10%
552,4127,-1.86%,-1.89%
552,4759,-1.77%,-1.78%
552,5007,-1.65%,-2.02%
552,5606,-1.32%,-1.70%
552,5608,-2.06%,-2.07%
552,5609,-1.96%,-2.19%
552,5683,-1.16%,-1.63%
552,5979,-1.83%,-1.86%
552,5980,-1.19%,-1.71%
552,5981,-3.03%,-2.40%
552,5982,-2.59%,-2.46%
553,1511,-1.50%,-1.89%
553,1590,-1.50%,-1.65%
553,1996,-2.45%,-2.59%
553,3163,-2.25%,-2.33%
553,3235,-2.26%,-2.50%
553,3311,-0.99%,-1.46%
553,3397,-2.22%,-2.22%
553,4303,-1.69%,-2.12%
554,840,-3.33%,-2.55%
554,920,-0.76%,-0.79%
554,2699,-1.01%,-1.00%
554,2731,-2.06%,-1.68%
554,3069,-0.65%,-0.68%
554,3070,-1.13%,-1.42%
554,3071,-1.34%,-1.40%
554,3072,-1.93%,-1.43%
554,3074,-1.34%,-1.37%
554,4528,-0.80%,-1.00%
554,5267,-0.83%,-1.03%
554,5815,-0.40%,-0.60%
557,3094,-0.72%,-1.05%
557,3988,-0.85%,-0.89%
557,4100,-1.36%,-1.39%
557,4180,-0.37%,-0.70%
557,4494,-0.73%,-0.98%
557,4700,-0.74%,-0.98%
557,4706,-0.84%,-1.10%
557,5109,-1.36%,-1.54%
557,5110,-1.20%,-1.32%
557,5205,-0.94%,-0.97%
557,5206,-0.93%,-0.96%
557,7043,-0.76%,-0.89%
557,7168,-1.14%,-1.06%
558,2518,-2.24%,-2.36%
558,2841,-1.24%,-1.38%
558,2871,-2.11%,-2.36%
558,3266,-2.09%,-2.19%
558,4456,-1.93%,-2.04%
558,5047,-2.86%,-2.67%
558,5340,-1.00%,-1.13%
558,5944,-0.84%,-1.03%
559,3617,-0.97%,-0.85%
559,3817,-0.73%,-0.94%
559,4159,-1.30%,-1.37%
559,4565,-0.31%,-0.60%
559,5255,-1.08%,-1.29%
559,5265,-1.14%,-1.35%
559,5741,-1.11%,-1.13%
559,5760,-2.05%,-2.08%
559,5846,-1.54%,-1.43%
559,5875,-1.18%,-1.13%
559,5988,-0.88%,-0.91%
559,6149,-0.69%,-0.90%
559,6548,-0.91%,-1.19%
561,2433,-1.77%,-1.80%
561,2974,-1.75%,-2.00%
561,2975,-1.43%,-1.46%
561,2976,-0.72%,-0.70%
561,3015,-2.37%,-2.20%
561,3198,-1.56%,-1.59%
561,3204,-1.83%,-1.89%
561,3341,-2.47%,-2.42%
561,3530,-0.76%,-1.01%
561,4046,-1.55%,-1.58%
561,4182,-1.32%,-1.60%
561,5021,-1.15%,-1.79%
561,5702,-0.74%,-0.77%
561,5824,-0.44%,-0.95%
561,7224,-1.76%,-1.79%
561,7232,-1.36%,-1.79%
561,7240,-1.11%,-1.14%
562,3452,-1.52%,-1.50%
562,3509,-1.68%,-1.79%
562,3542,-2.37%,-2.28%
562,3579,-0.30%,-0.75%
562,4465,-1.32%,-1.36%
562,4466,-0.72%,-0.80%
562,4468,-1.05%,-1.13%
562,4618,-1.62%,-1.65%
562,5094,-1.68%,-1.70%
562,5353,-1.18%,-1.25%
562,7309,-0.63%,-0.70%
562,7310,-1.35%,-1.38%
562,7357,-1.56%,-1.58%
562,7361,-1.30%,-1.33%
566,2488,-0.98%,-1.25%
566,3185,-2.25%,-2.28%
566,3619,-0.41%,-0.60%
566,3635,-1.76%,-1.48%
566,4188,-1.27%,-2.08%
566,4692,-1.52%,-1.75%
566,5143,-0.23%,-0.60%
566,5148,-0.90%,-0.93%
566,5182,-1.11%,-1.14%
566,5188,0.12%,-0.60%
566,5716,-0.30%,-0.60%
566,5925,-0.53%,-1.28%
566,7342,-1.00%,-1.03%
569,413,-0.94%,-1.01%
569,456,-0.81%,-1.01%
569,595,-1.06%,-1.22%
569,1000,-1.54%,-1.80%
569,1041,-1.00%,-1.13%
569,1296,-0.76%,-0.86%
569,2763,-0.93%,-1.00%
569,2765,-0.57%,-0.74%
569,4112,-0.90%,-1.10%
569,5808,-0.95%,-1.06%
577,2905,-0.33%,-0.70%
577,3159,-2.34%,-2.65%
577,3520,-2.63%,-2.76%
577,3562,-2.07%,-2.16%
577,3795,-2.90%,-3.03%
577,5752,-2.19%,-2.28%
580,566,-0.86%,-1.19%
580,617,-0.28%,-0.70%
580,870,-0.44%,-0.70%
580,1002,-0.55%,-0.70%
580,1026,-0.88%,-0.93%
580,1162,-0.60%,-0.87%
580,1371,-2.58%,-2.56%
580,1676,-1.32%,-1.67%
580,1783,-0.71%,-0.81%
580,2563,-0.84%,-0.97%
580,4216,-1.73%,-1.91%
581,1645,-2.41%,-2.87%
581,1826,-1.43%,-1.90%
581,1877,-1.34%,-1.63%
581,1882,-2.08%,-2.54%
581,2536,-1.17%,-1.42%
581,5215,-1.79%,-1.86%
581,5394,-1.32%,-1.47%
581,5859,-1.70%,-1.78%
581,5956,-1.70%,-1.91%
582,1572,-0.99%,-1.32%
582,1768,-1.15%,-1.47%
582,1827,-1.05%,-1.27%
582,2307,-1.90%,-1.97%
582,2511,-0.67%,-0.83%
582,3208,-0.94%,-1.26%
582,4068,-0.70%,-0.78%
582,4689,-0.34%,-0.70%
582,4696,-1.31%,-1.49%
582,5167,-0.59%,-1.03%
582,5270,-1.08%,-1.40%
583,259,-1.24%,-1.52%
583,789,-2.10%,-2.60%
583,1055,-1.72%,-2.07%
583,1800,-3.13%,-2.62%
583,3224,-2.44%,-2.69%
583,3225,-2.03%,-2.26%
583,5823,-3.18%,-3.06%
583,5987,-1.58%,-1.75%
583,8930,-1.39%,-1.39%
585,2223,-1.63%,-1.82%
585,2293,-2.29%,-2.39%
585,2752,-1.58%,-1.76%
585,3533,-2.73%,-2.79%
585,3824,-3.80%,-3.26%
585,4734,-2.11%,-2.15%
585,5957,-1.78%,-1.89%
801,1822,-1.06%,-1.20%
801,1854,-0.91%,-0.98%
811,2026,-0.58%,-0.90%
811,2067,-0.60%,-0.79%
811,2072,0.00%,-0.35%
811,2085,-0.68%,-0.82%
811,2240,-0.89%,-1.00%
801,2302,-0.24%,-0.50%
801,2346,-0.97%,-1.12%
801,2423,-1.48%,-1.59%
811,2449,-0.59%,-0.82%
801,2501,-0.77%,-0.95%
811,2721,-1.34%,-1.38%
800,3399,-0.65%,-0.80%
800,3669,-1.41%,-1.44%
800,3670,-0.84%,-0.86%
800,3680,-1.23%,-1.25%
800,3681,-1.61%,-1.62%
800,3682,-1.28%,-1.31%
800,3683,-0.60%,-0.61%
800,3687,-1.18%,-1.27%
800,3690,-1.98%,-2.01%
800,3691,-0.72%,-0.73%
800,3692,-1.33%,-1.36%
811,3693,-0.51%,-0.60%
800,3694,-1.47%,-1.50%
801,3716,-0.71%,-0.81%
811,5793,-0.69%,-0.72%
801,5802,-1.05%,-1.14%
801,5803,-1.61%,-1.76%
