Region,Market,Store Nbr,Tier,Details
46,368,3896,Tier 2,GM Pause
56,400,3897,Tier 3,Total Store ISA Pause
59,496,3899,Tier 2,GM Pause
17,176,3912,Tier 1,ISA On in Total Store
72,103,3935,Tier 1,ISA On in Total Store
57,458,3947,Tier 2,GM Pause
59,498,3959,Tier 2,GM Pause
61,557,3988,Tier 2,GM Pause
72,544,3990,Tier 2,GM Pause
64,561,4046,Tier 1,ISA On in Total Store
64,541,4048,Tier 2,GM Pause
25,266,4049,Tier 1,ISA On in Total Store
59,494,4053,Tier 2,GM Pause
59,494,4054,Tier 1,ISA On in Total Store
6,87,4055,Tier 1,ISA On in Total Store
64,528,4056,Tier 2,GM Pause
72,538,4057,Tier 1,ISA On in Total Store
9,105,4063,Tier 2,GM Pause
75,289,4064,Tier 3,Total Store ISA Pause
26,300,4065,Tier 1,ISA On in Total Store
54,582,4068,Tier 1,ISA On in Total Store
61,557,4100,Tier 1,ISA On in Total Store
57,465,4101,Tier 2,GM Pause
6,86,4102,Tier 1,ISA On in Total Store
6,77,4103,Tier 1,ISA On in Total Store
64,504,4104,Tier 1,ISA On in Total Store
64,526,4105,Tier 1,ISA On in Total Store
42,323,4108,Tier 1,ISA On in Total Store
6,65,4111,Tier 2,GM Pause
6,569,4112,Tier 2,GM Pause
64,542,4114,Tier 2,GM Pause
6,87,4115,Tier 1,ISA On in Total Store
41,256,4118,Tier 1,ISA On in Total Store
61,552,4127,Tier 1,ISA On in Total Store
72,537,4128,Tier 2,GM Pause
13,128,4129,Tier 2,GM Pause
5,82,4130,Tier 1,ISA On in Total Store
6,506,4131,Tier 2,GM Pause
57,465,4132,Tier 1,ISA On in Total Store
61,551,4134,Tier 2,GM Pause
60,467,4137,Tier 3,Total Store ISA Pause
61,491,4138,Tier 2,GM Pause
61,491,4139,Tier 2,GM Pause
72,103,4140,Tier 2,GM Pause
72,548,4141,Tier 1,ISA On in Total Store
72,96,4142,Tier 1,ISA On in Total Store
3,30,4144,Tier 3,Total Store ISA Pause
59,497,4145,Tier 1,ISA On in Total Store
59,500,4147,Tier 1,ISA On in Total Store
59,499,4148,Tier 1,ISA On in Total Store
17,175,4153,Tier 2,GM Pause
16,181,4156,Tier 2,GM Pause
59,500,4157,Tier 1,ISA On in Total Store
72,559,4159,Tier 2,GM Pause
72,96,4160,Tier 1,ISA On in Total Store
9,110,4161,Tier 1,ISA On in Total Store
6,506,4162,Tier 2,GM Pause
5,82,4163,Tier 2,GM Pause
5,55,4164,Tier 1,ISA On in Total Store
5,479,4165,Tier 2,GM Pause
2,121,4166,Tier 1,ISA On in Total Store
42,326,4168,Tier 2,GM Pause
61,551,4169,Tier 2,GM Pause
57,466,4171,Tier 1,ISA On in Total Store
61,512,4174,Tier 1,ISA On in Total Store
60,477,4176,Tier 2,GM Pause
25,269,4177,Tier 1,ISA On in Total Store
61,550,4178,Tier 2,GM Pause
61,557,4180,Tier 2,GM Pause
64,561,4182,Tier 1,ISA On in Total Store
6,85,4183,Tier 2,GM Pause
0,0,4184,Tier 1,ISA On in Total Store
2,24,4185,Tier 2,GM Pause
12,137,4187,Tier 2,GM Pause
59,566,4188,Tier 2,GM Pause
72,544,4189,Tier 2,GM Pause
75,287,4191,Tier 2,GM Pause
64,542,4193,Tier 2,GM Pause
6,84,4194,Tier 2,GM Pause
44,352,4195,Tier 2,GM Pause
61,490,4196,Tier 1,ISA On in Total Store
72,96,4197,Tier 1,ISA On in Total Store
59,485,4198,Tier 2,GM Pause
3,16,4200,Tier 1,ISA On in Total Store
46,385,4201,Tier 1,ISA On in Total Store
56,455,4202,Tier 1,ISA On in Total Store
57,365,4203,Tier 1,ISA On in Total Store
59,554,4206,Tier 2,GM Pause
54,401,4208,Tier 1,ISA On in Total Store
47,407,4209,Tier 2,GM Pause
72,545,4210,Tier 2,GM Pause
72,96,4211,Tier 2,GM Pause
5,55,4215,Tier 1,ISA On in Total Store
25,580,4216,Tier 1,ISA On in Total Store
61,510,4218,Tier 1,ISA On in Total Store
5,82,4219,Tier 1,ISA On in Total Store
59,502,4220,Tier 1,ISA On in Total Store
60,477,4221,Tier 2,GM Pause
2,122,4223,Tier 1,ISA On in Total Store
4,304,4224,Tier 2,GM Pause
2,119,4226,Tier 2,GM Pause
21,248,4230,Tier 2,GM Pause
21,248,4231,Tier 2,GM Pause
46,370,4232,Tier 2,GM Pause
61,510,4233,Tier 2,GM Pause
25,251,4235,Tier 1,ISA On in Total Store
4,42,4237,Tier 2,GM Pause
57,449,4238,Tier 3,Total Store ISA Pause
56,392,4239,Tier 2,GM Pause
5,53,4240,Tier 2,GM Pause
44,352,4241,Tier 1,ISA On in Total Store
19,205,4243,Tier 2,GM Pause
52,412,4244,Tier 1,ISA On in Total Store
52,412,4246,Tier 2,GM Pause
54,383,4247,Tier 2,GM Pause
60,474,4249,Tier 2,GM Pause
26,297,4250,Tier 1,ISA On in Total Store
46,364,4252,Tier 1,ISA On in Total Store
52,412,4253,Tier 3,Total Store ISA Pause
20,214,4255,Tier 2,GM Pause
52,414,4256,Tier 1,ISA On in Total Store
53,425,4257,Tier 1,ISA On in Total Store
75,291,4258,Tier 2,GM Pause
25,272,4259,Tier 3,Total Store ISA Pause
9,107,4260,Tier 1,ISA On in Total Store
9,89,4262,Tier 1,ISA On in Total Store
61,9,4264,Tier 2,GM Pause
54,401,4272,Tier 2,GM Pause
26,300,4273,Tier 1,ISA On in Total Store
4,305,4274,Tier 2,GM Pause
61,510,4275,Tier 2,GM Pause
17,226,4276,Tier 2,GM Pause
20,316,4277,Tier 2,GM Pause
20,317,4278,Tier 1,ISA On in Total Store
5,44,4279,Tier 1,ISA On in Total Store
53,436,4281,Tier 1,ISA On in Total Store
3,16,4283,Tier 1,ISA On in Total Store
47,380,4284,Tier 2,GM Pause
20,214,4285,Tier 1,ISA On in Total Store
25,265,4286,Tier 1,ISA On in Total Store
47,379,4288,Tier 2,GM Pause
61,9,4293,Tier 1,ISA On in Total Store
13,134,4295,Tier 1,ISA On in Total Store
6,59,4298,Tier 1,ISA On in Total Store
46,71,4299,Tier 1,ISA On in Total Store
9,553,4303,Tier 1,ISA On in Total Store
56,455,4309,Tier 2,GM Pause
57,447,4317,Tier 1,ISA On in Total Store
14,8,4318,Tier 2,GM Pause
44,409,4321,Tier 2,GM Pause
47,407,4322,Tier 1,ISA On in Total Store
25,262,4323,Tier 1,ISA On in Total Store
61,9,4324,Tier 2,GM Pause
57,365,4325,Tier 1,ISA On in Total Store
14,13,4330,Tier 2,GM Pause
9,90,4332,Tier 2,GM Pause
14,1,4333,Tier 2,GM Pause
2,294,4334,Tier 1,ISA On in Total Store
47,391,4335,Tier 3,Total Store ISA Pause
46,368,4336,Tier 2,GM Pause
57,365,4337,Tier 2,GM Pause
61,397,4339,Tier 2,GM Pause
57,445,4340,Tier 1,ISA On in Total Store
46,387,4341,Tier 2,GM Pause
22,237,4348,Tier 2,GM Pause
75,287,4350,Tier 2,GM Pause
54,427,4352,Tier 1,ISA On in Total Store
72,102,4354,Tier 1,ISA On in Total Store
46,364,4355,Tier 1,ISA On in Total Store
57,396,4356,Tier 1,ISA On in Total Store
72,545,4357,Tier 1,ISA On in Total Store
47,432,4358,Tier 2,GM Pause
60,469,4359,Tier 2,GM Pause
9,90,4365,Tier 1,ISA On in Total Store
64,526,4366,Tier 2,GM Pause
64,542,4367,Tier 2,GM Pause
3,93,4368,Tier 2,GM Pause
56,392,4370,Tier 1,ISA On in Total Store
64,542,4371,Tier 3,Total Store ISA Pause
75,320,4372,Tier 1,ISA On in Total Store
64,542,4373,Tier 1,ISA On in Total Store
52,421,4374,Tier 2,GM Pause
72,534,4375,Tier 2,GM Pause
72,534,4376,Tier 3,Total Store ISA Pause
54,388,4377,Tier 2,GM Pause
75,285,4378,Tier 3,Total Store ISA Pause
72,488,4380,Tier 2,GM Pause
40,333,4381,Tier 1,ISA On in Total Store
19,197,4383,Tier 1,ISA On in Total Store
4,36,4384,Tier 2,GM Pause
16,156,4387,Tier 2,GM Pause
59,502,4388,Tier 2,GM Pause
16,181,4389,Tier 2,GM Pause
64,507,4390,Tier 1,ISA On in Total Store
57,445,4392,Tier 1,ISA On in Total Store
56,454,4393,Tier 2,GM Pause
60,474,4394,Tier 2,GM Pause
60,474,4395,Tier 2,GM Pause
21,247,4399,Tier 2,GM Pause
17,187,4403,Tier 2,GM Pause
22,233,4404,Tier 2,GM Pause
25,264,4405,Tier 2,GM Pause
14,8,4407,Tier 2,GM Pause
2,22,4409,Tier 1,ISA On in Total Store
4,304,4410,Tier 2,GM Pause
54,382,4412,Tier 2,GM Pause
59,494,4413,Tier 2,GM Pause
41,152,4414,Tier 1,ISA On in Total Store
64,526,4415,Tier 2,GM Pause
6,67,4416,Tier 1,ISA On in Total Store
25,251,4417,Tier 1,ISA On in Total Store
4,41,4420,Tier 2,GM Pause
72,546,4421,Tier 2,GM Pause
75,280,4423,Tier 2,GM Pause
19,206,4424,Tier 1,ISA On in Total Store
72,96,4425,Tier 1,ISA On in Total Store
72,546,4426,Tier 2,GM Pause
3,97,4427,Tier 1,ISA On in Total Store
2,294,4428,Tier 2,GM Pause
46,373,4430,Tier 1,ISA On in Total Store
59,499,4431,Tier 1,ISA On in Total Store
59,498,4432,Tier 1,ISA On in Total Store
72,548,4434,Tier 1,ISA On in Total Store
12,149,4435,Tier 2,GM Pause
2,24,4436,Tier 2,GM Pause
54,403,4438,Tier 2,GM Pause
19,201,4439,Tier 2,GM Pause
4,41,4440,Tier 2,GM Pause
72,488,4441,Tier 3,Total Store ISA Pause
59,497,4443,Tier 1,ISA On in Total Store
3,98,4444,Tier 1,ISA On in Total Store
59,497,4445,Tier 2,GM Pause
9,107,4446,Tier 2,GM Pause
41,242,4450,Tier 2,GM Pause
46,373,4451,Tier 2,GM Pause
59,497,4452,Tier 2,GM Pause
64,504,4453,Tier 1,ISA On in Total Store
22,558,4456,Tier 2,GM Pause
4,38,4457,Tier 2,GM Pause
26,299,4458,Tier 2,GM Pause
26,301,4459,Tier 3,Total Store ISA Pause
42,324,4460,Tier 1,ISA On in Total Store
41,259,4461,Tier 1,ISA On in Total Store
64,504,4464,Tier 1,ISA On in Total Store
64,562,4465,Tier 2,GM Pause
64,562,4466,Tier 1,ISA On in Total Store
64,562,4468,Tier 1,ISA On in Total Store
59,566,4469,Tier 1,ISA On in Total Store
72,538,4470,Tier 2,GM Pause
54,381,4471,Tier 2,GM Pause
2,20,4472,Tier 3,Total Store ISA Pause
61,9,4473,Tier 1,ISA On in Total Store
60,469,4474,Tier 3,Total Store ISA Pause
40,362,4475,Tier 1,ISA On in Total Store
75,290,4476,Tier 2,GM Pause
26,308,4477,Tier 3,Total Store ISA Pause
72,538,4478,Tier 2,GM Pause
19,207,4479,Tier 1,ISA On in Total Store
12,153,4482,Tier 2,GM Pause
12,149,4483,Tier 1,ISA On in Total Store
26,297,4484,Tier 2,GM Pause
2,39,4487,Tier 1,ISA On in Total Store
56,451,4488,Tier 1,ISA On in Total Store
61,9,4490,Tier 2,GM Pause
61,490,4491,Tier 2,GM Pause
61,557,4494,Tier 1,ISA On in Total Store
14,13,4497,Tier 2,GM Pause
72,103,4498,Tier 1,ISA On in Total Store
26,299,4499,Tier 2,GM Pause
20,235,4501,Tier 2,GM Pause
72,544,4504,Tier 1,ISA On in Total Store
4,41,4506,Tier 2,GM Pause
6,80,4508,Tier 3,Total Store ISA Pause
5,48,4509,Tier 2,GM Pause
25,279,4511,Tier 2,GM Pause
6,65,4512,Tier 1,ISA On in Total Store
75,286,4514,Tier 2,GM Pause
72,537,4516,Tier 2,GM Pause
72,546,4517,Tier 1,ISA On in Total Store
72,546,4519,Tier 1,ISA On in Total Store
3,97,4520,Tier 1,ISA On in Total Store
4,41,4521,Tier 1,ISA On in Total Store
59,494,4524,Tier 1,ISA On in Total Store
72,546,4525,Tier 2,GM Pause
6,63,4526,Tier 1,ISA On in Total Store
72,546,4527,Tier 2,GM Pause
59,498,4528,Tier 3,Total Store ISA Pause
25,266,4529,Tier 2,GM Pause
72,546,4530,Tier 2,GM Pause
25,265,4531,Tier 1,ISA On in Total Store
12,145,4533,Tier 2,GM Pause
6,67,4538,Tier 1,ISA On in Total Store
19,203,4540,Tier 2,GM Pause
57,365,4543,Tier 1,ISA On in Total Store
59,500,4545,Tier 2,GM Pause
72,488,4546,Tier 3,Total Store ISA Pause
40,361,4553,Tier 1,ISA On in Total Store
5,82,4554,Tier 2,GM Pause
4,29,4556,Tier 1,ISA On in Total Store
57,396,4557,Tier 2,GM Pause
2,25,4558,Tier 2,GM Pause
72,488,4560,Tier 1,ISA On in Total Store
72,549,4561,Tier 2,GM Pause
72,103,4563,Tier 2,GM Pause
26,299,4564,Tier 2,GM Pause
72,559,4565,Tier 2,GM Pause
47,379,4567,Tier 2,GM Pause
47,432,4568,Tier 2,GM Pause
54,427,4569,Tier 2,GM Pause
17,164,4570,Tier 2,GM Pause
4,306,4574,Tier 2,GM Pause
64,542,4577,Tier 2,GM Pause
72,537,4579,Tier 3,Total Store ISA Pause
72,544,4580,Tier 1,ISA On in Total Store
14,1,4581,Tier 2,GM Pause
72,545,4582,Tier 1,ISA On in Total Store
2,35,4583,Tier 2,GM Pause
64,507,4585,Tier 1,ISA On in Total Store
64,543,4586,Tier 2,GM Pause
9,91,4588,Tier 1,ISA On in Total Store
59,566,4589,Tier 2,GM Pause
40,361,4590,Tier 2,GM Pause
59,566,4591,Tier 2,GM Pause
4,42,4593,Tier 1,ISA On in Total Store
4,305,4594,Tier 1,ISA On in Total Store
72,103,4595,Tier 2,GM Pause
17,195,4597,Tier 3,Total Store ISA Pause
54,378,4599,Tier 2,GM Pause
47,433,4600,Tier 3,Total Store ISA Pause
46,387,4601,Tier 1,ISA On in Total Store
61,9,4603,Tier 1,ISA On in Total Store
64,542,4605,Tier 1,ISA On in Total Store
52,413,4606,Tier 3,Total Store ISA Pause
59,494,4607,Tier 2,GM Pause
21,225,4609,Tier 2,GM Pause
40,362,4611,Tier 2,GM Pause
22,168,4612,Tier 2,GM Pause
44,356,4615,Tier 2,GM Pause
2,18,4616,Tier 2,GM Pause
72,103,4617,Tier 2,GM Pause
64,562,4618,Tier 1,ISA On in Total Store
72,492,4619,Tier 1,ISA On in Total Store
75,288,4623,Tier 1,ISA On in Total Store
61,491,4625,Tier 2,GM Pause
59,485,4626,Tier 2,GM Pause
5,52,4627,Tier 2,GM Pause
19,238,4631,Tier 1,ISA On in Total Store
2,121,4635,Tier 2,GM Pause
75,314,4636,Tier 2,GM Pause
44,356,4637,Tier 2,GM Pause
75,291,4638,Tier 2,GM Pause
47,376,4639,Tier 1,ISA On in Total Store
25,270,4641,Tier 2,GM Pause
20,229,4643,Tier 2,GM Pause
20,227,4644,Tier 2,GM Pause
72,545,4648,Tier 2,GM Pause
54,381,4653,Tier 2,GM Pause
72,492,4654,Tier 2,GM Pause
64,507,4655,Tier 2,GM Pause
72,545,4657,Tier 2,GM Pause
64,541,4659,Tier 2,GM Pause
19,206,4660,Tier 2,GM Pause
4,37,4664,Tier 2,GM Pause
72,548,4667,Tier 1,ISA On in Total Store
72,548,4669,Tier 2,GM Pause
72,544,4672,Tier 2,GM Pause
72,544,4673,Tier 2,GM Pause
64,542,4674,Tier 2,GM Pause
64,526,4676,Tier 2,GM Pause
53,435,4677,Tier 2,GM Pause
46,405,4678,Tier 2,GM Pause
13,131,4679,Tier 2,GM Pause
9,112,4681,Tier 2,GM Pause
75,315,4682,Tier 2,GM Pause
13,130,4683,Tier 1,ISA On in Total Store
72,534,4686,Tier 1,ISA On in Total Store
22,167,4687,Tier 1,ISA On in Total Store
54,582,4689,Tier 1,ISA On in Total Store
9,111,4690,Tier 2,GM Pause
72,544,4691,Tier 2,GM Pause
59,498,4692,Tier 2,GM Pause
25,272,4695,Tier 1,ISA On in Total Store
54,582,4696,Tier 2,GM Pause
75,315,4697,Tier 2,GM Pause
25,262,4699,Tier 2,GM Pause
61,557,4700,Tier 1,ISA On in Total Store
61,557,4706,Tier 1,ISA On in Total Store
47,585,4734,Tier 2,GM Pause
61,490,4747,Tier 2,GM Pause
72,544,4756,Tier 2,GM Pause
61,550,4757,Tier 1,ISA On in Total Store
61,552,4759,Tier 1,ISA On in Total Store
61,515,4762,Tier 2,GM Pause
72,103,4826,Tier 1,ISA On in Total Store
59,499,4848,Tier 1,ISA On in Total Store
52,419,4849,Tier 2,GM Pause
54,430,4865,Tier 1,ISA On in Total Store
46,375,5003,Tier 1,ISA On in Total Store
72,549,5005,Tier 2,GM Pause
61,552,5007,Tier 1,ISA On in Total Store
61,551,5008,Tier 1,ISA On in Total Store
22,170,5012,Tier 1,ISA On in Total Store
59,509,5013,Tier 1,ISA On in Total Store
59,509,5014,Tier 1,ISA On in Total Store
64,561,5021,Tier 1,ISA On in Total Store
13,125,5022,Tier 1,ISA On in Total Store
57,458,5023,Tier 2,GM Pause
21,248,5025,Tier 2,GM Pause
17,194,5027,Tier 2,GM Pause
19,207,5028,Tier 1,ISA On in Total Store
19,207,5029,Tier 1,ISA On in Total Store
19,207,5030,Tier 3,Total Store ISA Pause
46,366,5031,Tier 2,GM Pause
57,464,5032,Tier 3,Total Store ISA Pause
54,378,5033,Tier 2,GM Pause
9,105,5034,Tier 2,GM Pause
9,116,5035,Tier 1,ISA On in Total Store
9,112,5036,Tier 2,GM Pause
3,98,5037,Tier 3,Total Store ISA Pause
25,262,5038,Tier 2,GM Pause
75,284,5039,Tier 2,GM Pause
20,227,5040,Tier 1,ISA On in Total Store
60,514,5041,Tier 2,GM Pause
72,492,5043,Tier 1,ISA On in Total Store
53,263,5044,Tier 2,GM Pause
6,67,5045,Tier 2,GM Pause
26,299,5046,Tier 2,GM Pause
22,558,5047,Tier 1,ISA On in Total Store
19,203,5048,Tier 1,ISA On in Total Store
47,380,5049,Tier 1,ISA On in Total Store
54,378,5051,Tier 2,GM Pause
3,98,5054,Tier 2,GM Pause
9,105,5055,Tier 1,ISA On in Total Store
13,131,5056,Tier 2,GM Pause
12,151,5057,Tier 2,GM Pause
12,153,5058,Tier 1,ISA On in Total Store
59,566,5059,Tier 1,ISA On in Total Store
25,270,5060,Tier 2,GM Pause
72,544,5062,Tier 1,ISA On in Total Store
26,309,5063,Tier 2,GM Pause
19,201,5064,Tier 2,GM Pause
19,201,5065,Tier 2,GM Pause
20,214,5066,Tier 2,GM Pause
57,396,5070,Tier 2,GM Pause
44,349,5071,Tier 2,GM Pause
57,465,5072,Tier 2,GM Pause
60,514,5073,Tier 1,ISA On in Total Store
57,460,5075,Tier 1,ISA On in Total Store
16,179,5076,Tier 1,ISA On in Total Store
17,577,5077,Tier 3,Total Store ISA Pause
60,473,5078,Tier 1,ISA On in Total Store
13,143,5079,Tier 1,ISA On in Total Store
5,50,5080,Tier 2,GM Pause
64,543,5081,Tier 2,GM Pause
20,214,5082,Tier 1,ISA On in Total Store
20,209,5083,Tier 1,ISA On in Total Store
4,305,5085,Tier 1,ISA On in Total Store
4,37,5087,Tier 2,GM Pause
20,227,5088,Tier 2,GM Pause
52,423,5089,Tier 1,ISA On in Total Store
53,440,5090,Tier 1,ISA On in Total Store
6,67,5091,Tier 2,GM Pause
5,53,5092,Tier 2,GM Pause
64,507,5093,Tier 3,Total Store ISA Pause
64,562,5094,Tier 2,GM Pause
57,463,5096,Tier 1,ISA On in Total Store
19,204,5097,Tier 2,GM Pause
72,545,5098,Tier 1,ISA On in Total Store
54,388,5099,Tier 1,ISA On in Total Store
72,544,5100,Tier 2,GM Pause
57,396,5101,Tier 2,GM Pause
64,543,5102,Tier 1,ISA On in Total Store
22,166,5103,Tier 1,ISA On in Total Store
21,221,5104,Tier 1,ISA On in Total Store
75,286,5105,Tier 1,ISA On in Total Store
72,96,5106,Tier 2,GM Pause
59,566,5107,Tier 1,ISA On in Total Store
64,526,5108,Tier 2,GM Pause
61,557,5109,Tier 3,Total Store ISA Pause
61,557,5110,Tier 1,ISA On in Total Store
17,176,5111,Tier 1,ISA On in Total Store
14,2,5113,Tier 1,ISA On in Total Store
52,418,5115,Tier 1,ISA On in Total Store
6,60,5116,Tier 3,Total Store ISA Pause
75,315,5117,Tier 2,GM Pause
26,297,5118,Tier 1,ISA On in Total Store
59,566,5119,Tier 1,ISA On in Total Store
72,492,5122,Tier 1,ISA On in Total Store
47,391,5123,Tier 2,GM Pause
46,370,5124,Tier 1,ISA On in Total Store
64,541,5125,Tier 2,GM Pause
14,3,5126,Tier 1,ISA On in Total Store
53,438,5127,Tier 2,GM Pause
75,508,5129,Tier 2,GM Pause
22,166,5130,Tier 1,ISA On in Total Store
22,170,5131,Tier 1,ISA On in Total Store
72,96,5132,Tier 2,GM Pause
56,457,5133,Tier 2,GM Pause
57,447,5134,Tier 2,GM Pause
59,494,5135,Tier 1,ISA On in Total Store
56,455,5136,Tier 2,GM Pause
47,376,5137,Tier 1,ISA On in Total Store
56,453,5139,Tier 2,GM Pause
57,459,5140,Tier 2,GM Pause
47,432,5141,Tier 2,GM Pause
22,178,5142,Tier 2,GM Pause
59,498,5143,Tier 2,GM Pause
6,77,5144,Tier 2,GM Pause
6,86,5145,Tier 2,GM Pause
6,506,5146,Tier 2,GM Pause
5,44,5147,Tier 1,ISA On in Total Store
59,566,5148,Tier 2,GM Pause
59,485,5149,Tier 1,ISA On in Total Store
40,340,5150,Tier 1,ISA On in Total Store
2,120,5151,Tier 2,GM Pause
57,446,5152,Tier 2,GM Pause
57,484,5154,Tier 2,GM Pause
46,387,5155,Tier 2,GM Pause
57,463,5156,Tier 2,GM Pause
25,278,5157,Tier 2,GM Pause
19,204,5159,Tier 2,GM Pause
19,202,5160,Tier 2,GM Pause
57,448,5162,Tier 2,GM Pause
6,80,5165,Tier 2,GM Pause
46,387,5166,Tier 2,GM Pause
54,582,5167,Tier 2,GM Pause
46,405,5168,Tier 1,ISA On in Total Store
47,429,5170,Tier 2,GM Pause
3,97,5172,Tier 3,Total Store ISA Pause
2,120,5173,Tier 1,ISA On in Total Store
14,1,5174,Tier 2,GM Pause
41,152,5175,Tier 2,GM Pause
17,176,5178,Tier 2,GM Pause
72,96,5179,Tier 2,GM Pause
59,485,5180,Tier 2,GM Pause
59,566,5182,Tier 2,GM Pause
59,494,5183,Tier 1,ISA On in Total Store
21,219,5184,Tier 1,ISA On in Total Store
21,217,5185,Tier 2,GM Pause
46,373,5186,Tier 2,GM Pause
59,498,5188,Tier 2,GM Pause
46,369,5189,Tier 1,ISA On in Total Store
46,370,5190,Tier 2,GM Pause
5,55,5191,Tier 2,GM Pause
56,454,5192,Tier 1,ISA On in Total Store
57,461,5193,Tier 2,GM Pause
60,471,5195,Tier 1,ISA On in Total Store
12,144,5196,Tier 1,ISA On in Total Store
12,5,5197,Tier 2,GM Pause
72,546,5198,Tier 2,GM Pause
25,269,5199,Tier 2,GM Pause
22,233,5200,Tier 1,ISA On in Total Store
17,175,5201,Tier 1,ISA On in Total Store
21,217,5203,Tier 1,ISA On in Total Store
64,542,5204,Tier 1,ISA On in Total Store
61,557,5205,Tier 2,GM Pause
61,557,5206,Tier 2,GM Pause
59,485,5207,Tier 3,Total Store ISA Pause
5,51,5210,Tier 1,ISA On in Total Store
5,52,5211,Tier 2,GM Pause
9,90,5214,Tier 2,GM Pause
57,581,5215,Tier 1,ISA On in Total Store
46,70,5216,Tier 1,ISA On in Total Store
9,111,5218,Tier 2,GM Pause
47,411,5219,Tier 2,GM Pause
9,112,5220,Tier 2,GM Pause
72,548,5221,Tier 2,GM Pause
64,528,5224,Tier 2,GM Pause
64,528,5226,Tier 2,GM Pause
75,292,5227,Tier 1,ISA On in Total Store
75,282,5228,Tier 3,Total Store ISA Pause
22,166,5229,Tier 1,ISA On in Total Store
56,452,5231,Tier 2,GM Pause
54,388,5232,Tier 2,GM Pause
54,403,5233,Tier 2,GM Pause
54,401,5234,Tier 3,Total Store ISA Pause
54,403,5235,Tier 2,GM Pause
41,254,5236,Tier 2,GM Pause
22,167,5239,Tier 2,GM Pause
17,190,5240,Tier 2,GM Pause
22,231,5241,Tier 1,ISA On in Total Store
17,191,5242,Tier 2,GM Pause
42,324,5244,Tier 3,Total Store ISA Pause
6,77,5245,Tier 1,ISA On in Total Store
6,65,5246,Tier 2,GM Pause
5,479,5247,Tier 2,GM Pause
72,544,5248,Tier 2,GM Pause
9,90,5250,Tier 1,ISA On in Total Store
2,120,5251,Tier 2,GM Pause
2,25,5252,Tier 2,GM Pause
75,289,5253,Tier 3,Total Store ISA Pause
26,297,5254,Tier 2,GM Pause
72,559,5255,Tier 1,ISA On in Total Store
72,544,5256,Tier 2,GM Pause
61,510,5257,Tier 2,GM Pause
61,397,5258,Tier 2,GM Pause
61,397,5259,Tier 2,GM Pause
42,323,5260,Tier 2,GM Pause
42,323,5261,Tier 1,ISA On in Total Store
14,13,5262,Tier 1,ISA On in Total Store
2,119,5263,Tier 2,GM Pause
9,115,5264,Tier 2,GM Pause
72,559,5265,Tier 1,ISA On in Total Store
9,104,5266,Tier 2,GM Pause
59,554,5267,Tier 2,GM Pause
61,397,5269,Tier 1,ISA On in Total Store
54,582,5270,Tier 3,Total Store ISA Pause
60,472,5272,Tier 1,ISA On in Total Store
60,472,5273,Tier 1,ISA On in Total Store
60,470,5274,Tier 2,GM Pause
2,26,5275,Tier 2,GM Pause
25,269,5276,Tier 3,Total Store ISA Pause
16,154,5278,Tier 2,GM Pause
59,496,5279,Tier 1,ISA On in Total Store
19,201,5280,Tier 3,Total Store ISA Pause
17,175,5281,Tier 2,GM Pause
20,215,5285,Tier 1,ISA On in Total Store
64,533,5286,Tier 3,Total Store ISA Pause
6,68,5287,Tier 3,Total Store ISA Pause
5,49,5288,Tier 2,GM Pause
64,528,5290,Tier 1,ISA On in Total Store
59,497,5291,Tier 2,GM Pause
26,297,5292,Tier 1,ISA On in Total Store
17,172,5293,Tier 2,GM Pause
17,173,5294,Tier 1,ISA On in Total Store
17,172,5295,Tier 2,GM Pause
20,316,5296,Tier 1,ISA On in Total Store
59,494,5297,Tier 2,GM Pause
4,305,5298,Tier 2,GM Pause
9,89,5299,Tier 1,ISA On in Total Store
9,116,5300,Tier 3,Total Store ISA Pause
9,107,5301,Tier 1,ISA On in Total Store
46,364,5303,Tier 1,ISA On in Total Store
61,9,5304,Tier 1,ISA On in Total Store
57,458,5305,Tier 1,ISA On in Total Store
61,397,5306,Tier 2,GM Pause
44,410,5307,Tier 2,GM Pause
59,485,5308,Tier 1,ISA On in Total Store
19,213,5309,Tier 2,GM Pause
64,541,5310,Tier 2,GM Pause
5,52,5311,Tier 1,ISA On in Total Store
5,479,5312,Tier 1,ISA On in Total Store
40,339,5313,Tier 1,ISA On in Total Store
64,533,5314,Tier 1,ISA On in Total Store
5,479,5316,Tier 2,GM Pause
5,82,5317,Tier 1,ISA On in Total Store
20,317,5319,Tier 2,GM Pause
26,298,5320,Tier 2,GM Pause
72,102,5321,Tier 1,ISA On in Total Store
64,533,5323,Tier 2,GM Pause
9,109,5325,Tier 1,ISA On in Total Store
3,93,5326,Tier 1,ISA On in Total Store
64,541,5327,Tier 2,GM Pause
64,541,5328,Tier 1,ISA On in Total Store
46,370,5329,Tier 1,ISA On in Total Store
46,369,5330,Tier 1,ISA On in Total Store
46,368,5331,Tier 2,GM Pause
61,510,5332,Tier 3,Total Store ISA Pause
47,376,5334,Tier 2,GM Pause
57,463,5335,Tier 2,GM Pause
64,507,5336,Tier 3,Total Store ISA Pause
57,449,5337,Tier 2,GM Pause
57,459,5338,Tier 1,ISA On in Total Store
20,235,5339,Tier 1,ISA On in Total Store
22,558,5340,Tier 3,Total Store ISA Pause
47,379,5341,Tier 3,Total Store ISA Pause
57,365,5342,Tier 3,Total Store ISA Pause
75,291,5343,Tier 2,GM Pause
