Store Number,Invoice Number,Date of Invoice ,   Total Amount   ,Out of Scope,Area of Machine,Memo,Comments
US05154G,INV168084-01255A,2/21/2025,$425.00,IMPROPER HANDLING - HOPPERS,BCR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/11/2024 21:42
US05156G,INV168084-01255A,2/21/2025,$657.33,SITE DECLINED TROUBLESHOOTING,BCR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 20:14
US05214G1,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - COIN SORTER,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/5/2024 6:20
US05218G,INV168084-01255A,2/21/2025,$425.00,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/31/2024 17:16
US00523G,INV168084-01255A,2/21/2025,"$1,091.16",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/30/2024 10:05
US00524G,INV168084-01255A,2/21/2025,$402.90,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 18:39
US05247G,INV168084-01255A,2/21/2025,"$1,091.16",SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/1/2025 10:39
US05262G,INV168084-01255A,2/21/2025,$727.44,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/26/2024 16:11
US05274G,INV168084-01255A,2/21/2025,"$2,718.02",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 8:50
US05274G,INV168084-01255A,2/21/2025,$313.50,CUSTOMER FAILED TO CANCEL CALL,OTHER,FAILURE TO CANCEL: Site resolved issue prior to technician's arrival and failed to give proper notification to cancel service call.,12/26/2024 10:08
US05327G,INV168084-01255A,2/21/2025,$505.70,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/18/2024 15:15
US05346G,INV168084-01255A,2/21/2025,$320.25,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 16:33
US05347G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/24/2024 12:49
US05371G1,INV168084-01255A,2/21/2025,$784.46,IMPROPER HANDLING - HOPPERS,BCR,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/30/2024 11:53
US05390G,INV168084-01255A,2/21/2025,$300.00,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,1/1/2025 10:53
US00540G,INV168084-01255A,2/21/2025,$926.14,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/29/2024 10:28
US00541G,INV168084-01255A,2/21/2025,$446.25,IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 14:04
US05424G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - CASSETTES,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/27/2024 7:56
US05435G,INV168084-01255A,2/21/2025,$660.83,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/28/2024 19:57
US05435G,INV168084-01255A,2/21/2025,$425.00,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/21/2024 13:35
US05453G,INV168084-01255A,2/21/2025,$425.00,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – COIN: A coin jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,1/1/2025 14:07
US05455G,INV168084-01255A,2/21/2025,"$1,662.92",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 9:23
US05487G,INV168084-01255A,2/21/2025,"$2,739.04",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 10:41
US05624G,INV168084-01255A,2/21/2025,$819.50,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/17/2024 17:32
US05632G,INV168084-01255A,2/21/2025,$403.28,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 7:40
US05653G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/24/2024 11:26
US05692G,INV168084-01255A,2/21/2025,$444.96,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/19/2024 13:01
US05713G,INV168084-01255A,2/21/2025,$460.06,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/29/2024 12:42
US05717G1,INV168084-01255A,2/21/2025,$324.75,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/30/2024 13:27
US05737G,INV168084-01255A,2/21/2025,$329.25,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/18/2024 11:34
US05764G,INV168084-01255A,2/21/2025,$324.75,NON DEVICE RELATED ISSUES,OTHER,COIN AUDIT: Coin Audit,12/31/2024 11:37
US05786G,INV168084-01255A,2/21/2025,$300.00,SITE DECLINED TROUBLESHOOTING,OTHER,JAMS – NOTE: A note jam was not cleared pursuant to the use of the instructional videos or with the guidance from the trained help desk agent.,12/30/2024 15:42
PR05793G,INV168084-01255A,2/21/2025,$334.50,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 7:54
US00590G,INV168084-01255A,2/21/2025,$469.42,IMPROPER HANDLING - VAULT,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 20:37
US05979G,INV168084-01255A,2/21/2025,"$1,797.73",IMPROPER HANDLING - GAS SPRING,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 12:21
US05990G,INV168084-01255A,2/21/2025,$445.60,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/22/2024 20:07
US00623G,INV168084-01255A,2/21/2025,$425.00,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/29/2024 7:14
US06467G,INV168084-01255A,2/21/2025,$523.63,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/31/2024 8:07
US00662G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - HOPPERS,BCR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/27/2024 10:04
US00680G,INV168084-01255A,2/21/2025,$668.07,IMPROPER HANDLING - SHUTTER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/22/2024 18:27
US00687G,INV168084-01255A,2/21/2025,$329.25,SITE DECLINED TROUBLESHOOTING,BNR,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/18/2024 15:07
US00708G,INV168084-01255A,2/21/2025,$454.75,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/29/2024 18:44
US00715G,INV168084-01255A,2/21/2025,$425.00,IMPROPER HANDLING - OTHER,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 13:35
US07240G,INV168084-01255A,2/21/2025,$448.72,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 13:03
US00727G,INV168084-01255A,2/21/2025,"$2,302.64",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 7:33
US07280G,INV168084-01255A,2/21/2025,"$1,503.58",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/30/2024 16:51
US00743G,INV168084-01255A,2/21/2025,"$2,924.44",FOREIGN OBJECT - COIN,BCR,FOREIGN OBJECT – COIN: The unit failure or damage was due to a coin found in the note recycler.,12/14/2024 14:42
US00744G,INV168084-01255A,2/21/2025,$324.75,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/24/2024 9:40
US00756G,INV168084-01255A,2/21/2025,$640.06,IMPROPER HANDLING - HOPPERS,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 18:54
US00851G,INV168084-01255A,2/21/2025,$321.57,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 13:33
US00860G,INV168084-01255A,2/21/2025,$425.00,IMPROPER HANDLING - OTHER,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/29/2024 15:01
US00879G,INV168084-01255A,2/21/2025,"$1,106.28",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/26/2024 13:23
US00887G,INV168084-01255A,2/21/2025,$454.75,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/28/2024 15:33
US00893G,INV168084-01255A,2/21/2025,"$2,813.82",IMPROPER HANDLING - COIN SORTER,BCR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/30/2024 9:21
US00908G,INV168084-01255A,2/21/2025,"$2,483.89",IMPROPER HANDLING - CASSETTES,BNR,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/27/2024 10:54
US00909G,INV168084-01255A,2/21/2025,$467.50,IMPROPER HANDLING - OTHER,OTHER,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/22/2024 19:24
US00912G,INV168084-01255A,2/21/2025,$330.00,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/31/2024 16:41
US00912G,INV168084-01255A,2/21/2025,"$1,602.63",IMPROPER HANDLING - OTHER,BNR,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/17/2024 11:26
US00914G,INV168084-01255A,2/21/2025,$300.00,IMPROPER HANDLING - OTHER,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/20/2024 12:59
US00954G,INV168084-01255A,2/21/2025,$943.78,ACTS OF NATURE,OTHER,"ACTS OF NATURE: Damage to the system was due to an act of nature (earthquake, flood, tornado, etc.).",12/29/2024 16:03
US00959G,INV168084-01255A,2/21/2025,"$1,499.43",SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/27/2024 17:49
US00961G,INV168084-01255A,2/21/2025,$330.75,IMPROPER HANDLING - OTHER,OTHER,"PROCEDURE NEGLECT: The site failed to follow defined, maintenance and auditing guidelines for the unit.",12/30/2024 12:48
US00098G,INV168084-01255A,2/21/2025,$446.25,NON DEVICE RELATED ISSUES,BCR,COIN AUDIT: Coin Audit,12/27/2024 17:14
US02984G1,INV168084-01255A,2/21/2025,$300.00,REFUSED ACCESS TO DEVICE,OTHER,ACCESS: The site failed to provide access to the unit’s scheduled preventative maintenance or repair services.,12/24/2024 8:24
US03043G,INV168084-01255A,2/21/2025,$324.75,SITE DECLINED TROUBLESHOOTING,OTHER,FAILURE TO TROUBLESHOOT: The site refused to work with trained help desk agent to resolve an issue which resulted in the dispatch of a technician.,12/31/2024 14:46
US04625G1,INV168084-01255A,2/21/2025,"$1,132.37",FOREIGN OBJECT - OTHER,BNR,FOREIGN OBJECT – OTHER: The unit failure or damage was due to a foreign object found in the note recycler.,12/28/2024 12:50
US05310G1,INV168084-01255A,2/21/2025,$464.10,NON DEVICE RELATED ISSUES,OTHER,"LOSS OF COMPONENT: Site lost unit component parts through abuse, neglect, or failure to maintain the security of the equipment.",12/31/2024 9:30
US05726G,INV168084-01255A,2/21/2025,$459.80,IMPROPER HANDLING - CASSETTES,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",12/28/2024 9:26
US05925G,INV168084-01255A,2/21/2025,$425.00,IMPROPER HANDLING - VAULT,OTHER,MISUSE: Operation of the equipment other than for its normal and intended purposes.,12/28/2024 16:15
US00819G,INV168084-01255A,2/21/2025,$954.27,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 13:02
US08291G,INV168084-01255A,2/21/2025,$934.72,IMPROPER HANDLING - TOUCH SCREEN,OTHER,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/3/2025 17:28
US01016G,INV168084-01255A,2/21/2025,"$2,048.85",IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 17:35
US00102G,INV168084-01255A,2/21/2025,$598.81,IMPROPER HANDLING - OTHER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/4/2025 12:13
US01040G,INV168084-01255A,2/21/2025,$523.63,IMPROPER HANDLING - SHUTTER,BNR,"PHYSICAL DAMAGE: Abuse, neglect or vandalism of the system or its component parts, or from customer’s failure to maintain the security of the equipment.",1/2/2025 9:09
